"p_cit","p_TL","p_TG","p_GL","p_Lind","childseed","Parentseed"
0.000291614259893912,1.58958669713078e-07,0.000279380413651606,1.53464381016475e-35,0.000291614259893912,1429904062,1915035178
0.99990035946893,0.0404291452816453,1.0645516430636e-23,8.59331083111776e-77,0.99990035946893,1931781258,1915035178
6.38708839824124e-14,6.33764161413834e-16,3.39804564515619e-15,1.83962585821813e-62,6.38708839824124e-14,2129467238,1915035178
0.00277608283924898,4.40708078335577e-05,0.00277608283924898,5.58434028070338e-72,0.00115030154609175,1141640990,1915035178
0.00022650991560921,7.26478276740414e-12,0.000199231101162808,6.074272566234e-68,0.00022650991560921,96776363,1915035178
0.996652083101052,9.12170234501899e-42,0.00496334825220456,1.16170801650024e-71,0.996652083101052,903989803,1915035178
0.725396958342418,1.3192169273904e-19,0.725396958342418,2.45397209287374e-69,0.410424614932531,572100868,1915035178
0.044124297570606,0.044124297570606,0.0353926693639494,5.03213747129589e-74,0.00919166511216658,1949222917,1915035178
0.417175604900717,0.0125055727351793,0.417175604900717,4.30764756607774e-74,0.259949231282994,1708355438,1915035178
0.998628602809899,0.0194416225237812,8.73578863544794e-24,3.81621670538199e-76,0.998628602809899,2078814419,1915035178
1,0.013733001526306,6.16385272347046e-73,5.38019582914242e-107,1,1368509410,1915035178
1,5.70104999026524e-06,2.08914092551583e-20,1.59995080824259e-87,1,1169813734,1915035178
0.835435045320223,0.000717091909090371,0.322293521177936,7.63825019095829e-75,0.835435045320223,158323980,1915035178
0.0347207054819516,0.0347207054819516,0.000347235897170906,7.3045632704021e-74,4.84817530289523e-05,1261674758,1915035178
0.0174784280321277,0.0174784280321277,8.51544421964695e-07,1.11660106225446e-73,0.00199709005311232,417604474,1915035178
0.0116756208123451,0.0116756208123451,1.64024568284151e-05,1.88435956532244e-73,8.49961933858559e-06,1855488115,1915035178
0.37183317317621,0.03195642835624,1.79641414392918e-10,2.29429105577494e-74,0.37183317317621,852221950,1915035178
0.999933124080205,0.05560972919912,3.38790239371307e-23,5.34180337968451e-77,0.999933124080205,350947704,1915035178
0.0520059629440456,0.0520059629440456,1.40828216322006e-05,4.20010556000451e-74,0.011801952507656,839471998,1915035178
0.849353998843318,0.0352783467182603,0.231736154656969,3.86283030584671e-75,0.849353998843318,975679786,1915035178
0.997617558371079,0.0349490293578844,0.00113050856244503,1.45552959540428e-76,0.997617558371079,1203257836,1915035178
0.999999999999976,0.0211618225132035,1.84878939815141e-14,9.56592632940804e-82,0.999999999999976,1726995566,1915035178
0.694504991427753,0.0266779146933173,0.694504991427753,2.28115680954955e-74,0.352460691431096,722560732,1915035178
0.699138134988549,0.0106637689071108,0.604802969570638,1.04979627867581e-74,0.699138134988549,1189497143,1915035178
8.08542092901906e-05,8.08542092901906e-05,8.005805428459e-05,8.42249800961933e-72,3.43340831719685e-05,909014680,1915035178
0.00238987103863537,0.000135423037301594,9.04569881463892e-21,2.76713540363926e-72,0.00238987103863537,783782277,1915035178
0.0393510468436329,0.0393510468436329,0.0368998542126303,5.37884098467336e-74,0.0138565495594186,1628564122,1915035178
0.868975165300765,2.06736074942667e-05,0.868975165300765,7.33173322176229e-74,0.566072042501747,1801726197,1915035178
0.206566449290084,0.00164994201624871,0.206566449290084,1.51484415681731e-73,0.116168582622642,69717103,1915035178
0.836367549349782,0.0278721580675464,0.350077764208477,5.45505302065294e-75,0.836367549349782,1987556007,1915035178
0.790638033208082,0.0151026940004352,0.375837908200039,6.15128806568952e-75,0.790638033208082,1631390404,1915035178
0.162672034763642,0.00117463877981282,0.162672034763642,2.01885891182745e-73,0.0665855974055127,903635413,1915035178
0.743922278021548,0.00595461016559168,0.743922278021548,3.37856759970935e-74,0.425518285418284,31268067,1915035178
0.999851737431197,0.145087887553861,1.18082202878122e-05,3.75481226930629e-77,0.999851737431197,407882679,1915035178
5.04997303327439e-06,5.04997303327439e-06,1.43165075906307e-14,2.63582709622883e-70,1.07892506505459e-12,1419683081,1915035178
0.572815196624915,0.0774002384924648,3.56078045376693e-09,9.704160371792e-75,0.572815196624915,1785988141,1915035178
0.19813049009491,0.0370591884878039,0.19813049009491,3.85537153571467e-74,0.109389408983153,1540581839,1915035178
0.0217030094993982,0.0217030094993982,8.09947650986476e-07,8.81071721835855e-74,0.00356106801472365,2087574524,1915035178
0.0194275536081302,0.0194275536081302,2.21454915727837e-07,9.06108895094324e-74,0.00871861897989714,1372936302,1915035178
0.00249360725917662,6.29644216054802e-25,0.00131700066884976,5.34699898122249e-63,0.00249360725917662,1517982380,1915035178
0.797585691749231,0.0109385879832982,3.89880109103163e-19,6.81465202017382e-75,0.797585691749231,149169365,1915035178
0.00689674686330406,0.00689674686330406,0.00276324192598689,2.37359370351932e-73,0.000206114526842508,1836244647,1915035178
0.0440325378054191,0.000205998678430095,0.0440325378054191,8.83642540531549e-73,0.0277393511619368,1628727675,1915035178
