120,0.0,0.3,0.15,0.029278661278661276,0.0242982514217158
60,0.17,0.33,0.35,0.04364381564381565,0.039705096685326166
61,0.0,0.87,0.65,0.036696264696264705,0.01643222765429563
62,0.0,0.3,0.66,0.007225531225531225,-0.021191100301243392
63,0.0,0.14,1.0,0.03714007314007314,0.02112882540500227
64,0.0,0.9,0.08,0.058090030090030095,0.06620380290659084
45,0.0,0.01,0.36,-0.05354647754647755,-0.04368041551434545
46,0.01,0.25,1.0,-0.0034246474246474247,0.007146332206839398
47,0.11,0.78,0.61,0.03172102372102373,0.022997119733492288
48,0.32,0.81,0.96,0.05873973473973475,0.03870737993200949
49,0.03,0.31,0.35,0.02715798315798316,0.006755851869116099
75,0.0,0.4,0.96,0.036563232563232566,0.01862583520539546
76,0.04,0.95,0.0,0.021979005979005983,-0.014909398513820933
77,0.01,0.74,0.76,-0.0011961851961851961,0.008651665623622892
78,0.0,0.82,0.31,0.03938262338262338,0.035515438731471574
79,0.0,0.79,0.93,0.012252012252012253,0.0076304029010561955
40,0.02,0.77,0.98,0.047056787056787064,0.0446724041850996
41,0.09,0.78,0.6,-0.01855997455997456,-0.04160730565618206
42,0.1,0.01,0.35,0.0231990711990712,0.012950537990751425
43,0.51,0.61,0.93,0.09926475926475928,0.055117212179120814
44,0.0,0.99,0.86,0.013150321150321151,0.0005397472631504113
85,0.0,0.52,0.98,-0.029086373086373084,-0.02546105551053362
86,0.08,0.06,0.06,0.07522481122481123,0.05905302055180773
87,0.0,0.67,1.0,0.09344895344895345,0.03266719755416564
88,0.0,0.63,0.45,-0.04699886299886301,-0.05145533403232638
89,0.0,0.5,0.75,-0.006106746106746107,-0.001068012624996291
10,0.94,0.73,1.0,0.01755011355011355,-0.04191428365786315
11,0.43,0.59,0.51,0.02330929130929131,0.01827316949140924
12,0.5,0.4,0.15,-0.018371358371358375,-0.01787562267843984
13,0.19,0.69,0.36,-0.0005947925947925949,0.011866226207534032
14,0.7,0.59,0.07,-0.06692729492729493,-0.06340639824053464
100,0.0,0.45,0.06,-0.002667722667722668,0.008588352504297268
101,0.0,0.68,0.83,-0.008712152712152713,-0.015317784250214746
102,0.0,0.79,0.5,-0.016734568734568734,-0.020229653478884252
103,0.0,0.98,0.63,-0.0011467931467931468,-0.005902674178700067
104,0.0,0.35,0.76,0.0077413277413277415,0.008808558364619065
25,0.01,0.79,0.4,-0.004855972855972856,-0.024617328501993017
26,0.07,0.4,0.44,0.06353190353190354,0.05457729641547783
27,0.95,0.73,0.02,-0.023410583410583413,-0.04094272544803567
28,0.48,0.37,0.57,0.011470895470895474,-0.02024189003963165
29,0.88,0.15,0.1,0.011459147459147459,-0.017752834653089848
55,0.0,0.65,0.58,-0.011939627939627941,-0.017954871250731214
56,0.03,0.14,0.67,-0.03891607491607492,-0.02357439444985808
57,0.0,0.23,0.83,0.05831362631362632,0.055262028482339395
58,0.0,0.7,0.37,0.0826898626898627,0.07589562389063739
59,0.05,0.77,0.68,-0.006564294564294564,-0.018378895199244523
110,0.0,0.39,0.47,-0.0009744609744609745,-0.0027372365165109318
111,0.0,0.25,0.28,-0.052241716241716245,-0.05995819272629539
112,0.0,0.94,0.69,0.03107963507963508,0.03473068605045447
113,0.0,0.09,0.98,-0.005180333180333181,0.014298741232759656
114,0.0,0.19,0.18,-0.031190803190803196,-0.03829745614357327
5,0.47,0.78,0.91,0.028404016404016408,0.015586177486512205
6,0.32,0.43,0.98,0.027377499377499382,-0.0038784573437857517
7,0.51,0.65,0.39,-0.023821703821703823,-0.0377124452130493
8,0.72,0.57,0.93,0.042543858543858545,0.03274827868118979
9,0.96,0.09,0.15,0.04722202722202722,0.0025180159076151273
20,0.04,0.25,0.77,0.09265268065268066,0.0665838053988621
21,0.0,0.77,0.0,0.0597903717903718,0.02498135517910052
22,0.02,0.74,0.28,-0.036619488619488626,-0.04303289944230828
23,0.98,0.37,0.96,-0.047600531600531605,-0.04154036897045372
24,1.0,0.0,0.18,0.014076566076566077,0.01071361295718427
15,0.89,0.57,0.48,-0.0046745806745806745,-0.015478450299823133
16,0.0,0.6,0.56,-0.012207684207684207,-0.018163231582263146
17,0.27,0.86,0.8,0.019173223173223175,0.002386556477618109
18,0.02,0.62,1.0,0.0719069999069999,0.056599498370036964
19,0.1,0.78,0.14,-0.011235755235755237,-0.03643481823123857
90,0.0,0.81,0.07,0.0076576156576156585,0.015324365278155259
91,0.0,0.82,0.89,-0.01713169713169713,-0.010063190885141125
92,0.0,0.13,0.96,0.08485819285819285,0.0665993970644865
93,0.0,0.24,0.03,0.012386916386916389,0.011485205652746163
94,0.0,0.42,0.39,0.05546356346356346,0.05465161871870126
105,0.0,0.82,0.14,0.027541971541971546,0.02305428569393505
106,0.0,0.0,0.61,0.04105471705471706,0.024590379620933647
107,0.0,0.64,0.26,-0.008330252330252332,-0.007141977998895035
108,0.0,0.18,0.82,0.07912949512949513,0.048084912732617544
109,0.0,0.49,0.39,0.0673860433860434,0.03277001850139244
70,0.0,0.27,0.61,0.07262244062244064,0.07071192536371232
71,0.0,0.24,0.09,-0.003826875826875827,-0.010646411883705804
