p_cit,p_TassocL,p_TassocGgvnL,p_GassocLgvnT,p_LindTgvnG,CIT_final_call,,p_L->A,p_L->B,"diff(B|A,B|A,L)",final_call
0.939309220179304,0.551592379359294,0.102534852575483,2.05739626289276e-12,0.939309220179304, , ,0.0,0.48,0.44, 
0.0299594714489167,0.0299594714489167,0.0219133875048824,1.16053620156749e-06,0.0099050164623528,causal, ,0.0,0.03,0.79, 
0.0839800651475083,0.0839800651475083,9.09866842658134e-46,0.0007098310877216,1.42935742360567e-68, , ,0.0,0.3,0.25, 
0.214303780581372,0.214303780581372,1.88468534331145e-17,3.2309679551502e-07,1.1877973337769301e-20, , ,0.0,0.56,0.08, 
0.0025195905487852,0.0025195905487852,9.44756924210598e-31,7.2198311111184e-14,2.08213620818617e-34,causal, ,0.0,0.01,0.0,causal
0.430395165401843,0.430395165401843,2.0422977625538597e-42,0.0020392852263738,0.0014475749873703, , ,0.01,0.53,0.77, 
0.0077850731981272,0.004564685407708,0.0040786450344937,3.81503497752832e-41,0.0077850731981272,causal, ,0.0,0.02,0.91, 
0.960131347138995,0.569906621018083,0.0128253798245327,7.70263322479548e-05,0.960131347138995, , ,0.0,0.7,0.18, 
0.0147137718372526,0.0147137718372526,2.57363867476662e-05,3.21096185997189e-41,0.0001086642866647,causal, ,0.0,0.04,0.96, 
0.159706639877681,0.159706639877681,5.81495696651501e-23,0.0013556190494525,1.4418022301780199e-43, , ,0.01,0.38,0.21, 
1.0,0.000375190559548,2.29866854735413e-103,3.37239150560236e-09,1.0, , ,0.0,0.0,1.0, 
1.0,0.798206424111557,4.55189121625017e-112,2.95318314592129e-13,1.0, , ,0.0,0.44,1.0, 
0.105032143060806,0.105032143060806,2.7631598540387098e-11,2.41337098295529e-06,3.9284731331968e-13, , ,0.0,0.39,0.19, 
0.999998430226344,0.730104559234565,3.8604142428640996e-12,4.02913437800995e-92,0.999998430226344, , ,0.0,0.33,1.0, 
0.999661793767493,0.441156231541639,3.06386968564034e-05,0.0002225746421329,0.999661793767493, , ,0.0,0.27,0.28, 
0.917636132305228,0.356234548496968,7.242205142055379e-11,4.5635660293111103e-35,0.917636132305228, , ,0.0,0.19,0.12, 
0.78967391921994,0.0098012738573171,0.497110816267393,2.36948230319484e-05,0.78967391921994, , ,0.16,0.31,0.3, 
0.0001216074190504,0.0001216074190504,2.5370347911029503e-15,4.853627600556e-05,4.3729540082747e-11,causal, ,0.0,0.02,0.08, 
0.994313421609961,0.270826971696591,0.0027280051286912,5.75073325076603e-265,0.994313421609961, , ,0.0,0.25,0.07, 
0.9991942341539,0.830184271389505,1.98847142299243e-10,0.000616167032482,0.9991942341539, , ,0.0,0.74,0.01, 
0.841343398563879,0.124208456047462,0.211964589606652,2.2908384215791e-11,0.841343398563879, , ,0.0,0.59,0.33, 
0.999999999871139,0.491470246827227,6.349523600315079e-28,5.14581985864967e-280,0.999999999871139, , ,0.0,0.27,0.89, 
0.0513530825666964,0.0513530825666964,0.0002925420331365,1.1904163974049501e-85,0.0093792613287816, , ,0.0,0.3,0.9, 
0.977342557940657,0.328020519332361,0.0627256452735037,1.7019139442020599e-12,0.977342557940657, , ,0.0,0.32,0.97, 
0.999980890833086,0.967131237113772,6.278421928223859e-11,1.20287083137493e-27,0.999980890833086, , ,0.0,0.64,0.59, 
0.0717215690502753,0.0717215690502753,9.96865907272814e-09,0.0002817039725689,7.11803869699814e-10, , ,0.0,0.27,0.11, 
0.999999574916284,0.275042551245258,7.05769470929503e-10,1.02103082054799e-06,0.999999574916284, , ,0.0,0.07,0.28, 
0.901407796284634,0.901407796284634,0.0323577446438132,0.0063962066174897,0.155578336982272, , ,0.01,0.71,0.9, 
0.816434243642915,0.23537303427672,0.325859708227818,1.14918211604555e-27,0.816434243642915, , ,0.0,0.12,1.0, 
0.66819822985531,0.600478060148733,0.66819822985531,0.0017555267169606,0.331022064239143, , ,0.01,0.51,0.33, 
0.917528374943516,0.652857068256369,0.155409291118584,2.2318527041278898e-178,0.917528374943516, , ,0.0,0.95,0.89, 
0.846825376021916,0.0868176397995929,0.846825376021916,3.2183478162345803e-09,0.492121091350436, , ,0.0,0.28,0.77, 
0.585264246400138,0.585264246400138,0.179631485978986,2.83914358287105e-05,0.141003415997963, , ,0.0,0.58,0.89, 
0.999999999980099,0.729491828018552,3.08974835058687e-31,6.383310254772599e-23,0.999999999980099, , ,0.0,0.94,1.0, 
0.888116014782095,0.763813278688936,0.888116014782095,5.3525956448107e-07,0.565281597659029, , ,0.0,0.66,0.34, 
0.965798614400628,0.116773723413311,0.0505485292794405,4.45382413616451e-07,0.965798614400628, , ,0.0,0.24,0.42, 
0.999999999929916,0.0169949115623151,8.48966348094914e-06,1.41488785350744e-07,0.999999999929916, , ,0.0,0.0,0.14, 
0.992422287094638,0.0898148010655483,0.0370632332596842,7.90565521300212e-11,0.992422287094638, , ,0.0,0.21,0.16, 
0.999999993773205,0.583225967580407,5.80717235568504e-13,6.56696640701724e-91,0.999999993773205, , ,0.0,0.71,0.93, 
0.999999995625582,0.583305734784706,2.23786992980563e-47,8.58954822802784e-19,0.999999995625582, , ,0.0,0.37,0.78, 
1.0,0.0049461213649632,6.19021042271626e-16,2.9193419313212402e-95,1.0, , ,0.0,0.06,1.0, 
0.999789593740671,0.768495783571125,7.35553535117066e-16,5.52985268443389e-05,0.999789593740671, , ,0.0,0.89,0.23, 
0.844862006997115,0.844862006997115,0.100385703701898,6.65353077992771e-20,0.53152898628471, , ,0.0,0.91,0.56, 
0.996811588157055,0.413841172332583,0.0005616278946498,0.0070944485203884,0.996811588157055, , ,0.0,0.76,0.78, 
1.0,0.0051309840483038,1.17374797737911e-19,1.32086259666994e-08,1.0, , ,0.0,0.04,0.75, 
1.0,0.0157871326695286,4.71205388057817e-18,1.60524495102544e-16,1.0, , ,0.0,0.02,0.57, 
0.726537613912612,0.0087244713686374,0.536244284266195,8.03375016313197e-07,0.726537613912612, , ,0.0,0.0,0.87, 
0.966273162388912,0.815152194355242,0.0221275345710989,2.30588533792069e-05,0.966273162388912, , ,0.01,0.85,0.94, 
0.415396757251521,0.415396757251521,0.341346242673515,3.1858149105160996e-13,0.196197469233142, , ,0.0,0.16,0.63, 
0.0974759656448724,5.50165818489441e-08,2.3635772006585003e-53,0.0974759656448724,2.31377157984965e-22, , ,0.0,0.0,0.38, 
0.999696519086574,0.407487995322267,1.80599034253098e-05,2.340742026997e-83,0.999696519086574, , ,0.0,0.46,0.93, 
0.999517753919921,0.903876651942467,1.4025709003750198e-11,4.39706210262319e-14,0.999517753919921, , ,0.0,0.72,0.92, 
1.0,3.0809671999101e-06,8.255618740954381e-73,7.0541883065209e-146,1.0, , ,0.0,0.0,1.0, 
0.999500706274284,0.641092241432616,0.0004979878121212,6.30454477926901e-26,0.999500706274284, , ,0.0,0.13,0.96, 
0.999852488113882,5.14243448451803e-06,0.0010023417712745,2.17780925608577e-05,0.999852488113882, , ,0.01,0.0,0.64, 
0.992530254642281,0.417597045115449,0.0043758434428954,1.6843772157523e-08,0.992530254642281, , ,0.0,0.57,0.27, 
0.677834694862742,0.677834694862742,0.101971223780216,0.0001355862372922,0.0599749367464235, , ,0.01,0.33,0.41, 
1.0,0.688407626552652,1.57993790234498e-26,1.52312165541233e-95,1.0, , ,0.0,0.45,0.99, 
0.0826647075525439,0.0826647075525439,1.44523022247156e-07,7.81978714493496e-06,9.83728019788275e-08, , ,0.0,0.35,0.0, 
0.362531425895161,0.362531425895161,7.630154279397639e-18,8.3246510150773e-05,2.1750235731422798e-12, , ,0.0,0.27,0.79, 
0.999918084025798,0.0128193085426515,0.0001278115085463,1.02152174022119e-117,0.999918084025798, , ,0.0,0.05,0.84, 
1.0,0.122252764484712,1.7001629999703e-44,1.18487636090342e-97,1.0, , ,0.0,0.22,1.0, 
0.35777496765693,0.35777496765693,1.7021466367198e-05,4.9888465223172104e-09,5.6797483948469e-11, , ,0.0,0.31,0.1, 
1.0,0.648359919036486,2.55765321183056e-22,1.55799424707995e-190,1.0, , ,0.0,0.67,1.0, 
0.999999520042078,0.190851442002288,1.56618294615998e-07,4.37711407065091e-06,0.999999520042078, , ,0.06,0.39,0.48, 
0.816185538884558,0.561338749736952,0.21539220177087,0.0040158879519292,0.816185538884558, , ,0.04,0.78,0.88, 
0.151197997321224,0.0409309525111511,0.0108150267122126,3.5742728409883597e-177,0.151197997321224, , ,0.0,0.11,0.64, 
0.756598027624919,0.756598027624919,0.256884282395989,4.52925557630075e-06,0.0991119396858985, , ,0.0,0.1,0.45, 
0.999451206717866,0.057584093895741,0.0013689220150588,2.37368935683653e-265,0.999451206717866, , ,0.0,0.09,0.9, 
0.996491711869273,0.51904784960985,8.88771517030038e-05,2.9606542807194797e-83,0.996491711869273, , ,0.0,0.66,0.99, 
1.0,0.977111381282921,3.8514072263811703e-73,1.39571929430243e-36,1.0, , ,0.0,0.68,0.97, 
0.998451147206392,0.470401575571354,0.0017093074959305,1.24287189981245e-179,0.998451147206392, , ,0.0,0.72,0.95, 
0.99999892544909,0.245626668813193,3.7224951478407496e-107,9.28245694300539e-06,0.99999892544909, , ,0.0,0.58,0.69, 
1.0,0.578361012950696,6.48734629885017e-31,2.29665783186048e-129,1.0, , ,0.0,0.51,1.0, 
0.999999999566498,0.640502907355912,3.90204480899661e-22,0.0017373832162713,0.999999999566498, , ,0.03,0.36,0.62, 
0.942906130837017,0.942906130837017,0.0093117691945452,2.34966708856312e-06,0.896562002459638, , ,0.0,0.97,0.52, 
0.991692703024459,0.0032627384571301,0.991692703024459,3.29309483694966e-05,0.524399980660177, , ,0.0,0.01,0.44, 
0.104977520721434,0.104977520721434,7.92290599735894e-47,0.0001015178182166,7.75009475786376e-34, , ,0.0,0.09,0.32, 
0.94946313017886,0.143717778184743,0.120936485013206,6.209124191391949e-82,0.94946313017886, , ,0.0,0.24,0.39, 
0.207108673899722,0.207108673899722,7.46544874894966e-06,3.96750737673299e-16,2.55544592546656e-18, , ,0.0,0.2,0.97, 
0.874926707863428,0.003581117671603,0.189690987721793,5.68228127817115e-07,0.874926707863428, , ,0.0,0.0,0.83, 
0.968137553032509,0.492248104779074,0.0529716871490092,1.08285364202508e-25,0.968137553032509, , ,0.0,0.72,0.88, 
0.999901144297487,0.302685668367486,0.0009354984127533,9.53385440530055e-14,0.999901144297487, , ,0.0,0.69,0.37, 
0.991644242289248,0.163814405825449,0.0219460925910814,2.86434695242394e-264,0.991644242289248, , ,0.0,0.2,0.77, 
0.237897537308096,0.237897537308096,1.12491301897694e-22,2.46659562274071e-10,0.0209093890710079, , ,0.0,0.63,0.8, 
0.998396037209309,0.998396037209309,0.790320635055612,1.8370059443533e-13,0.165757523067189, , ,0.0,0.93,0.88, 
0.881472981393912,0.0001806919593469,0.881472981393912,3.33033315842528e-25,0.55110326547266, , ,0.0,0.01,0.5, 
0.186826220260053,0.0795256290150152,0.186826220260053,1.4453891753613e-88,0.0694234855386224, , ,0.0,0.33,0.16, 
0.999818178776197,0.731649358493218,2.70643982799849e-07,1.37407718821213e-08,0.999818178776197, , ,0.0,0.48,0.81, 
0.999886539668082,0.861686705613207,5.72791543689718e-05,5.4732789852273106e-67,0.999886539668082, , ,0.0,0.98,0.59, 
0.978633247892991,0.0362022191942827,0.102628682173909,1.80424713578625e-05,0.978633247892991, , ,0.11,0.15,0.53, 
0.999999297147963,0.602775046236306,4.3530147547603e-06,4.00656827765822e-91,0.999999297147963, , ,0.0,0.77,0.89, 
0.999931973486615,0.103244055313674,0.0001698098467832,9.48652190250811e-84,0.999931973486615, , ,0.0,0.24,0.8, 
0.202609344140888,0.200930417837638,0.202609344140888,3.1556802387267e-06,0.15195047565735, , ,0.0,0.49,0.47, 
0.834677334425924,0.0003275339968996,0.834677334425924,0.0001456232027675,0.445027041591556, , ,0.0,0.0,0.19, 
0.99999999998211,0.636087241120534,2.2110495741780497e-43,3.53861033506612e-17,0.99999999998211, , ,0.0,0.41,1.0, 
0.988304011626117,0.801780656342561,3.9064885653748e-09,2.12502251449388e-11,0.988304011626117, , ,0.0,0.36,0.58, 
0.337779125100179,0.337779125100179,4.23815423286906e-05,5.118287009179971e-09,2.9227349766472804e-09, , ,0.0,0.34,0.37, 
0.999999998727345,0.796386048728026,3.90643553378929e-10,1.6322218926648e-244,0.999999998727345, , ,0.0,0.35,0.0, 
0.999998825720842,0.911023016536539,5.45353790328993e-24,6.713178206718721e-09,0.999998825720842, , ,0.0,0.81,0.82, 
0.999846877090805,0.247418969117891,3.3669447374491604e-14,8.91422185623967e-142,0.999846877090805, , ,0.0,0.12,0.83, 
0.999569657543831,0.0505067000426058,5.2226377598075e-28,9.7452851762535e-57,0.999569657543831, , ,0.0,0.17,0.96, 
0.999999999999989,0.245212238531179,3.87445052342242e-21,0.0001387542178827,0.999999999999989, , ,0.0,0.69,0.3, 
0.999999999894419,0.656834752283258,9.39565384162357e-18,4.23461287088546e-05,0.999999999894419, , ,0.0,0.89,0.82, 
0.998278824110567,0.189721910468668,0.0041968505814589,6.55305526255903e-14,0.998278824110567, , ,0.0,0.36,0.1, 
0.053979184784081,0.053979184784081,9.71220775241679e-117,0.0024411758374563,3.27414961829491e-42, , ,0.0,0.0,0.63, 
0.997000434905856,0.798688575580079,1.88823259310867e-10,4.5708948867695204e-20,0.997000434905856, , ,0.0,0.93,0.48, 
0.134721251493917,0.134721251493917,0.0011866531996368,4.66528680113183e-05,0.0003969824338597, , ,0.0,0.25,0.11, 
0.970694981387273,0.147801481753391,5.0426473323354e-39,3.39762874740691e-16,0.970694981387273, , ,0.0,0.4,0.9, 
0.999922815479204,0.971875820874909,8.32611011940235e-05,5.44214296876623e-89,0.999922815479204, , ,0.0,0.51,0.78, 
0.976101361042989,0.976101361042989,0.849143360611933,0.0003679129687178,0.360721745003143, , ,0.0,0.44,0.51, 
0.99962833576781,0.114332191541153,5.92939290404289e-06,3.7162873388181496e-82,0.99962833576781, , ,0.0,0.03,0.88, 
0.999999999999709,0.478768525061715,8.98835470236822e-40,4.2794757914402897e-78,0.999999999999709, , ,0.0,0.73,1.0, 
0.0991910025019308,0.0991910025019308,3.5080423629813595e-11,4.15542326015069e-32,0.0299283839111421, , ,0.0,0.41,0.89, 
0.591547126694017,0.591547126694017,4.16481511745877e-15,0.0001553351749855,0.229167268462171, , ,0.02,0.87,0.01, 
0.693723909713942,0.693723909713942,0.00044623532356,4.68891481431095e-06,0.0109222585997535, , ,0.0,0.21,0.5, 
1.0,0.537029453400957,1.0483904306832001e-26,1.85506989045144e-22,1.0, , ,0.0,0.82,0.91, 
0.999996769519088,0.754432526610301,4.20626118500044e-13,1.67567901396758e-17,0.999996769519088, , ,0.0,0.89,0.54, 
0.004692850666992,1.08266662828418e-06,0.0030466538004064,0.000223858726432,0.004692850666992,causal, ,0.0,0.0,0.91, 
0.997288739309956,0.975845549767314,0.0004950676593957,5.55924516205613e-90,0.997288739309956, , ,0.0,0.6,0.75, 
0.109738179222555,0.109738179222555,0.000772007197881,2.99215492020924e-81,0.0877697971248866, , ,0.0,0.23,0.16, 
0.927218489798072,0.927218489798072,0.69693073155208,1.87941290437824e-86,0.408876751637325, , ,0.0,0.68,0.89, 
0.994014876564993,0.552518021133396,5.82881249806214e-08,2.4969379556253997e-49,0.994014876564993, , ,0.0,0.13,0.02, 
0.99999462352688,0.389835231207645,1.15892907006117e-06,1.9180918974786999e-267,0.99999462352688, , ,0.0,0.69,0.95, 
0.0375675699696426,0.0375675699696426,0.0005312815297132,1.5057664727529e-06,0.000701070333445,causal, ,0.0,0.23,0.56, 
0.999992986337023,0.850830573663647,5.27113840792813e-26,0.0001303210689764,0.999992986337023, , ,0.0,0.75,0.06, 
0.997868960404751,0.867094804511441,2.89115015630507e-05,2.0105557561458e-05,0.997868960404751, , ,0.0,0.65,0.66, 
0.577167829612924,0.577167829612924,3.45057574216905e-05,3.09221734057294e-06,6.511347041359179e-11, , ,0.0,0.42,0.77, 
0.0262233306715221,0.0262233306715221,1.88992845182394e-14,0.0005623624403414,5.23509249491185e-14,causal, ,0.0,0.13,0.75, 
1.0,0.153734538718442,4.82108037271616e-18,9.009234742255581e-23,1.0, , ,0.0,0.22,0.87, 
0.999999999999089,0.181185033020705,5.444636968769171e-44,3.11466106284207e-66,0.999999999999089, , ,0.0,0.4,0.94, 
0.999999993125222,0.377129021712304,8.06458876418744e-12,4.48302350747585e-63,0.999999993125222, , ,0.0,0.63,0.99, 
0.989733218462083,0.806000131651564,1.87252054547124e-11,1.02947962564255e-07,0.989733218462083, , ,0.0,0.96,0.6, 
0.982930323812409,0.829845785703079,0.0214887153347946,2.0984448360648899e-13,0.982930323812409, , ,0.0,0.82,0.41, 
1.0,0.773837489391361,1.66025356331911e-95,4.80571882530539e-39,1.0, , ,0.0,0.12,1.0, 
0.99999996404243,0.04777594405256,1.78480011862515e-08,9.38979909160519e-22,0.99999996404243, , ,0.0,0.08,0.71, 
0.999999978817582,0.450008584609474,1.06738512959497e-23,6.54634297395645e-95,0.999999978817582, , ,0.0,0.58,0.99, 
1.0,1.77643698552534e-05,5.11435616582562e-35,9.76711617389763e-143,1.0, , ,0.0,0.0,1.0, 
0.999999999999994,0.238149034985526,8.65299359174311e-33,4.0469677483656394e-92,0.999999999999994, , ,0.0,0.4,1.0, 
0.972162076835547,0.323727892140977,0.0359494161244844,6.30015133509077e-43,0.972162076835547, , ,0.0,0.3,0.9, 
0.999999999867568,0.703922918081155,1.9225582834495502e-25,6.6537873666797005e-18,0.999999999867568, , ,0.0,0.88,0.98, 
0.211775547366893,0.211775547366893,1.54585173739389e-06,5.29314604531226e-05,4.38644206367157e-08, , ,0.14,0.69,0.35, 
0.0355620179846556,0.0355620179846556,0.0157344829779619,5.97021262377981e-05,0.0166243038896661,causal, ,0.0,0.28,0.23, 
0.80236459297957,0.583698333582771,0.80236459297957,1.4407280225115501e-19,0.617287802778908, , ,0.0,0.75,1.0, 
0.999999994566084,0.368538101123067,4.99990669827562e-35,2.70822431673642e-21,0.999999994566084, , ,0.0,0.78,1.0, 
1.0,0.0538752763677005,2.0750366413680702e-20,7.71602563596402e-130,1.0, , ,0.0,0.12,1.0, 
1.0,0.737473077973645,3.64604604505519e-56,3.06034336816254e-107,1.0, , ,0.0,0.95,1.0, 
0.995329978978206,0.70745696336728,2.13748758017738e-05,1.6171430360077798e-11,0.995329978978206, , ,0.0,0.6,0.83, 
0.0884399841491391,0.0153564570756907,0.0884399841491391,0.0140333410088865,0.0280577682204032, , ,0.0,0.12,0.6, 
0.0371854072902099,0.0371854072902099,2.66594886547134e-08,0.0011740125708479,9.88471410837561e-07,causal, ,0.0,0.13,0.57, 
0.998639106130652,0.700083564807856,6.83788816675824e-06,1.69685318167648e-05,0.998639106130652, , ,0.0,0.34,0.78, 
0.801367642653596,0.0020095953564088,0.248453053460832,3.7175078248716e-15,0.801367642653596, , ,0.0,0.0,0.06, 
0.959953089930616,0.174235768533374,2.54524827689425e-05,1.0790164355796299e-178,0.959953089930616, , ,0.0,0.21,0.63, 
0.999999626694476,0.886368067467827,1.5880455786478301e-21,5.4484928714015495e-18,0.999999626694476, , ,0.0,0.66,0.31, 
0.472597099603329,0.472597099603329,0.0286040880123442,7.20530102539055e-09,0.0027389199907612, , ,0.0,0.43,0.58, 
0.89913454026244,0.611995378746339,0.114469709814881,2.68427779255576e-115,0.89913454026244, , ,0.0,0.13,0.51, 
0.342528080932943,0.342528080932943,1.47082034031641e-08,9.91897895510697e-16,0.0420568318369183, , ,0.0,0.28,0.03, 
0.999229386434442,0.788995504195966,6.71308380365144e-20,2.13738128544642e-09,0.999229386434442, , ,0.0,0.9,0.93, 
0.910502045514033,0.0012163144103658,0.174829163395303,0.0002299880365575,0.910502045514033, , ,0.0,0.0,0.4, 
0.0967765334517604,0.0001323351518647,0.0967765334517604,1.05675911317313e-79,0.0238925841141765, , ,0.0,0.0,0.04,causal
0.96080732663757,2.49743990857516e-05,0.102264802928837,4.06293634899801e-133,0.96080732663757, , ,0.0,0.0,0.12, 
0.266466735027947,0.266466735027947,0.0183182088272646,1.06214211906305e-65,0.0589823675047062, , ,0.0,0.43,0.72, 
0.183162498182818,0.183162498182818,5.29718970238877e-66,0.0008157319283902,4.52390956770528e-13, , ,0.0,0.08,0.05, 
0.999008156353011,0.137583866550634,6.51618369797035e-11,8.34338443048224e-181,0.999008156353011, , ,0.0,0.12,0.09, 
0.394601168845679,0.394601168845679,3.20932542377712e-07,4.13990596323816e-08,7.30410796091555e-20, , ,0.0,0.45,0.8, 
0.227966690816641,0.227966690816641,0.0707211131719307,5.040186055084319e-11,0.0119341208056145, , ,0.0,0.53,0.92, 
1.0,0.0612500732724512,6.597909254970851e-54,0.0001101416102389,1.0, , ,0.0,0.02,0.92, 
0.999999999898348,0.337412283791487,3.18102722235e-09,3.25972606666397e-13,0.999999999898348, , ,0.0,0.65,0.05, 
1.0,0.0357544895599512,2.0290141452851002e-48,7.2364315970039e-101,1.0, , ,0.0,0.16,1.0, 
0.754738718882066,0.323223785147087,0.754738718882066,2.86158070573548e-06,0.443895656932029, , ,0.0,0.06,0.51, 
0.998942154323353,0.078982365266148,0.0004198596122574,2.87289312030622e-140,0.998942154323353, , ,0.0,0.25,0.81, 
0.0018197206434999,0.0002600843783476,2.45416259638239e-13,0.0018197206434999,4.5273819103958403e-10,causal, ,0.01,0.0,0.11, 
0.525123991065545,0.301081344507871,0.0570229439287561,6.66716103776754e-178,0.525123991065545, , ,0.0,0.14,0.9, 
0.999989019185424,0.19268023663642,1.01108325943312e-06,2.8798064531131896e-57,0.999989019185424, , ,0.0,0.36,0.05, 
0.128525669327156,0.128525669327156,6.71200376903507e-98,0.000940632924497,2.08202447909957e-13, , ,0.0,0.34,0.51, 
0.0143531402485843,0.0143531402485843,1.07142236816768e-07,8.33445766511791e-15,5.428068311986031e-09,causal, ,0.0,0.09,0.97, 
0.999999390086557,0.439845312214003,4.675915124072011e-09,1.79053840748782e-17,0.999999390086557, , ,0.0,0.7,0.35, 
1.0,0.989600765475011,2.0068844201503e-32,2.52880503429091e-19,1.0, , ,0.0,0.37,0.95, 
0.0294623913856639,0.0294623913856639,0.0049149112073973,7.00442460787009e-34,0.0024200382558145,causal, ,0.0,0.0,0.52, 
1.0,0.0825715908119047,5.14696934258273e-33,9.21368463123787e-59,1.0, , ,0.0,0.25,1.0, 
0.999999821621721,0.385837513515986,1.7848321902960501e-23,2.08895511315394e-51,0.999999821621721, , ,0.0,0.32,0.8, 
0.760436632823452,0.0310030093518605,0.760436632823452,2.47067502158387e-177,0.411366967873336, , ,0.0,0.08,0.52, 
0.0100916064192462,0.0100916064192462,4.0731560065108703e-10,0.000397860649809,5.67863537904056e-10,causal, ,0.0,0.08,0.96, 
1.0,0.0014105298302628,1.67564707602279e-50,4.46474309041597e-09,1.0, , ,0.0,0.01,0.63, 
0.950113866048657,0.112429408783881,0.106598613084574,1.38294434731265e-178,0.950113866048657, , ,0.0,0.4,0.8, 
0.9999995031996,0.419678442404298,2.13235553200794e-07,5.89934476371398e-268,0.9999995031996, , ,0.0,0.75,0.89, 
0.811424927619396,0.811424927619396,0.116793039345666,1.2672558782424799e-79,0.66942453427852, , ,0.0,0.78,0.98, 
0.999999999999878,0.308987253551387,1.49516160997883e-18,9.403851362564219e-94,0.999999999999878, , ,0.0,0.57,0.91, 
0.999999999973087,0.188576481685904,5.2592843377346396e-42,7.11257515999109e-66,0.999999999973087, , ,0.0,0.52,0.95, 
0.999900349777509,8.91448756075698e-61,0.0001164839422086,1.0082191409836899e-16,0.999900349777509, , ,0.0,0.0,1.0, 
0.807021877874528,0.807021877874528,0.3466010950446,2.53010180238586e-06,0.115942435523605, , ,0.0,0.74,0.8, 
0.999999999999766,0.477007261545756,2.8972574395596803e-52,5.21739289811191e-32,0.999999999999766, , ,0.0,0.26,0.97, 
0.999972667695971,0.339565702763513,5.04996632360301e-06,7.279252998618459e-18,0.999972667695971, , ,0.0,0.59,0.31, 
0.999999541867426,0.900571011375433,4.77933358936218e-07,1.01575164175033e-242,0.999999541867426, , ,0.0,0.86,0.92, 
0.100074936869993,0.100074936869993,0.0046667577851482,3.6362884420658797e-34,0.0012514868334244, , ,0.0,0.21,0.54, 
0.999932484463667,0.936305058325018,4.8998914283992196e-11,1.51701278238973e-06,0.999932484463667, , ,0.0,0.77,0.82, 
0.592720324497016,0.592720324497016,0.079065118481709,0.0068665906148071,0.0588397590964681, , ,0.01,0.89,0.23, 
0.158744021159039,0.124471914371722,0.158744021159039,1.24144225010159e-19,0.115074356673002, , ,0.0,0.3,0.64, 
0.980051539488002,0.126066559011979,0.010713146227175,3.9388003038111e-116,0.980051539488002, , ,0.0,0.09,1.0, 
1.0,0.0868583784411364,5.03746781548714e-38,1.75027384510398e-95,1.0, , ,0.0,0.24,1.0, 
1.0,0.15925013985036,6.357097948909321e-67,6.1114412765265e-79,1.0, , ,0.0,0.27,1.0, 
0.651440985957017,0.498181958098944,0.651440985957017,1.82675879259515e-79,0.290352503298988, , ,0.0,0.72,0.02, 
0.999906621165415,0.446412460179878,3.0950851116557e-07,1.08989585110621e-28,0.999906621165415, , ,0.0,0.58,0.91, 
1.0,2.58449015122488e-07,7.57602098078361e-16,1.47533223275582e-07,1.0, , ,0.01,0.0,0.49, 
0.993959681275844,0.186212287426027,0.003627743671856,5.96030535180327e-241,0.993959681275844, , ,0.0,0.34,0.37, 
