YAL027W
YDL105W
YDL104C
YDL103C
YDL100C
YDL098C
YDL091C
YDL092W
YDL089W
YDL087C
YDL086C-A
YDL085C-A
YDL086W
YDL239C
YDL084W
YDL088C
YDL082W
YDL237W
YDL076C
YDL235C
YDL236W
YDL066W
YDL053C
YDL048C
YDL040C
YDL047W
YDL046W
YDL045W-A
YDL039C
YDR540C
YDL036C
YDL028C
YDL238C
YDL081C
YDL020C
YDL231C
YDL021W
YDL017W
YDL015C
YDR018C
YDR025W
YDL113C
YDL230W
YDR014W
YDL010W
YDL012C
YDL008W
YDR052C
YDL001W
YDL004W
YDL005C
YDL006W
YDL232W
YDR001C
YDL227C
YDR009W
YDR011W
YDR019C
YDR004W
YDL229W
YDL191W
YDR028C
YDR033W
YDR023W
YDR037W
YDR034C-D
YDR040C
YDR007W
YDR034C
YDL201W
YDR044W
YDR047W
YDR391C
YDR049W
YDR051C
YDR059C
YDR058C
YDR068W
YDR063W
YDR064W
YDR070C
YDR071C
YDR072C
YDR062W
YDR079W
YDR065W
YDR086C
YDR073W
YDR077W
YDR097C
YDR079C-A
YDR078C
YDR085C
YDR087C
YDR089W
YDR088C
YDR092W
YDR090C
YDL213C
YDL171C
YDR091C
YDR127W
YDR527W
YDL219W
YDR099W
YDL214C
YDR098C-B
YDR275W
YDR098C-A
YDR100W
YDR368W
YDR056C
YDL220C
YDL225W
YDR119W
YDR117C
YDL217C
YDR122W
YDR084C
YDR347W
YDR260C
YDR126W
YDL216C
YDR128W
YDR132C
YDR133C
YDR134C
YDR139C
YDR135C
YDR140W
YDR137W
YDR143C
YDR144C
YDR145W
YDR147W
YDR252W
YDR138W
YDR142C
YDR168W
YDR174W
YDR176W
YDR158W
YDR400W
YDR141C
YDR156W
YDR164C
YDR161W
YDL212W
YDR179C
YDL209C
YDR173C
YDR178W
YDR177W
YDR181C
YDR182W-A
YDR185C
YDR163W
YDR186C
YDR188W
YDR192C
YDL218W
YDR201W
YDR205W
YDR208W
YDR207C
YDR210W
YDR210W-B
YDL210W
YDL207W
YDR209C
YDR213W
YDR216W
YDR212W
YDR221W
YDR214W
YDR223W
YDR231C
YDR234W
YDR232W
YDR243C
YDR233C
YDR235W
YDR239C
YDR238C
YDR237W
YDR247W
YDR251W
YDR258C
YDR259C
YDR261W-B
YDR262W
YDL202W
YDR254W
YDR265W
YDR264C
YIL131C
YIL153W
YIL130W
YIL128W
YIL126W
YIL125W
YIL124W
YIL123W
YIL118W
YIL119C
YIL116W
YIL115C
YIL111W
YIL109C
YIL114C
YIL107C
YIL106W
YIL102C-A
YIL103W
YIL104C
YIL101C
YIL099W
YIL098C
YIL091C
YIL096C
YIL094C
YIL093C
YIL089W
YIL087C
YIL088C
YIL085C
YIL080W
YIL078W
YIL090W
YIL132C
YIL077C
YIL062C
YIL074C
YIL073C
YIL069C
YIL051C
YIL065C
YIL064W
YIL066C
YIL061C
YIL059C
YIL055C
YIL049W
YIL048W
YIL024C
YIL047C
YIL046W
YIL044C
YIL043C
YIR008C
YIL039W
YIL038C
YIL037C
YIL041W
YIL033C
YIL022W
YIL020C
YIL167W
YIL166C
YIL014W
YIL014C-A
YIL011W
YIL010W
YIL009C-A
YIR002C
YIL009W
YIL168W
YIL162W
YIL003W
YIR004W
YIR007W
YIR020C
YIR016W
YIR017C
YIL160C
YIR019C
YIR022W
YIR021W
YIR025W
YIR027C
YIR026C
YIR028W
YIR029W
YIR033W
YIR031C
YIR036C
YIR034C
YIR035C
YIL159W
YIL158W
YIL161W
YIL156W
YIL155C
YIL154C
YIL152W
YIL151C
YIL147C
YIL148W
YIL149C
YIL145C
YIL143C
YIL142W
YIL137C
YIL122W
YIL134W
YIL133C
YEL021W
YEL022W
YEL020W-A
YEL017W
YEL015W
YEL006W
YEL007W
YEL009C
YEL054C
YER001W
YEL020C
YER004W
YER010C
YER005W
YEL072W
YER017C
YER018C
YER019C-A
YER019W
YER013W
YER020W
YER025W
YER024W
YER021W
YER026C
YER027C
YER030W
YER031C
YER038C
YER048C
YER037W
YER039C
YER045C
YER035W
YER044C
YER034W
YER044C-A
YER047C
YER046W
YER048W-A
YER054C
YER049W
YER050C
YER053C
YER051W
YEL071W
YER055C
YEL068C
YEL067C
YER057C
YER061C
YEL065W
YER066W
YER056C
YER070W
YEL064C
YER076C
YER080W
YER086W
YER087C-B
YEL063C
YER098W
YER101C
YEL062W
YER104W
YER107C
YER114C
YER100W
YER116C
YER105C
YER115C
YER088C-A
YER120W
YER124C
YEL060C
YER130C
YEL059C-A
YEL059W
YER139C
YER140W
YEL057C
YEL056W
YER144C
YER145C
YER146W
YER156C
YER157W
YER160C
YER162C
YER163C
YER164W
YEL066W
YER167W
YER168C
YER171W
YER170W
YER174C
YER178W
YER180C
YER183C
YER182W
YEL055C
YER185W
YER184C
YER186C
YEL051W
YEL052W
YEL050C
YEL049W
YEL044W
YEL041W
YEL038W
YEL040W
YEL039C
YEL037C
YEL036C
YEL028W
YEL029C
YEL025C
YEL031W
YEL027W
YFL017C
YFL017W-A
YFL021W
YFL016C
YFL018C
YFL013C
YFL010C
YFL009W
YFL027C
YFL008W
YFR005C
YFL004W
YFL002W-A
YFL001W
YFR001W
YFR008W
YFL002C
YFR006W
YFR002W
YFR004W
YFR010W
YFR007W
YFR009W
YFR013W
YFR014C
YFR011C
YFR020W
YFR019W
YFR022W
YFR024C-A
YFR025C
YFR026C
YFR031C-A
YFR051C
YFR036W
YFR034C
YFR037C
YFR034W-A
YFR040W
YFR048W
YFR046C
YFR042W
YFR047C
YFL048C
YFL047W
YFL049W
YFL044C
YFL046W
YFL041W
YFL034C-A
YFL038C
YFL042C
YFL039C
YFL045C
YFL036W
YFL030W
YFL034C-B
YFL034W
YFL033C
YFL029C
YFL025C
YFL022C
YGL205W
YGR258C
YGL085W
YGR261C
YGR262C
YGR267C
YGR263C
YGL004C
YGR278W
YGR279C
YGR281W
YGR282C
YGR285C
YGR286C
YGR287C
YGL204C
YGL202W
YGL203C
YGL213C
YGL194C-A
YGR075C
YGL171W
YGR098C
YGR150C
YGL200C
YGL022W
YGL198W
YGR244C
YGL196W
YGL234W
YGR215W
YGL195W
YGR116W
YGL155W
YGR074W
YGL193C
YGL184C
YGL186C
YGL037C
YGL190C
YGL194C
YGL179C
YGL176C
YGR280C
YGL177W
YGR187C
YGL174W
YGL173C
YGL169W
YGL166W
YGL163C
YGL159W
YGL162W
YGL154C
YGL157W
YGL097W
YGL145W
YGL146C
YGL136C
YGL137W
YGL252C
YGL253W
YGL130W
YGL125W
YGL124C
YGL122C
YGL114W
YGL115W
YGL117W
YGL251C
YGL112C
YGL110C
YGL091C
YGL105W
YGL104C
YGL101W
YGL106W
YGL096W
YGL094C
YGL100W
YGL098W
YGL164C
YGL093W
YGL092W
YGL086W
YGL075C
YGL083W
YGL048C
YGL079W
YGL081W
YGL080W
YGL082W
YGL077C
YGL076C
YGL071W
YGL064C
YGL067W
YGL070C
YGL072C
YGL065C
YGL066W
YGL063W
YGL057C
YGL056C
YGL059W
YGL055W
YGL049C
YGL047W
YGL050W
YGL045W
YGL054C
YGL035C
YGL248W
YGL033W
YGR028W
YGL027C
YGL241W
YGL013C
YGL025C
YGL014W
YGL021W
YGL061C
YGL020C
YGL017W
YGL018C
YGL019W
YGR035C
YGL016W
YGR156W
YGL026C
YGR104C
YGL141W
YGR005C
YGR250C
YGR048W
YGL039W
YGL011C
YGL010W
YGL009C
YGL175C
YGL238W
YGR001C
YGL005C
YGL002W
YGL001C
YGR003W
YGR006W
YGR012W
YGR013W
YGR015C
YGR019W
YGR020C
YGR024C
YGR023W
YGR026W
YGR027W-A
YGL237C
YGR027W-B
YGR025W
YGR027C
YGL236C
YGR038W
YGR037C
YGR030C
YGR008C
YGR038C-A
YGR039W
YGR040W
YGR046W
YGR041W
YGR044C
YGR054W
YGR049W
YGR050C
YGR055W
YGL229C
YGR060W
YGR063C
YGR065C
YGR071C
YGR079W
YGR072W
YGR078C
YGR089W
YGL090W
YGR094W
YGR097W
YGR111W
YGR117C
YGR108W
YGR110W
YGR120C
YGR121C
YGR122W
YGL226W
YGR131W
YGR152C
YGL225W
YGL113W
YGR147C
YGR151C
YGR149W
YGR155W
YGR158C
YGL223C
YGR154C
YGR157W
YGL222C
YGL221C
YGR165W
YGR161W-C
YGR161C-D
YGL219C
YGR166W
YGR167W
YGR169C
YGR201C
YGL220W
YGR146C
YGL216W
YGR091W
YGL210W
YGR179C
YGR178C
YGR180C
YGR181W
YGR183C
YGR184C
YGR186W
YGR194C
YGR168C
YGR192C
YGR175C
YGR177C
YGR195W
YGR197C
YGR200C
YGR185C
YGR007W
YGR196C
YGR193C
YGR198W
YGR202C
YGR191W
YGR204W
YGL232W
YGR209C
YGR207C
YGR210C
YGL211W
YGL215W
YGR222W
YGR223C
YGR228W
YGR230W
YGR233C
YGR235C
YGR234W
YGR236C
YGR238C
YGR239C
YGL207W
YGL208W
YGR246C
YGR248W
YGR247W
YGR251W
YGR254W
YHR001W
YHL003C
YHR069C-A
YHL001W
YHR005C
YHL010C
YHR001W-A
YHR007C
YHL014C
YHR003C
YHR009C
YHR013C
YHR015W
YHL044W
YHR119W
YHR017W
YHL042W
YHR022C
YHR051W
YHR023W
YHR025W
YHL038C
YHR028C
YHR027C
YHR031C
YHR030C
YHR032W
YHR033W
YHR034C
YHR036W
YHR038W
YHR037W
YHR039C-A
YHR040W
YHR042W
YHR044C
YHR043C
YHR046C
YHR045W
YHR048W
YHR056C
YHR050W
YHR052W
YHR058C
YHR057C
YHR059W
YHR060W
YHR062C
YHR064C
YHR068W
YHR063C
YHR071C-A
YHR072W
YHR077C
YHR073W
YHR104W
YHR096C
YHR108W
YHR111W
YHL035C
YHR109W
YHR113W
YHR124W
YHR114W
YHR115C
YHR117W
YHR128W
YHR134W
YHL034C
YHR140W
YHR143W
YHR142W
YHR147C
YHR146W
YHR156C
YHR150W
YHR145C
YHL031C
YHR154W
YHR143W-A
YHR149C
YHR157W
YHR110W
YHR152W
YHR144C
YHR151C
YHR158C
YHR155W
YHR161C
YHR169W
YHR163W
YHR165C
YHR168W
YHR175W
YHR171W
YHR177W
YHR178W
YHR179W
YHR182W
YHL032C
YHR184W
YHL028W
YHR190W
YHR194W
YHR201C
YHR205W
YHL027W
YHL026C
YHR206W
YHR208W
YHR210C
YHR211W
YHL025W
YHL024W
YHL023C
YHL022C
YHL020C
YHL019C
YHL017W
YHL016C
YHL013C
YHL011C
YHL007C
YHL009C
YHL009W-B
YHL008C
YHL006C
YJL171C
YJL164C
YJL163C
YJL162C
YJL165C
YJL161W
YJL159W
YJL156C
YJL154C
YJL151C
YJL148W
YJL147C
YJL143W
YJL140W
YJL139C
YJL133C-A
YJL133W
YJL132W
YJL157C
YJL127C
YJL122W
YJL124C
YJL123C
YJL119C
YJL115W
YJL117W
YJL116C
YJL112W
YJL111W
YJL106W
YJL104W
YJL103C
YJL099W
YJL216C
YJL087C
YJL083W
YJL078C
YJL079C
YJL063C
YJL072C
YJL213W
YJL070C
YJL065C
YJL062W-A
YJR118C
YJL056C
YJL057C
YJL055W
YJL054W
YJL053W
YJL051W
YJL212C
YJL048C
YJL046W
YJL203W
YJL047C
YJL210W
YJL029C
YJL209W
YJL201W
YJL037W
YJL036W
YJL035C
YJL031C
YJL024C
YJL020C
YJL019W
YJL023C
YJL014W
YJL010C
YJL008C
YJL006C
YJL002C
YJR001W
YJR006W
YJL001W
YJR008W
YJR005C-A
YJR010W
YJR010C-A
YJR009C
YJR014W
YJR003C
YJR012C
YJR015W
YJR016C
YJR017C
YJR022W
YJR027W
YJR025C
YJR029W
YJR028W
YJR030C
YJR024C
YJR032W
YJR034W
YJR035W
YJR039W
YJR057W
YJR040W
YJR042W
YJR021C
YJR044C
YJR047C
YJL205C
YJR049C
YJR050W
YJL204C
YJR051W
YJR055W
YJR033C
YJR059W
YJR056C
YJR060W
YJR069C
YJR072C
YJR073C
YJR074W
YJR075W
YJL200C
YJR082C
YJR078W
YJR080C
YJR079W
YJR084W
YJR088C
YJR087W
YJR090C
YJR091C
YJL198W
YJR096W
YJR094W-A
YJR093C
YJR094C
YJR095W
YJL199C
YJR099W
YJL207C
YJR102C
YJR103W
YJR104C
YJR106W
YJR108W
YJR107W
YJR109C
YJR110W
YJR113C
YJR117W
YJL197W
YJR133W
YJR122W
YJL134W
YJR121W
YJR119C
YJR127C
YJR131W
YJR132W
YJR135W-A
YJR134C
YJR135C
YJR138W
YJR143C
YJR144W
YJR148W
YJR149W
YJL193W
YJL192C
YJL191W
YJL190C
YJL187C
YJL181W
YJL183W
YJL184W
YJL180C
YJL178C
YJL179W
YJL177W
YJL185C
YJL176C
YJL174W
YJL173C
YJL152W
YJL172W
YKL108W
YKL181W
YKL174C
YKL173W
YKL170W
YKL163W
YKL172W
YKL168C
YKL166C
YKL162C
YKL162C-A
YKL161C
YKL160W
YKL159C
YKL157W
YKL178C
YKL146W
YKL148C
YKL144C
YKL143W
YKL145W
YKL140W
YKL139W
YKL135C
YKL138C-A
YKL130C
YKL132C
YKL127W
YKL126W
YKL124W
YKL123W
YKL125W
YKL122C
YKL217W
YKL119C
YKL117W
YKL121W
YKL116C
YKL114C
YKL113C
YKL112W
YKL216W
YKL110C
YKL109W
YKL165C
YKL101W
YKL094W
YKL107W
YKL106W
YKL105C
YKL103C
YKL093W
YKL098W
YKL096W-A
YKL096W
YKL095W
YKL081W
YKL090W
YKL089W
YKL082C
YKL063C
YKL080W
YKL214C
YKL091C
YKL051W
YKL068W
YKL068W-A
YKL213C
YKL064W
YKL071W
YKL067W
YKL065C
YKL059C
YKL052C
YKL046C
YKL045W
YKL044W
YKL040C
YKL043W
YKL038W
YKL041W
YKL033W-A
YKL208W
YKL031W
YKL029C
YKL024C
YKL027W
YKL021C
YKL022C
YKL023C-A
YKL023W
YKL210W
YKL033W
YKR005C
YKL016C
YKL018W
YKL017C
YKL015W
YKL011C
YKL008C
YKL013C
YKL006W
YKL005C
YKR002W
YKR003W
YKL222C
YKR010C
YKR013W
YKR012C
YKR014C
YKR017C
YKR018C
YKR019C
YKR021W
YKL207W
YKR026C
YKR023W
YKR034W
YKR027W
YKR035W-A
YKR036C
YKR031C
YKR038C
YKR040C
YKR039W
YKR041W
YKR042W
YKR045C
YKR046C
YKR049C
YKR051W
YKR052C
YKR058W
YKR053C
YKR054C
YKR056W
YKL206C
YKR055W
YKR059W
YKR062W
YKR071C
YKR067W
YKR069W
YKR068C
YKR070W
YKR075C
YKR074W
YKR080W
YKR082W
YKR084C
YKR085C
YKR083C
YKR086W
YKR076W
YKR087C
YKR089C
YKR095W-A
YKR093W
YKR096W
YKR092C
YKR097W
YKR101W
YKL202W
YKL201C
YKL219W
YKL196C
YKL197C
YKL193C
YKL188C
YKL191W
YKL194C
YKL192C
YKL189W
YKL186C
YKL185W
YKL184W
YKL183W
YLL022C
YLR434C
YLR433C
YLR438W
YLR438C-A
YLR439W
YLR440C
YLR443W
YLR447C
YLR455W
YLR442C
YLR450W
YLR453C
YLR449W
YLR452C
YLR459W
YLR456W
YLR457C
YLL020C
YLL018C
YLL017W
YLL018C-A
YLL016W
YLL014W
YLL013C
YLL010C
YLL012W
YLR126C
YLL008W
YLL007C
YLR220W
YLL015W
YLR178C
YLR201C
YLR293C
YLL001W
YLR345W
YLR251W
YLR131C
YLR030W
YLL031C
YLR001C
YLR006C
YLL052C
YLR007W
YLR014C
YLR015W
YLL004W
YLR019W
YLR022C
YLR026C
YLR025W
YLR031W
YLR027C
YLR024C
YLL061W
YLR028C
YLR040C
YLR035C
YLL057C
YLR035C-A
YLR036C
YLL060C
YLL059C
YLR039C
YLR043C
YLR051C
YLR047C
YLR050C
YLR049C
YLR052W
YLR054C
YLR048W
YLR055C
YLR056W
YLR057W
YLR058C
YLR059C
YLR063W
YLR064W
YLR067C
YLR065C
YLR068W
YLR070C
YLR071C
YLR072W
YLR073C
YLR077W
YLR087C
YLL055W
YLR112W
YLR089C
YLR093C
YLR090W
YLR094C
YLR092W
YLR098C
YLR095C
YLR100W
YLR082C
YLR103C
YLL053C
YLL056C
YLR107W
YLR079W
YLR113W
YLR117C
YLR116W
YLR118C
YLR120C
YLR119W
YLR121C
YLR104W
YLR146C
YLR133W
YLR141W
YLR140W
YLR146W-A
YLR151C
YLR152C
YLR142W
YLR154C
YLL045C
YLL043W
YLL050C
YLL038C
YLL042C
YLL040C
YLR437C
YLR165C
YLR168C
YLR172C
YLR173W
YLR174W
YLR167W
YLR177W
YLR175W
YLR180W
YLR179C
YLR181C
YLR183C
YLR189C
YLR188W
YLR202C
YLR204W
YLR208W
YLR196W
YLR207W
YLR200W
YLR194C
YLR215C
YLL032C
YLR182W
YLR353W
YLR225C
YLR227C
YLR227W-B
YLL006W
YLR234W
YLR237W
YLR233C
YLR244C
YLR245C
YLR250W
YLR246W
YLR247C
YLR287C-A
YLR254C
YLR407W
YLR010C
YLR136C
YLR203C
YLR262C-A
YLR263W
YLR259C
YLR260W
YLR264W
YLR261C
YLR252W
YLR257W
YLR262C
YLR265C
YLR267W
YLR268W
YLR008C
YLR270W
YLR278C
YLR271W
YLR273C
YLR276C
YLR275W
YLR281C
YLR283W
YLR280C
YLR286C
YLR287C
YLL051C
YLR288C
YLR291C
YLR295C
YLR321C
YLR297W
YLR299W
YLR298C
YLR300W
YLR301W
YLR306W
YLR310C
YLR253W
YLR312C
YLR313C
YLL054C
YLR316C
YLR320W
YLR096W
YLR317W
YLR324W
YLR347C
YLR326W
YLR328W
YLR329W
YLR330W
YLR336C
YLR344W
YLR342W
YLL029W
YLR343W
YLR350W
YLR348C
YLR351C
YLR352W
YLR354C
YLR381W
YLR231C
YLR359W
YLL028W
YLR360W
YLR361C-A
YLR370C
YLR355C
YLR364W
YLR363C
YLR369W
YLR362W
YLR371W
YLL024C
YLR375W
YLR376C
YLR373C
YLR061W
YLR016C
YLR382C
YLR053C
YLL026W
YLR384C
YLR389C
YLR397C
YLR393W
YLR398C
YLR394W
YLR396C
YLR290C
YLR390W-A
YLR399C
YLR395C
YLR403W
YLR392C
YLR292C
YLL025W
YLR411W
YLR413W
YLR414C
YLR420W
YLR421C
YLR419W
YLR418C
YLR426W
YLR424W
YLR410W-A
YLR427W
YLR408C
YLR430W
YLL023C
YLR199C
YML082W
YML078W
YML079W
YML076C
YML075C
YML071C
YML065W
YML070W
YML131W
YML069W
YML073C
YML067C
YML068W
YMR021C
YML061C
YML052W
YML056C
YML060W
YML057W
YML055W
YMR091C
YML054C
YML038C
YML053C
YML046W
YML049C
YML045W
YML035C
YML029W
YML032C
YML027W
YML026C
YML025C
YML024W
YML023C
YML022W
YML021C
YML020W
YMR001C
YML019W
YML018C
YML017W
YML126C
YML016C
YML037C
YML013W
YML014W
YML012C-A
YML011C
YML010W
YML009C
YMR011W
YML007W
YML006C
YML008C
YML002W
YML004C
YML058W
YML123C
YML121W
YMR005W
YMR006C
YMR007W
YMR002W
YMR009W
YMR008C
YML124C
YML003W
YMR023C
YMR016C
YMR035W
YMR022W
YMR019W
YMR143W
YMR018W
YMR230W
YMR024W
YMR041C
YMR175W
YML030W
YMR029C
YMR030W
YMR001C-A
YMR120C
YML009W-B
YMR089C
YMR031C
YML118W
YMR034C
YMR221C
YMR036C
YMR168C
YMR043W
YMR045C
YMR044W
YMR047C
YMR048W
YMR050C
YML116W-A
YMR027W
YMR067C
YMR053C
YMR057C
YMR052W
YMR054W
YMR055C
YMR064W
YMR058W
YMR059W
YMR060C
YMR061W
YMR063W
YMR062C
YMR279C
YML115C
YMR068W
YMR190C
YMR215W
YMR202W
YMR069W
YMR075W
YMR107W
YML113W
YMR119W-A
YML059C
YMR084W
YMR085W
YMR092C
YMR086W
YML111W
YML112W
YML114C
YMR098C
YMR108W
YMR100W
YMR110C
YMR106C
YMR109W
YMR112C
YMR111C
YMR113W
YML106W
YMR114C
YMR117C
YML110C
YMR115W
YMR116C
YMR118C
YMR122W-A
YMR136W
YMR147W
YMR123W
YMR124W
YMR153C-A
YMR167W
YML108W
YMR140W
YMR146C
YMR132C
YMR148W
YMR178W
YMR149W
YMR152W
YMR155W
YMR150C
YMR157C
YMR153W
YMR156C
YMR161W
YMR163C
YMR164C
YMR165C
YMR166C
YMR134W
YMR170C
YMR171C
YMR173W-A
YMR173W
YMR176W
YMR185W
YMR189W
YMR135C
YMR188C
YMR191W
YMR255W
YMR200W
YMR197C
YMR199W
YMR194C-A
YMR182C
YMR201C
YMR194C-B
YMR204C
YMR209C
YML101C
YMR208W
YMR222C
YMR223W
YMR227C
YMR233W
YMR234W
YMR219W
YMR241W
YMR243C
YMR237W
YMR246W
YMR244C-A
YMR251W-A
YML098W
YMR079W
YMR250W
YMR260C
YMR262W
YML099C
YMR263W
YMR267W
YMR271C
YMR270C
YMR266W
YMR275C
YMR277W
YMR281W
YMR283C
YMR284W
YMR289W
YMR290C
YMR291W
YMR293C
YMR295C
YMR296C
YMR297W
YML092C
YMR145C
YML096W
YMR261C
YMR313C
YML094W
YMR303C
YMR272C
YML091C
YMR306W
YMR307W
YMR308C
YMR312W
YMR310C
YMR316W
YMR318C
YMR319C
YML086C
YML087C
YMR304C-A
YML085C
YML109W
YNL286W
YNL283C
YNL282W
YNL294C
YNL260C
YNL232W
YNL265C
YNL268W
YNL261W
YNL253W
YNL250W
YNL262W
YNL246W
YNL245C
YNL233W
YNL242W
YNL241C
YNL240C
YNL238W
YNL239W
YNL236W
YNL331C
YNL199C
YNL329C
YNL227C
YNL222W
YNL220W
YNL116W
YNL215W
YNL216W
YNL219C
YNL208W
YNL211C
YNL202W
YNL191W
YNL200C
YNL038W
YNL204C
YNL068C
YNL201C
YNL190W
YNL326C
YNL205C
YNL181W
YNL179C
YNL180C
YNL005C
YNL175C
YNL166C
YNL165W
YNL327W
YNL163C
YNL322C
YNL323W
YNL168C
YNL161W
YNL152W
YNL157W
YNL162W-A
YNL138W-A
YNL138W
YNL008C
YNL135C
YNL136W
YNR048W
YNL133C
YNL131W
YNL129W
YNL132W
YNL130C
YNL004W
YNL230C
YNL197C
