bcmi_indep abs_spear_indep distance
0.00629937216985849 0.0552689423208057 0.017325812214659
0.0149549259147466 0.147474360506389 0.0280959953750421
0.00161385513012851 0.0179083088663438 0.034761829309978
0.0364459265871075 0.247402456562361 0.0673695760609732
0.00338387932320983 0.0155076115910644 0.037584277125225
0.0274441079361059 0.126646438281672 0.00596531976386646
0.0232831421605319 0.173501821414908 0.0360812062268669
0.0484432230371222 0.254328972764692 0.0614565283732367
0.0230870788333244 0.14476857559946 0.0198712559005902
0.0203340812367599 0.0905839525814428 0.00873857593845762
0.0161515335912317 0.0996265077375269 0.000149220543033973
0.0195814514321341 0.150923001160839 0.0262587680383365
0.0177248885558493 0.0905359726216902 0.00662165089384581
0.0233907765340658 0.152213168847904 0.0238633113536532
0.0411828692409177 0.212267046961879 0.0434579272517824
0.0128537694378153 0.00719749182444758 0.0501015135144328
0.0124389714667352 0.126215525875301 0.0180511826386947
0.0161684146730042 0.135110281485943 0.0200541698716512
0.0341775582734374 0.172067158096156 0.0263106448985437
0.00591593649623141 0.0231894879705824 0.0352883164303631
0.0289148375100473 0.196034062668473 0.0442910073134985
0.00616347212654288 0.0579901146231281 0.0156637108022347
0.040265052651634 0.245538300819134 0.0631688549872675
0.0107099466575367 0.0981257561923586 0.00346766375262524
0.0406774272652648 0.253233515256961 0.0672143927341472
0.0105690718873556 0.0295791936386539 0.0354717084754754
0.00813042877711949 0.0356856103981349 0.0299884088481119
0.0769462917462376 0.0932838094624562 0.053724816748208
0.0236570582896981 0.0121175333488797 0.0561765237539269
0.0117603951858625 0.020958767187353 0.04136233167121
0.0139781995665061 0.155879340265828 0.03368750744664
0.0121098473546094 0.0860898258252203 0.0045403908133395
0.00408899060834261 0.0718169803508981 0.00608087381048095
0.0434228652816981 0.204729573588644 0.0373225179202949
0.00934936933749629 0.151047130781618 0.0347383255306529
0.139719315405891 0.44394740622989 0.0944820212898002
0.0416838497324549 0.260842159675708 0.0707224114674786
0.0662033448523977 0.299847099770633 0.07279551704757
0.00496335313914541 0.0679987411744343 0.00897491721098724
0.0127032506993392 0.0780337775443206 0.00961807650606697
0.00169910543497471 0.0507854662446077 0.0160997732852684
-0.00408177468004928 0.000204076923407346 0.040168277913128
0.0583065521636368 0.283654766451815 0.0700594279577333
0.0389456888289706 0.054079655277883 0.044832509717985
0.0246482868959822 0.162560422301451 0.0287253354851082
0.0183876190922654 0.103983348321297 0.000495497733725299
0.065742597924295 0.340255175812107 0.0961971016476127
0.0260187782578482 0.157832474288664 0.0249052517250581
0.018118564513399 0.011263307130108 0.0521116356000497
0.0194715647318893 0.162017429021413 0.0326702442307349
0.00314366423899227 0.0108398700914802 0.0400463619785428
0.0150187516559164 0.0451534723649152 0.0302548888061352
0.0311228014694897 0.211664646062755 0.0513821729404457
0.0465604497937213 0.221488230211367 0.0442924434534685
0.0166617033408237 0.00782764561052316 0.0528718769481226
0.00604388889704558 0.0402663649909532 0.0256637338828091
0.048147947674534 0.0287456113070055 0.0668293686442312
0.00575246709193721 0.113815203031472 0.0164810047477722
0.0349182002678294 0.232465799545448 0.0601147559966354
0.0296371718662895 0.178145132963942 0.0335049743243465
0.00992734982331594 0.122648922633971 0.0180831491420758
0.0104027071652996 0.110694884702964 0.010881553185357
0.00451058556379126 0.0113973129346874 0.0408521032998486
0.0232673488765812 0.134446886757674 0.0138422143371596
0.00579416159432049 0.00402974928861663 0.0461047086471678
0.0205387350157701 0.038966847897148 0.0383161656532517
0.0229889794726326 0.158609207778038 0.027837724713328
0.0651606227735896 0.312173827596542 0.0806757234407926
0.197513216282142 0.416678371237366 0.0314495549025195
