bcmi_causal abs_spear_causal distance
0.0337234492931408 0.178622686395399 0.0266328057671806
0.066270936464019 0.344696760807385 0.0972351005080116
0.288978788084491 0.633006115951284 0.0849080683588244
0.0635735151534506 0.294848071932148 0.0703033844915752
0.013542993915244 0.0901145733419708 0.00869371729516394
0.0757466702415082 0.337244028101483 0.0851906240390488
0.0339787194985108 0.0357627498898829 0.0570314005834024
0.0336547640165675 0.216579431095458 0.0488624171477808
0.00496819689710812 0.0666991951651206 0.0154132299391904
0.0766992925338402 0.343950998937783 0.0883355882876141
0.0184724841283446 0.0176722557260533 0.0550144972647345
0.0212785764352032 0.14408204767631 0.0165550775993952
0.0088237918953269 0.116472776415136 0.0105346138692257
0.0237906844603461 0.0385605812929587 0.0471281434956221
0.032111958443054 0.240651940207569 0.0641774516178126
0.0745787388323086 0.343802751977196 0.0899700649588967
0.0191758012823046 0.124138674912304 0.00661105494381413
0.00662300810861938 0.0304748697261309 0.0379181124542403
0.0267874205565059 0.180984993144504 0.0336422460367268
0.00737399201804201 0.02695629689096 0.0405831320630107
0.0122038210190278 0.134966654217426 0.0185952163091772
0.0122659683786975 0.158135046752036 0.0320794673746113
0.0118251513411487 0.0420905007402333 0.035354559120971
0.0962918195022901 0.377160877977807 0.0918347342637493
0.0421856683862163 0.246760087801011 0.0595697466951498
0.0252374398768821 0.191301795996181 0.0409271889196643
0.0544893835760163 0.270655740280588 0.0635433705268841
0.0836111819869248 0.297359806615753 0.0555077669329754
0.0284537928253088 0.180452918084072 0.0319789556550751
0.031504304167572 0.214231597065873 0.0492361943910302
0.017859139876985 0.0766507876233424 0.0200621600727484
0.011764039225092 0.0913813878488181 0.00650982715030926
0.0168000479853465 0.133696354679719 0.0141227398008093
0.0114094641521299 0.106420291734596 0.00256349592261113
0.0464688169580756 0.267853069200104 0.068415725106544
0.0242059310450647 0.216563013242434 0.0565216741931615
0.0271904156113904 0.172726824651876 0.0284908469343372
0.017119219331829 0.122281906045119 0.00719551339322032
0.0137587392393585 0.122818276608706 0.0102362824974541
-0.00297488801858342 0.0198077416845751 0.0363598873654032
0.0166180481503115 0.0160481734542235 0.0544581715795034
0.0324778292273477 0.18434453973759 0.0309864107314018
0.0112484174410442 0.0951368038443896 0.00389747093736312
0.0287759530995679 0.175748577971365 0.0289692665517585
0.0195419158449998 0.158532768662621 0.0264065176790774
0.0158565771159525 0.0442800495309722 0.0373474315060933
-0.00290418076906397 0.0506656217903488 0.018390479252505
0.0240353455744055 0.194321222102371 0.0436667426907907
0.00289741082908638 0.00823685307131891 0.0478855254045768
0.0171468540491552 0.117315181316604 0.00427158481923586
0.00600350131667932 0.0758102699645 0.0109309239635929
0.0144549304737074 0.0828238656256389 0.0136930040344443
0.0596484056071654 0.294858295461217 0.0734950486864824
0.02070427928586 0.128941267423287 0.00817612953109137
0.0405700515012905 0.246865067119321 0.0609423389665675
0.0115107803872375 0.0418594003549382 0.0352344158351265
0.0236238838811961 0.00689271950770801 0.0654927418509887
0.0260049910231466 0.223117210051482 0.0588904051964686
0.0149687871863566 0.0723940829363013 0.0202030109181917
0.111963704034973 0.437688487633576 0.114474629861675
0.0091308904440936 0.065967373418961 0.0192192705532496
0.040122708760714 0.269883105465382 0.0747522665759484
0.0191391754990918 0.12926686887796 0.00963660918340341
0.0256232294066009 0.227007627574736 0.0614729842519972
0.0419776396359091 0.215878036794817 0.0416976709163254
0.0469110850707656 0.255932387993047 0.0610928562140479
0.0481575714245319 0.246820294314214 0.0547580112934233
0.222636965143959 0.53421225271318 0.0810381584739708
0.105282076984905 0.36897253637061 0.0797545456572043
0.0847166589604066 0.369061445181165 0.0964977599356406
0.0657092083140537 0.086418321823797 0.0531920896400126
0.0370765544956434 0.00809416363502751 0.0757093099865938
0.150358360344387 0.453133982312461 0.0923358831479058
0.0547927401120994 0.222371332400125 0.0350900013220865
0.17193026710001 0.47506480681183 0.0876394423129495
0.0513862760628247 0.217421974935033 0.0349633967660427
0.0854502682936653 0.343632795937329 0.0810472437011267
0.191382005436233 0.495003143069444 0.0834997822898333
0.138596821372599 0.419229159107324 0.0820749841515331
0.0850470507557486 0.364124314269524 0.0933453964449421
0.15010175765249 0.465734418209932 0.099905166900534
0.152670328216526 0.472014802743838 0.101489391058861
0.141871809373956 0.427641421539225 0.0843312837550118
0.0959605022710456 0.31524800689522 0.055934896863394
0.129188826236385 0.397434146607931 0.0769783083323277
0.055482697115997 0.299501861730115 0.0795887295012502
0.0675030461214272 0.0761763487211262 0.0606312368699594
0.272768220363245 0.376389087277712 0.0518476576991981
0.0548211393328363 0.0604845399341871 0.0595053284269382
0.135828701517688 0.135689209285173 0.0813189226311636
0.0302511668860386 0.0235611821423823 0.0611340560832038
0.365632018372728 0.458346534865655 0.0793391025818837
0.0563485863422046 0.15456110708107 0.00578665503742863
0.0112242587281585 0.0357509980416326 0.038570323320178
0.113477766293689 0.287425315122916 0.0254638847691717
0.410216754482251 0.586672584349412 0.0405583960222279
0.0422907002587176 0.0956227167186413 0.028808099285914
0.200199268140346 0.305022468247658 0.0346408539441969
0.200199268140346 0.305022468247658 0.0346408539441969
0.177318809227381 0.0716016399351574 0.152432236550332
0.0588001068006626 0.156421279931885 0.00668966434210354
0.365170660127543 0.677021835732943 0.0487827754720808
0.0174264842838956 0.0720847025056666 0.0223784597392876
0.0532937383877651 0.196178616191039 0.0210051550876251
0.0632014107184863 0.15622757705383 0.0103750031116336
0.0041555342785381 0.00996469417344497 0.0478972581403808
0.0745619235087693 0.293900595086966 0.0608314840280817
0.0393810000197989 0.127216246616437 0.00798997956280215
0.0501386987392855 0.255060748198149 0.0579640637881275
0.0101617927988448 0.0780590839065838 0.0129921409354982
0.00309009819624732 0.0553834421942451 0.0204994544107224
0.0110158073308315 0.114604267277877 0.0076639733295043
0.0523092115265799 0.209615475081436 0.0296538636650265
0.0871009632778975 0.362961541248762 0.0909991251833107
0.0327995646989171 0.188392188885709 0.0330898712860314
0.0408929374644254 0.249093796456344 0.0619822750961096
0.0961899550942979 0.34750962068241 0.0745955081387504
0.0198790855251059 0.00865128228931747 0.0614260631961835
0.0434617649731666 0.0354737586265079 0.0648968413944713
0.0409598005531511 0.21219562190252 0.0403725463447966
0.0213953225321171 0.138035380195389 0.0129279352539105
0.0308494874732529 0.130103542582498 0.000621077236960657
0.0288587038818647 0.0920991768461311 0.0199648506247504
0.0501722090705569 0.253983028455462 0.0573072755141035
0.044246254375244 0.0144011432383229 0.0778439112367884
0.0653798178786611 0.30917183822283 0.0772051244305983
0.0626253475866324 0.25344260553041 0.0468843687875842
0.0097762210111623 0.0259932126650467 0.0430954476881842
0.0662312046642444 0.261460052173807 0.048641482364196
0.0689622219269972 0.207264950906857 0.0147648240232988
0.0525939454250335 0.222474980228239 0.0369351336777836
0.0239370245003541 0.142464321822894 0.0134523762045801
0.0132831291697148 0.0367932075197055 0.0396324947649986
0.0339792741981774 0.0847389769197521 0.0284205391067254
0.0297736345666136 0.159209003587648 0.0184973130813274
0.0253750758209109 0.0535524083166823 0.0396560232817989
0.0268437510713457 0.0254894925566977 0.0572420388718576
0.0337986492264824 0.0782907435739418 0.0320409194330067
0.0326162577536979 0.191994518243286 0.0353430832719846
0.0234485457296384 0.0376274034946616 0.0473956083884162
0.126583121832587 0.3813731561133 0.069710512535616
0.0418075296807354 0.0633859844308504 0.0472482530569822
0.0201787327072064 0.0536585686089052 0.0353765572555881
