bcmi_causal abs_spear_causal distance
0.0226499282721378 0.171003158491573 0.0240930609732606
0.0540541515945398 0.272804881238427 0.0356016276412472
0.0563995843404856 0.311556571898103 0.048804643193575
0.00597581519852385 0.14309994050786 0.0283446543641649
0.0692192198308701 0.308232072442607 0.0357171171915061
0.0315813001587715 0.167505935812238 0.0145070228672406
0.0157682688905905 0.165274022476921 0.028140995207944
0.00680508729520505 0.0915389205062492 0.00715079368467639
0.00448678298076934 0.0690399896639311 0.000363476359505633
0.0571584638822558 0.309130191525139 0.0471463722324516
0.0980163055419572 0.387074562397353 0.040521145875545
0.0248177520256372 0.1496981575406 0.0136600194140724
0.00813625334195342 0.0179477352584844 0.0232339336406287
0.0164873825308211 0.131746335186123 0.014194481329079
0.0183358368125446 0.182335054734031 0.0325445382168079
0.0168912290688702 0.145500825738118 0.0192742947855022
0.0262171035809488 0.182344108867362 0.0253120930564391
0.045557559242055 0.289303862538434 0.0499407878193821
0.0188617710070968 0.128254241638586 0.0106306436651758
0.0147236108970127 0.00840949524792886 0.0330617804156477
0.00408669164715852 0.0585515056242204 0.00342553943829233
0.0169536025833831 0.137743482809935 0.0161429660212583
0.000364680942756562 0.0421489936834452 0.00650819617542517
0.0108272767091062 0.0174271573264385 0.0259109382611177
0.0185942965852046 0.178390740803284 0.0307441948547722
0.048881455968104 0.30737717468965 0.054051066031313
0.0130389050937251 0.0891615621288435 0.000485240056632488
0.012685883211215 0.0553392913158484 0.0125936501353723
0.0122043980318754 0.0920588153259338 0.00239954334920356
0.00411544217719567 0.0128261871656317 0.0215718585097029
4.64502552454498e-05 0.0268665312954092 0.0122721172820269
0.00998847730072921 0.0916384696601955 0.00426747464157021
0.00429565844087401 0.0551682585056491 0.00495810353110139
0.00636969393480743 0.0897018808503146 0.00682256392175007
0.0647249461076579 0.314172660678535 0.0421975703700719
0.0174771852120901 0.152943358071302 0.021685619769266
0.0017845949206299 0.0759319334338728 0.00557556159025423
0.0225915344525841 0.160089859610337 0.0198219775592926
0.0199900899340547 0.182059366794438 0.0309164686394439
0.040624869685525 0.240979046825071 0.0353195965969901
0.0517878985590794 0.260815703544426 0.0329313008515267
0.0245460557367898 0.13991106780153 0.0100310670758448
0.0294412280296588 0.128747853999622 0.00111292675332921
0.00400240957579617 0.0426555388666446 0.00964737403328538
0.0259238567008331 0.216813541806413 0.0392407983457553
0.0375434042207932 0.211105547540435 0.0263105842201312
0.0230122870116513 0.18734629754779 0.0302367892308109
0.0234498491687482 0.172965763462063 0.0241363655372676
0.0221351296529794 0.115007361461948 0.00237582982876464
0.0288641140242293 0.173571904111911 0.0194055626619629
0.0103649122074882 0.0764241679920108 0.00210722971461649
0.00237955704360339 0.0159899931217532 0.018724343417236
-0.00172737660481542 0.036459113578751 0.00684218626781678
0.0032670613530395 0.0297091933944702 0.0141025757667648
0.0277326964330173 0.199353131959605 0.0306608766204853
0.00774536083701085 0.0170264019338425 0.0232401470411757
0.0291824909428487 0.202634745852619 0.0306302060307894
0.0151318383700147 0.0766687569518985 0.0063869659100904
0.00276456012613687 0.0864984775335865 0.00886311083224632
0.0191779129976283 0.149641656043594 0.0188157385850369
0.0293475721739501 0.00858701183647314 0.0464181426135367
0.333572406011664 0.658295630258742 0.0682712947518158
0.00796854941827686 0.066214034872284 0.00395310311700305
0.00548364553205159 0.137758985987085 0.0266800294787936
0.118376609550614 0.102095183186016 0.0911032369699244
0.0435611620204862 0.2569056147008 0.0389350395025494
-0.000607988741687798 0.0793868957722095 0.00914139054457292
0.0208063062607099 0.141670244226447 0.0141617682667791
0.168730781801724 0.467521416990855 0.00747530457777053
0.0822746989643471 0.379795328653056 0.0520894006791107
0.00857571636122876 0.0969982387163471 0.00768853061067982
0.00946590067746152 0.118670360459752 0.0154594027969184
0.0132938375300176 0.104030938367252 0.00614358041814519
0.0644210742661758 0.0236565405445547 0.072648484632076
0.0669992787103475 0.31450461855162 0.0402409832363004
0.0748208084032743 0.0811062379534509 0.0594307681808007
0.300866421824532 0.63128300554341 0.0489474258172465
0.00396993342379244 0.0533990090679461 0.00536015941950221
0.00404323401272552 0.0545193480750756 0.00498349361857907
0.0207398813795387 0.0679871514206427 0.0149762088096964
0.0103450543337045 0.0638946252638362 0.00705417549819216
0.00940100466457103 0.0989528663238377 0.0077053833285842
0.0195656567755907 0.171262231749157 0.0270274903196698
0.0152481756483294 0.15930338887527 0.0262524800607972
0.124631612159746 0.469710190043827 0.0488314687023792
0.0064543614437754 0.0113037728538859 0.0243225909187666
0.0363057283852531 0.240907968404965 0.0392569661068591
0.0037447585719952 0.0636609776799057 0.00108683053468666
0.0048182312454081 0.030013988867561 0.0154059688549819
0.0421153421451427 0.268092181682926 0.0446954777594792
0.018247280975938 0.196256826767325 0.0381427313330932
0.0247852311083889 0.217869575626171 0.0407046880915255
0.0273814603107698 0.212800164058117 0.0363121157440788
0.019939525993227 0.16713774982765 0.0250497894508586
0.0308643061848539 0.207274908137886 0.0309248724614351
0.0299178629569494 0.203401151609344 0.0302587478779971
0.0190900690839167 0.0897814923858502 0.00482485496476512
0.0277975921383959 0.0804172144639247 0.0165303535206354
0.0357246631938857 0.1840594966321 0.0172626803835118
0.118415167525675 0.426467244015481 0.037402763891253
0.0716589814236087 0.314809599275521 0.0360836240903016
0.0206513648957425 0.0657262115990557 0.0157908990550234
0.0577441374570667 0.248201512774323 0.0224639729241295
0.0329867307586424 0.110225123383697 0.00948245260633076
0.0167220675517163 0.0215669571742851 0.0296826165977681
0.0202458851795369 0.157617108644031 0.0209956942353899
0.0562323030905064 0.266328860271138 0.0310354973931583
0.0246908686998164 0.0142746748260695 0.0398887863167128
0.0381873795403717 0.155387325693026 0.00363944397253765
0.0976454224027237 0.373660099706849 0.0355458131563401
0.107961772244134 0.40294752331998 0.0376800072536984
0.0234850905287798 0.142809038845509 0.0121535730152717
0.119560216612507 0.42586771450391 0.0361138789982505
0.048144143798046 0.270970504562884 0.0403008648370204
0.188542240441043 0.536339383559174 0.0165568187928182
0.0712695574222306 0.353757898935332 0.0518755073847588
0.0722116133557328 0.342891260101828 0.0467043706560718
0.0255314960674537 0.178483655662603 0.024411759001493
0.0621987565156386 0.296016333008152 0.0373219955390873
0.0326123801574815 0.233494404667172 0.0397101128538346
0.08283913546338 0.350619402871107 0.0400094065143535
0.021779058265658 0.173959668791466 0.0260642324684667
0.0968107220731683 0.386973774378616 0.0415880890499902
0.128617142527376 0.41155535271621 0.0221267678341976
0.0347990440688011 0.203021213776505 0.0256266246862082
0.0960272209167574 0.396253844229286 0.0459849299191704
0.137123649027571 0.457657135554953 0.0325857896709285
0.0634750007971847 0.222735709164935 0.00711076212099213
0.146911126049565 0.461137998272143 0.0249789945142212
0.107913361899711 0.39395616685647 0.034161380553758
0.0379218249616805 0.101143005601533 0.0176125545942312
0.0445757966636206 0.252823439432995 0.0363857973958636
0.136240400392082 0.442242982997461 0.0272884430256235
0.105579717056712 0.399335491451237 0.0384356777448559
0.0377992093676814 0.211250957847996 0.0261333445139525
0.102295653585392 0.38393402857422 0.0353476215837524
0.116591778119126 0.4285243732117 0.0398920680647962
0.121365520514787 0.414083250532975 0.0297864541925357
0.131213442121723 0.434704895980918 0.0289166723237143
0.0510282727699665 0.258924744324648 0.0328793917222074
0.107890103235394 0.399657468936942 0.0364420337109139
0.108538466994869 0.391513762288453 0.0326195819906938
0.046144757761247 0.27234891110297 0.0426827942951154
0.129039406048028 0.426082813850504 0.0274959830688908
0.0924601635754104 0.374461263146772 0.040624041738195
0.0198577786698762 0.106980050522585 0.00128569170327461
0.116153175236045 0.426212547308281 0.0393786378787809
0.0489798310397819 0.276636157440634 0.0417787663906126
0.047986110858501 0.236195685663786 0.0266654757777442
0.0828005730133959 0.348291668554392 0.0391223827697184
0.0640185118839436 0.32426397856009 0.0468451331946353
0.16568994069373 0.470180159770256 0.0113207945798308
0.0706084002240044 0.268941915569558 0.0188718564665272
0.107582362788816 0.395841962209923 0.0352125795799291
0.0270369171482583 0.0318473466636497 0.0350791081376291
0.147595059527255 0.490852830238138 0.0361263783398649
0.058026356628847 0.252215920980248 0.023795679134626
0.0398570688785855 0.177485350626466 0.0108634045745191
0.0227961689627256 0.0382300128009467 0.0286562389453204
0.0232221289279721 0.133909022609433 0.00886812850609099
0.0202151499768117 0.0806837093320779 0.00946307449659003
0.029267592502372 0.0457593235603728 0.0316141540118484
0.0649332573714555 0.17381736143497 0.0136133565368789
0.109253978372152 0.319243322689555 0.00332348812746519
0.0214418171784252 0.14000720139367 0.0129192594452535
0.0224172106190382 0.106778972037004 0.00114388430033585
0.0187049698531524 0.0275746988287853 0.0291224462889158
0.128245408919051 0.345653257051372 0.0036474605608433
0.0618628029093627 0.234941618728292 0.0134278998374766
0.02938575127841 0.129387999751254 0.00141753712501317
0.120501045164878 0.360851302960992 0.00948552379889008
0.13766667689316 0.399454295111232 0.00902273353153617
0.0534794604499026 0.255598450251931 0.0293107449787254
0.0320380475160637 0.184988691537985 0.0210156946656631
0.0635302288679067 0.168589954082461 0.0143966977383722
0.0207419806156655 0.0755968841878974 0.0119625690678111
0.104882431962181 0.318900863411185 0.00720143020606703
0.115423095379738 0.303675724570624 0.00850965909269339
0.228908302845902 0.520914197000319 0.0266171599136082
0.0126758163268511 0.115973514240089 0.0114435807226432
0.0126758163268511 0.115973514240089 0.0114435807226432
0.0774761163455607 0.336760095095261 0.0394412250112361
0.0378172627826449 0.205684610982504 0.0239109501932856
0.0293422326979389 0.112988023430939 0.00504145141462999
0.0450260457440492 0.223654599494522 0.024413450169145
0.0689072568037899 0.329852810242628 0.0445713554713527
0.124786494998282 0.342541298165659 0.00170492523551395
0.0672273418786352 0.287034076990677 0.0291456294321423
0.06093802542783 0.333573977994728 0.0533627672501988
0.0531811568766529 0.257739347548732 0.0304330164293357
0.0198246931950444 0.0852891602468481 0.0072795468071263
0.0104549135849597 0.0575275433509183 0.00967817299024904
0.0952473844347124 0.400891714035781 0.0485388059547862
0.345015056811412 0.68359679221087 0.0687508586152889
0.0532906322413578 0.267496391922078 0.0341990024736991
0.00843552688425883 0.0880195256206096 0.00425917943576627
0.0118932160685674 0.0125923659090669 0.0288055297724926
0.054760695645237 0.225376737335644 0.0161582138314709
0.059801625447213 0.228784530186521 0.0128804135226512
0.0104499101665515 0.0278707990919885 0.0214258844974159
0.0352197069634077 0.177977469402847 0.0153161246744892
0.0375650318933074 0.184470927102614 0.0157360220546827
0.00667192152442198 0.0335280462142417 0.0157153564084068
0.00899808674937223 0.0616418133215316 0.00671022223491489
-0.00595892769877713 0.0656619295680358 0.0086153544388502
0.0499376844037334 0.229137826637267 0.0220768042798802
