"mi_indep","bcmi_indep","zvalue_indep","cor_indep","spear_indep"
0.0543765563011895,0.00629937216985849,0.711648777200095,0.0209282537531635,0.0552689423208057
0.0358531663302228,0.0149549259147466,1.95488936584736,-0.155469126054067,-0.147474360506389
0.0406605180112045,0.00161385513012851,0.222925079249999,0.00871427046343763,0.0179083088663438
0.0613771785617629,0.0364459265871075,3.70051650947309,0.259372245021393,0.247402456562361
0.0285504766216595,0.00338387932320983,0.573597869364152,0.00108893414257245,-0.0155076115910644
0.0485672299420665,0.0274441079361059,3.25781580379859,0.126031714045945,0.126646438281672
0.0547004892226584,0.0232831421605319,2.62315085841228,0.194224224603569,0.173501821414908
0.0750432315049387,0.0484432230371222,4.53671464241775,0.280436062541526,0.254328972764692
0.0486775265431083,0.0230870788333244,2.53786251505712,0.160379434866326,0.14476857559946
0.047174751629373,0.0203340812367599,2.47296151723726,0.120051097469831,0.0905839525814428
0.050057157501791,0.0161515335912317,1.87851713967292,0.169261566318931,0.0996265077375269
0.0438981747641254,0.0195814514321341,2.41947908107255,0.148420594262033,0.150923001160839
0.0400686285392213,0.0177248885558493,2.38215587113813,0.0835099732979756,0.0905359726216902
0.0487745865752665,0.0233907765340658,2.77048020919571,0.155809492715803,0.152213168847904
0.0627218681989188,0.0411828692409177,4.25145194263379,0.227949215140399,0.212267046961879
0.0462628990594647,0.0128537694378153,1.38196939768843,0.0340887401961803,-0.00719749182444758
0.0413287550599595,0.0124389714667352,1.71074836318753,0.156784846157002,0.126215525875301
0.0367547153613037,0.0161684146730042,2.09134803002654,0.137072633553307,0.135110281485943
0.0651703417510374,0.0341775582734374,3.561026845088,0.230515857534942,0.172067158096156
0.021176921465738,0.00591593649623141,1.04094121722123,0.0399208343605504,0.0231894879705824
0.0487493231430252,0.0289148375100473,3.27763933566731,0.194333634968972,0.196034062668473
0.0303918823334914,0.00616347212654288,0.974227331870119,0.0725273210141398,0.0579901146231281
0.0680165794908607,0.040265052651634,3.75508533636416,0.257177833950211,0.245538300819134
0.0310641469408237,0.0107099466575367,1.45554807465389,-0.109692392989593,-0.0981257561923586
0.0620748071652422,0.0406774272652648,3.99077361300844,0.255819580995387,0.253233515256961
0.0402682914398698,0.0105690718873556,1.32928883123439,0.0238281685546545,0.0295791936386539
0.0280053579151271,0.00813042877711949,1.31560514747756,0.024137717243345,0.0356856103981349
0.0994405549674484,0.0769462917462376,6.48410722213741,-0.0604750734615741,-0.0932838094624562
0.0732136430682546,0.0236570582896981,2.52162205707938,0.0575597509703755,0.0121175333488797
0.0328804706975703,0.0117603951858625,1.66668227037092,0.0039176669000061,0.020958767187353
0.0400507056713817,0.0139781995665061,1.71829105079859,0.154585646900827,0.155879340265828
0.0363483071182982,0.0121098473546094,1.66037653547731,0.0644620744256722,0.0860898258252203
0.0238632258799782,0.00408899060834261,0.691796022063273,-0.0804040080146022,-0.0718169803508981
0.0663213997386327,0.0434228652816981,4.09820504283838,0.239446447525577,0.204729573588644
0.0368241944317953,0.00934936933749629,1.23076515038145,0.16288797215426,0.151047130781618
0.16256351461622,0.139719315405891,8.20023087428026,0.447964699868452,0.44394740622989
0.0640332360233407,0.0416838497324549,4.04332866155336,0.283463050536637,0.260842159675708
0.0922318091867682,0.0662033448523977,5.52359332387368,0.331642528502024,0.299847099770633
0.0222109068436653,0.00496335313914541,0.936313160963019,0.0672962005073208,0.0679987411744343
