bcmi_indep abs_spear_indep distance
0.0160341015150188 0.0141796295824378 0.025809837151964
0.0227725023472318 0.167112011543256 0.0218448397202189
0.0267494326528469 0.194981641239507 0.0279570272807235
0.00957277184394222 0.108465449097228 0.0135031571734779
0.0105733879305851 0.0775018298438198 0.00164188506837133
0.00863162927576255 0.103755933540022 0.0127220951378298
-0.000805088992310627 0.0563084193494332 0.00481081669158531
0.0224438138091972 0.188603617950632 0.0297353528781672
0.0127421133819765 0.0830356420358309 0.00156515461165184
0.0249328959171372 0.146041619164789 0.0123890442698145
0.00461618572007575 0.0538717459783467 0.00112153491557547
0.010497749597242 0.106938843485909 0.0120990304408401
0.0320076294921182 0.238141201247067 0.0382651549496584
0.0304441510779308 0.151019933647096 0.00898875711596087
0.0254159577270709 0.128631447021979 0.00579415391683648
0.0196238445862176 0.147488474302465 0.0178671487564427
-0.0022282314552775 0.0536363153553713 0.00519962276845786
0.00344753464055739 0.0562850082783377 0.000823435941135347
0.0157112067586873 0.094373477882379 0.00278738644391628
0.016422504795528 0.100028119915119 0.00411698330704326
0.02821687754547 0.174136733831162 0.0192291729343717
0.0117263692867094 0.0518258360342998 0.00849630042606506
0.0124644346478312 0.00273983632141539 0.026506094773661
0.034839772743957 0.224124187141155 0.0306694825455198
0.0291904660624483 0.255918795214874 0.0471736704035617
0.0182379300109728 0.172897359600524 0.0281290417152199
0.0338615011380371 0.176859272358207 0.0149081809330997
0.00240383126325122 0.00747881833556478 0.0154204559569152
0.0244488180250037 0.116304418163504 0.00234970132279854
0.0328749585915823 0.23125471079784 0.0350238210397497
0.0124443671527349 0.153073126263606 0.0265553391537909
0.0032662923482614 0.0343392479324244 0.00675018289436235
0.0376328607183097 0.168491088040876 0.00842679467424927
0.0155015403923317 0.102889052375302 0.00598815033754045
0.0311373645978476 0.184567662759885 0.0201768976650583
0.0131514648377513 0.0941496949040733 0.00510354302072787
0.0114698379947861 0.024295018491099 0.0179700690195464
0.030154475261855 0.204321002927507 0.0280662183922648
0.00818021513720459 0.0188983961019617 0.0167961253246707
0.00665150356012735 0.124428627164255 0.0218688949357329
0.00661287227218424 0.0327458709823282 0.0104437281355071
0.00323234163855273 0.0515231941018736 0.000655339681335854
0.00563544471872775 0.0359043162431395 0.00841475676958915
0.0169022796198161 0.0229604485005469 0.0235240100924243
0.0142702472142195 0.0895307438365348 0.0024269921940904
0.0148842977811866 0.168739162031624 0.0297998361476024
0.0266910114830815 0.203615012091147 0.0310578356863138
0.0068261327923283 0.0709075262344382 0.00282144655109716
0.0682996639800549 0.306179620829337 0.0283134552863911
0.0107208103448073 0.106001219668176 0.0115594902959033
0.00763724116407787 0.1173301403195 0.0184419683607857
0.00942052232940843 0.1067897050058 0.0130543558613267
0.00833085120613922 0.0991637572906289 0.0113832542521029
0.00802492321751095 0.0362679404265351 0.0105222595449448
0.0185783238902714 0.11327026461793 0.00677208894285487
0.0246814417901539 0.167951649260751 0.0203549242633861
0.0164797432377588 0.0976223718511024 0.00321459700734956
0.023898521982531 0.0836063418901184 0.00867237892405754
0.0337997165420776 0.186051012307103 0.0182091479069165
0.014166277086969 0.161648745175273 0.0279699397791658
0.0174763303334949 0.101696523443206 0.00371960252842812
0.106077180685404 0.404221192106792 0.0275579349083028
0.0146805749362237 0.169426129925447 0.0302328422198972
0.0114588557266637 0.0237334190828457 0.0181579442846876
0.00995265074301868 0.0957075036986771 0.00864627619406714
0.00833561707100345 0.108242036620542 0.014581918154646
0.00457271232996351 0.0611556457274164 0.0014891481241958
0.0711902290264031 0.333582974237181 0.03527762163909
0.001611298164672 0.0926647304695795 0.0153775702328617
0.00815589085140926 0.0360378241861674 0.0107259969045911
0.0157671933203594 0.19085084921229 0.0367754724261546
0.0283490274666597 0.18566873568279 0.0231744014507994
0.266007233260496 0.626465488764058 0.0436710949052509
0.00941493207632781 0.0382192335194483 0.0111343893778486
0.0115006371519876 0.103181482356834 0.00983491878112316
0.00569956327790099 0.101915432009578 0.0148161972984523
0.0143900998467927 0.123593180746332 0.0143332247944663
0.00676697550731999 0.0719447339406449 0.00324276107133525
0.01773915863137 0.106295444266929 0.00509633219890622
0.0166386909788121 0.116862254664682 0.00985435165124632
0.00424179284373638 0.0433158885347266 0.00449568339939426
0.0940353342306976 0.381544513112417 0.0308242249633857
0.0658494722476155 0.34469563772435 0.0441958157879603
0.00233308622703526 0.085736320967313 0.0122576265822272
0.0131791583943658 0.119042054631552 0.0138604949458561
0.0255648702795435 0.135049727627471 0.00791940447677551
0.0292315974815434 0.167313147610057 0.0158721222114511
0.0320230900690794 0.205230179167752 0.0266385696709287
0.0147953169583631 0.137443932250398 0.0188410812687059
0.0208668965523272 0.0940175763421192 0.00216229455557684
0.0131769769656858 0.128468819967277 0.0171886169549689
0.0103819257523132 0.0667584175333964 0.00196960479979433
0.0248761637278964 0.186071795132334 0.0265661245171945
-0.00189926394560082 0.0747890401406433 0.0123552074779828
0.0109219485298364 0.102088097342539 0.0099906065173281
0.0189858703613231 0.129492770662404 0.0121146008946441
0.0402590063054317 0.26375203308422 0.0395808225180667
0.0283565665035658 0.147856613974351 0.00982595493042411
0.0150130198342925 0.148323712313226 0.0224761332267924
0.0284198491591664 0.095847796452616 0.00858372340574433
0.0146894920473682 0.101478251676494 0.00625019454357785
0.0333853407696358 0.229728417797263 0.0340077358956146
0.015748727879377 0.0663638333084036 0.0071304692173135
0.0167027736988126 0.0864961734766389 0.000919787672888038
0.0975925452260317 0.342587796118933 0.0137505481355408
0.163113799268166 0.451209342179816 0.00923142767722142
0.00761207173506104 0.0613182148912405 0.00129737813262824
0.0133515730473682 0.0610187801134599 0.00677340003670337
0.114295406668207 0.382207398400959 0.0121010464626764
0.013402908901718 0.0812752614806497 0.000325735817042288
0.0693535017643881 0.328464239641003 0.0351901594080496
0.0175499266836013 0.186739253800244 0.0336566841287714
0.00909055398748578 0.051961566987046 0.00598211440659438
0.0256933314307004 0.133973744611126 0.0074195620592598
0.0104985959039768 0.046846780548753 0.00910426879326158
0.0223716890465691 0.12493753429528 0.00733929655485237
0.0747557007406831 0.298736690778507 0.019646515012183
0.0605922348554444 0.318779188363637 0.0399707416098152
0.0462840378750052 0.209225622322019 0.0147045271531825
0.0570416209217298 0.275247841558873 0.0279336735404266
0.00647821424916439 0.0660347236665192 0.00142769991430253
0.0247954190840443 0.166955949314128 0.0198969607646216
0.0924143316752011 0.353986614216451 0.0226176178579462
0.00914165737548716 0.0432525559141072 0.00910276408823301
0.19207250416502 0.503330178550635 0.017937693699072
0.0632570675039429 0.302470691208864 0.0317231068642666
0.0263500489613619 0.0935837884144908 0.00744585869586408
0.103328505926022 0.407586261489646 0.0313171415067843
0.0509947221758418 0.260771856993368 0.028484056451184
0.0367901510981454 0.204035137771548 0.0217564463238643
0.0820147005775916 0.319162900681726 0.0200614263049373
0.0218587314471461 0.0687242528148832 0.0120146785698069
0.0266161853329978 0.00162195188751645 0.0401421175714416
0.179783628749308 0.486242227035218 0.0124683704730129
0.0424394034124515 0.258314227124417 0.0356220139813938
0.0119384538078678 0.0516593187125907 0.00875349787973935
0.117750696751492 0.3944440364424 0.013185478568199
0.0120778882429193 0.0451037672569958 0.0111969844759521
0.0675286436796652 0.326750299148218 0.0362929175936524
0.085453077564742 0.33430378513833 0.0221863998850594
0.0121383268020897 0.130473812638697 0.0188678964701504
0.0437690582014742 0.227563912600381 0.0235281260639142
0.0287710438081313 0.0736842969360685 0.0167323617764421
0.112294778236512 0.370055176837934 0.00968529274964183
0.12013551490287 0.41742314896204 0.0190618437638372
