"mi_causal","bcmi_causal","zvalue_causal","cor_causal","spear_causal"
0.0519701833620188,0.0226499282721378,2.66212800901435,0.168013348277673,0.171003158491573
0.0758103970954958,0.0540541515945398,4.97375029456219,0.294818854420489,0.272804881238427
0.0793102194544799,0.0563995843404856,4.63717421117746,0.333348325742104,0.311556571898103
0.0369763339778952,0.00597581519852385,0.748929492332241,-0.147023808492254,-0.14309994050786
0.114267611517139,0.0692192198308701,5.43376559007166,0.209937184268139,0.308232072442607
0.0518761867468527,0.0315813001587715,3.81900790193491,-0.14835084979714,-0.167505935812238
0.040580788658918,0.0157682688905905,1.92904570974804,0.15753981886464,0.165274022476921
0.0318024326770026,0.00680508729520505,1.03184086878089,-0.0895836392754469,-0.0915389205062492
0.0277732982700867,0.00448678298076934,0.775567847501361,0.0632936729958847,0.0690399896639311
0.0788376938299953,0.0571584638822558,5.38662040454288,0.299932256798182,0.309130191525139
0.116113175172694,0.0980163055419572,7.22176693033754,0.40279505396014,0.387074562397353
0.0474464771419081,0.0248177520256372,2.89674399674478,-0.163769717765537,-0.1496981575406
0.0317121161764442,0.00813625334195342,1.32430980031799,0.0302027225377011,0.0179477352584844
0.0358163891648404,0.0164873825308211,2.37698403169128,0.130188732350494,0.131746335186123
0.0459836099936588,0.0183358368125446,2.19075001849931,0.169863021659065,0.182335054734031
0.0383699820544612,0.0168912290688702,2.09222688847678,0.156165191179522,0.145500825738118
0.0527475240241948,0.0262171035809488,2.7687677412752,0.203865214859858,0.182344108867362
0.0660150198977822,0.045557559242055,4.3658558855341,0.289791778636803,0.289303862538434
0.0430990817981982,0.0188617710070968,2.27596906853977,0.147546258183413,0.128254241638586
0.0370928236413173,0.0147236108970127,2.13081239991538,-0.00337113237021173,0.00840949524792886
0.026624274634508,0.00408669164715852,0.685545274685599,0.0511688814108157,0.0585515056242204
0.0392774015508417,0.0169536025833831,2.06135741653137,0.162331945652932,0.137743482809935
0.0239257154496304,0.000364680942756562,0.0673388646560241,0.0474860298912511,0.0421489936834452
0.0380172485804371,0.0108272767091062,1.44151595739472,0.0289006438518978,0.0174271573264385
0.0419063227286873,0.0185942965852046,2.23496500550042,0.169690583066424,0.178390740803284
0.0712086530685925,0.048881455968104,4.47971849555195,0.305852486867269,0.30737717468965
0.0385890842156682,0.0130389050937251,1.66280610355758,0.0899220019435048,0.0891615621288435
0.0342529113479575,0.012685883211215,1.74458840125422,0.0665586603598114,0.0553392913158484
0.0424035977921973,0.0122043980318754,1.59590755453667,0.0860351172952212,0.0920588153259338
0.0297141398942422,0.00411544217719567,0.633504380065844,0.0118945359154663,0.0128261871656317
0.0257468423630485,4.64502552454498e-05,0.00721446959723156,-0.0170527649533197,-0.0268665312954092
0.0309625187923874,0.00998847730072921,1.4455343246748,0.091178869240375,0.0916384696601955
0.0237917592722159,0.00429565844087401,0.858529966540681,0.0546117697486585,0.0551682585056491
0.0343522020789422,0.00636969393480743,0.94794195481779,-0.0918029378347182,-0.0897018808503146
0.0929716647382559,0.0647249461076579,5.64966403038688,0.276094387411546,0.314172660678535
0.0402765151371378,0.0174771852120901,2.07378268077364,-0.185382174150302,-0.152943358071302
0.0216901147029196,0.0017845949206299,0.341724602221289,-0.0690856410510827,-0.0759319334338728
0.0450696175717171,0.0225915344525841,2.67037364461599,0.168793937036273,0.160089859610337
0.04226403063885,0.0199900899340547,2.4929393726578,0.17593300380184,0.182059366794438
0.06512492320328,0.040624869685525,3.78726302215988,0.249149947781211,0.240979046825071
0.0817035348952997,0.0517878985590794,4.41246909257047,0.275544523933549,0.260815703544426
0.0527441645569127,0.0245460557367898,2.90217308138694,0.124484244575819,0.13991106780153
0.0534033058534211,0.0294412280296588,3.30770688807323,0.115181434993125,0.128747853999622
0.0288746180900965,0.00400240957579617,0.575054185879055,-0.0724061886928605,-0.0426555388666446
