"p_cit","p_TL","p_TG","p_GL","p_Lind","p_res"
-1,-1,-1,-1,-1,"394517780"
0.940638942091175,0.565954881932371,0.940638942091175,8.11609671488592e-34,0.411159145489199," "
0.854412500987178,0.854412500987178,0.297148853694515,3.19336936217047e-25,0.486985313441435," "
0.952632002458698,0.37932326105916,0.952632002458698,1.42802926473426e-26,0.56794268065113," "
0.949576766157546,0.274194412086496,0.949576766157546,1.94669779839112e-28,0.502180751295834," "
0.985659154399764,0.175090212335126,0.985659154399764,4.86015764283806e-39,0.538893713491275," "
0.193736942849623,0.193736942849623,0.000245435366884093,2.05773079845476e-25,0.0588217872069207," "
0.0181030117980795,0.0151778958096074,0.0181030117980795,1.64735218599878e-27,0.00944991839972979,"causal"
0.160277241444723,0.160277241444723,0.00107757665066985,6.57499452702555e-28,0.00441540384874033," "
0.0484046496019169,0.0484046496019169,0.0148435064746617,2.13736666291329e-22,0.00137824431627169,"causal"
0.872959212086006,0.872959212086006,0.242667966612072,6.12883912582651e-29,0.644416554716485," "
0.000936481189059339,0.000936481189059339,1.04919037494372e-08,4.32345780714846e-28,3.13192738330767e-07,"causal"
0.00601169194758064,0.00601169194758064,1.76126738886215e-07,5.26920999917999e-28,6.31503419933791e-12,"causal"
0.000726461009087188,0.000107207267841985,0.000171391749974322,9.24745584264431e-32,0.000726461009087188,"causal"
0.450255023224215,0.250039557613719,0.000141515189460468,4.96588659491717e-33,0.450255023224215," "
0.287106098318715,0.287106098318715,0.0530258452315796,4.26633423294326e-26,0.0431387556021857," "
5.98720829672945e-06,2.33941657490698e-06,5.44964326341813e-07,4.89276815962496e-29,5.98720829672945e-06,"causal"
0.00203345182044284,0.00203345182044284,0.000126433808613945,6.07844040364339e-33,8.20036406423117e-05,"causal"
0.0095195722482195,0.0095195722482195,0.00373386717849625,6.69656487060773e-34,0.000320796371743511,"causal"
0.937257981400415,0.440276735509983,3.11839360769166e-07,1.47932172888846e-19,0.937257981400415," "
0.335033469461324,0.335033469461324,0.0194350870890719,9.00146993261622e-30,0.128138730099807," "
0.0154123349945199,0.0154123349945199,1.34491223514936e-09,6.82185290148914e-25,5.65374789256695e-05,"causal"
0.324415200203482,0.0550999952827594,0.324415200203482,6.5112295893102e-26,0.295548698680789," "
0.795633940323863,0.407938638741331,0.532667402705186,3.26942939611137e-26,0.795633940323863," "
0.957860274051955,0.475724412352185,0.0220380501754271,5.89243278069775e-30,0.957860274051955," "
0.508194148236582,0.356743390151145,0.508194148236582,5.89036308882884e-20,0.279634558969018," "
0.932973561239652,0.932973561239652,0.518295757766733,2.16123448885291e-73,0.447184348355333," "
0.886805050012666,0.754762485431789,0.0542177398025797,4.61611793618788e-67,0.886805050012666," "
0.857048226874126,0.153044854019667,0.303667133079438,1.77021319501102e-79,0.857048226874126," "
0.83292161473375,0.326545850308647,0.471218654068359,1.31479971038994e-76,0.83292161473375," "
0.334564357376755,0.334564357376755,0.136998639390253,3.65297619841277e-77,0.282971101123342," "
0.838840360330553,0.0239009184199536,0.26350037702227,9.64914738829926e-76,0.838840360330553," "
0.99945708588251,0.0544215361700212,0.00124013243261442,1.13616782781715e-82,0.99945708588251," "
0.99954561937045,0.0950244504631671,0.00115579132420431,5.22408162838181e-80,0.99954561937045," "
0.8775043941994,0.151537367675754,0.277449138479564,9.29492902648221e-80,0.8775043941994," "
0.939098707950189,0.48040117186882,0.056038137381343,1.65536867311139e-75,0.939098707950189," "
0.0309587522534171,3.95218782577702e-29,0.0309587522534171,2.25252531658369e-62,0.0113679108848309,"causal"
0.000103576876419108,2.95642813422733e-13,0.000103576876419108,2.37537826931103e-60,1.30873782479098e-05,"causal"
0.247581106345265,2.65061725311194e-09,0.247581106345265,6.82320577017648e-78,0.121166441365908," "
0.0140904282650256,9.59203692335904e-12,0.0140904282650256,9.83341217069966e-66,0.00457746597289329,"causal"
0.0590895860248279,2.84613944036001e-06,0.0583108744797632,6.69803248171284e-73,0.0590895860248279," "
2.91194143974802e-07,1.42268160830578e-22,1.30078912240236e-09,2.91578776855387e-57,2.91194143974802e-07,"causal"
0.00219037252478251,1.77928122776712e-19,0.00118781247344268,7.40819502908963e-69,0.00219037252478251,"causal"
0.0004385775995871,2.14377089746365e-13,3.67317604125786e-05,1.18776738703151e-62,0.0004385775995871,"causal"
0.000126518500348752,1.66056936130437e-11,3.33487978334966e-05,1.26541119368442e-60,0.000126518500348752,"causal"
1.48649698158382e-05,4.38530729628744e-06,1.48649698158382e-05,1.45353962624282e-60,1.28356917375895e-05,"causal"
1.68800305039599e-14,1.70692339320282e-16,1.68800305039599e-14,4.60625481906142e-64,7.06040391817727e-20,"causal"
1.59112684138018e-09,1.97056629536257e-11,8.26660757718371e-14,5.33335550818617e-77,1.59112684138018e-09,"causal"
7.06797999695789e-06,4.86863664039464e-11,4.72015239315388e-06,5.81903252075954e-69,7.06797999695789e-06,"causal"
0.00219650351379262,4.37457232205957e-08,0.000991607612120807,7.43965684844877e-83,0.00219650351379262,"causal"
0.00368390334914466,2.79797366213162e-09,0.00368390334914466,1.69512559786985e-62,0.00060520459578841,"causal"
0.79378715870344,0.154864410118706,0.79378715870344,3.72048616556209e-119,0.420220517910308," "
0.965042038326819,0.843238160105922,0.0526775770425196,1.02550513073639e-127,0.965042038326819," "
0.861371773574854,0.0763820750417418,0.861371773574854,7.50857215247052e-114,0.537905848267601," "
0.859260582554359,0.820534601889602,0.184069858933874,1.8978374607155e-124,0.859260582554359," "
0.875705927085231,0.707320268532731,0.875705927085231,4.93124310999332e-125,0.328614947278303," "
0.477857852568455,0.41628267566858,0.477857852568455,8.00443790453017e-134,0.0898227637279428," "
0.455151094199496,0.455151094199496,0.29268364362352,2.9251605081219e-127,0.327800951451351," "
0.82334370468781,0.712454314556007,0.0841858391836014,3.98998791883253e-127,0.82334370468781," "
0.880912321397721,0.188744135978185,0.880912321397721,9.52802772273769e-131,0.533309512287944," "
0.999541152102543,0.710684188606971,0.0114947931243487,2.12271027401815e-129,0.999541152102543," "
0.999999818499784,3.37112350364786e-23,2.1201385256317e-07,1.30613675855349e-127,0.999999818499784," "
0.999996494693589,6.32704815292398e-16,4.08805945055119e-08,6.98516669704018e-129,0.999996494693589," "
0.99149192165117,0.000118910393740376,0.041041009734153,9.91717409837524e-121,0.99149192165117," "
0.999522034496566,1.23252650805721e-07,0.00165315228674728,2.89143437041557e-134,0.999522034496566," "
0.999983612922256,0.000108980289528202,6.11592656804768e-06,6.65103607170886e-123,0.999983612922256," "
0.999331126143498,1.03919107964351e-58,0.000343486830340561,1.19112591058769e-102,0.999331126143498," "
0.999240321884613,3.02925195964138e-41,0.00389766717408684,1.11518909411053e-109,0.999240321884613," "
0.710763177952303,1.0061917910996e-26,0.59751034903996,1.20821599375867e-106,0.710763177952303," "
0.903716568503669,7.35975863839979e-25,0.193290153691831,5.4792803072658e-121,0.903716568503669," "
0.0300521136542783,5.93898352628671e-12,0.0300521136542783,4.22467011101554e-118,0.0108370574477117,"causal"
0.000405037084905522,1.04141982186656e-50,0.000274798940072286,3.60341414740468e-81,0.000405037084905522,"causal"
0.996550118356647,7.24337156743198e-66,0.00905134706189967,2.10806736762292e-98,0.996550118356647," "
0.981673178082299,3.27405674946482e-36,0.0264083904933476,3.44747842349637e-124,0.981673178082299," "
0.262301004734158,8.06773221345862e-22,0.262301004734158,7.56852598000406e-123,0.195157165775715," "
0.167339672203544,1.65543326677224e-19,0.167339672203544,1.25775717161636e-103,0.123305346808007," "
0.64143646580275,0.64143646580275,0.510368511616562,4.18635658474905e-168,0.311076173774401," "
