"p_cit","p_TL","p_TG","p_GL","p_Lind","p_res"
-1,-1,-1,-1,-1,"516727953"
0.361210725227327,0.361210725227327,0.316879143884137,0.261283900590559,0.202256893629023," "
0.847215370579966,0.0855031491271395,0.193193945582148,0.328155688086101,0.847215370579966," "
0.625232150862078,0.00420269444454713,0.499087560338525,0.459956706565891,0.625232150862078," "
0.643380769551315,1.4229100179369e-05,0.643380769551315,0.0694508310921716,0.242975576810302," "
0.511747749448376,5.1245284596881e-11,0.440145847823956,0.511747749448376,0.281692061006954," "
0.888405109359288,2.93332018988828e-17,0.241148556939105,0.888405109359288,0.410742939697092," "
0.847840561215638,2.69822913557282e-45,0.847840561215638,0.594891482852677,0.603634564618772," "
0.731653598132444,3.50737756856565e-83,0.323405481692452,0.230703829851635,0.731653598132444," "
0.598230613849965,2.08891466546523e-106,0.184254552861397,0.371737972373073,0.598230613849965," "
0.761444533111196,3.38631384597924e-125,0.279371371693837,0.208128028089252,0.761444533111196," "
0.922556319891506,0.453393190681691,0.229567319068578,0.922556319891506,0.578634165969002," "
0.78926500706166,0.0122658530715633,0.384406916410648,0.0456990393793164,0.78926500706166," "
0.684237155346568,0.000154353589938494,0.486842576250982,0.0636912340750974,0.684237155346568," "
0.705435539144103,8.66390834609673e-06,0.442698480707046,0.0135113736111947,0.705435539144103," "
0.781736338578042,6.29935599557591e-15,0.430109471079812,0.0298097103624652,0.781736338578042," "
0.613962370009106,1.07558155756432e-16,0.559793697161189,0.00194805623056415,0.613962370009106," "
0.541705952271046,4.57885149740616e-56,0.0172878243901309,0.541705952271046,0.341981735331912," "
0.761459287948595,9.37960515076044e-81,0.761459287948595,0.18207678018931,0.457551347406146," "
0.928548421568457,1.34309490256578e-103,0.928548421568457,0.363967625409809,0.496453081775912," "
0.72028956432281,9.40926813971172e-127,0.72028956432281,0.663834161723091,0.466360143410811," "
0.871152200238138,0.288639007256119,0.251412778674374,1.36093278183949e-05,0.871152200238138," "
0.941568083118695,0.941568083118695,0.855976842866799,0.018544561616071,0.272101567744991," "
0.836129259445683,0.000583210090768094,0.836129259445683,5.64952685661586e-05,0.633826427136279," "
0.957860185197224,0.00029017065067736,0.957860185197224,0.000254147586550516,0.560453781694049," "
0.86979956890643,1.36547712844488e-14,0.104017060722632,2.84806582750494e-06,0.86979956890643," "
0.407561258530351,5.06675679381214e-18,0.407561258530351,0.000588561001169469,0.267480251411703," "
0.983687790880934,1.05094116768204e-40,0.983687790880934,0.271233025806564,0.586478810702805," "
0.82562794920212,5.45896002934687e-78,0.82562794920212,5.06969110857007e-05,0.566300359398607," "
0.754570888789784,8.0293786280013e-107,0.754570888789784,0.0365630421343619,0.548219215719235," "
0.964144585528916,8.9376741114743e-122,0.964144585528916,0.298350253842358,0.469080291424141," "
0.404315294064015,0.39320966960523,0.404315294064015,8.00668980593779e-08,0.15765089438771," "
0.945276093879798,0.00822598197566072,0.945276093879798,2.40757803716723e-08,0.521448799246094," "
0.714724709451536,0.0345371382396369,0.603055083905334,4.61679238073502e-05,0.714724709451536," "
0.945252985002173,6.20345922388017e-07,0.945252985002173,0.000267414209903851,0.56018556517231," "
0.680075921067815,7.37715183262202e-10,0.680075921067815,1.86022613224054e-05,0.439704343078249," "
0.480378168051411,3.8930271211884e-15,0.480378168051411,0.000277382969287796,0.229025004935149," "
0.509767357485144,3.805968481763e-48,0.509767357485144,0.02679692186988,0.334904397830177," "
0.917413566728683,1.10994923904992e-76,0.0409784098921787,7.45596136309474e-06,0.917413566728683," "
0.707638854385374,1.02804492721288e-110,0.295855903101543,0.000777350443174063,0.707638854385374," "
0.609964136039392,2.25214562514776e-139,0.582746162783607,0.0071479320980666,0.609964136039392," "
0.813122516249843,0.318512031385811,0.476960093878046,1.38216056032607e-08,0.813122516249843," "
0.579155287617227,0.579155287617227,0.0695917481686995,1.5045739870417e-10,0.118012936683988," "
0.819650695805512,0.00745521941907202,0.819650695805512,6.59473463674143e-12,0.229328422656835," "
0.759571112464911,3.86290015769074e-06,0.759571112464911,5.71694724864859e-18,0.605080244443315," "
0.713816426954716,6.05069703918015e-06,0.713816426954716,9.13911639071877e-10,0.577809022369807," "
0.0827307317489493,2.55172125267133e-14,0.0827307317489493,1.00654155151868e-07,0.0259732822581934," "
0.656797437426561,6.99955517872201e-48,0.656797437426561,6.80513337426175e-06,0.518103815200577," "
0.663188890873442,8.90354470245552e-77,0.663188890873442,0.00208595366873376,0.338698845127688," "
0.978816308380625,1.73067977914254e-106,0.978816308380625,0.00126789095405095,0.409119421521263," "
0.404950840620706,7.40550097058653e-139,0.325289054839397,0.102153467898475,0.404950840620706," "
0.528530128782046,0.220764009722559,0.528530128782046,1.33702492846995e-15,0.257934081845871," "
0.624941231302741,0.0876030449020157,0.479571653851329,3.99662572783915e-19,0.624941231302741," "
0.728249088487981,0.00196834476122808,0.478815573674157,8.63270537525741e-16,0.728249088487981," "
0.842987550638751,0.000938157268728649,0.842987550638751,3.02550329667855e-11,0.477585188864868," "
0.725556693091636,3.41097708925489e-17,0.426559204452304,1.39662932449181e-15,0.725556693091636," "
0.907186587632949,2.62137170124406e-13,0.907186587632949,9.27981497609525e-16,0.53237493332444," "
0.875437037026934,1.04307151792291e-47,0.875437037026934,3.86352730287815e-06,0.493663410089256," "
0.753309808302256,9.35477903614722e-79,0.380292794990269,1.90948195547645e-06,0.753309808302256," "
0.782673472117608,4.72593927815909e-109,0.782673472117608,0.000215806902269279,0.576290856645879," "
0.796249817765458,7.07552046034711e-120,0.176047907907237,3.17998640710895e-07,0.796249817765458," "
0.769020391591246,0.769020391591246,0.23679869499107,2.93067072123795e-50,0.604899378630143," "
0.650027108216158,0.319504120195001,0.650027108216158,4.21399142106601e-48,0.318707272063661," "
0.787092374342566,0.0232991197286394,0.371472927430586,4.47482870824893e-46,0.787092374342566," "
0.840536610017157,1.15095398487611e-09,0.319708901992567,2.5520954616012e-49,0.840536610017157," "
0.0841320790434123,2.80305727202517e-11,0.0841320790434123,1.40887229779474e-43,0.0155184310606766," "
0.657266630693727,3.7725107164282e-12,0.657266630693727,1.87158148101797e-36,0.379410130457878," "
0.676692597552644,4.43132531936532e-40,0.655426882177335,6.10873670504136e-31,0.676692597552644," "
0.765582753169613,1.32938875080985e-82,0.339363271195547,4.63934101827668e-22,0.765582753169613," "
0.528451205843453,6.15142498740582e-105,0.528451205843453,7.2099178327331e-11,0.339897881393066," "
0.731751449822489,1.19001184712635e-127,0.263887597321528,1.17996350241589e-13,0.731751449822489," "
0.445230555016052,0.392454102027397,0.232455092405513,1.72310817665238e-76,0.445230555016052," "
0.922518606371853,0.0468683441223865,0.132402331795446,4.69022303896535e-71,0.922518606371853," "
0.990580331309713,0.000116946050547135,0.0291526645222033,1.64645673527528e-79,0.990580331309713," "
0.264339018706543,2.59560689141548e-06,0.264339018706543,8.54035988102736e-79,0.160573381861114," "
0.578607001050135,1.20175499345433e-09,0.578607001050135,5.53904082618558e-78,0.262788344042059," "
0.855324515517377,1.87361421349518e-12,0.232223870288614,2.88146264492023e-68,0.855324515517377," "
0.761923378387883,6.89187379454265e-38,0.634189663341725,1.50719659527813e-65,0.761923378387883," "
0.956868023419088,4.66038214116754e-73,0.956868023419088,1.82185774712601e-35,0.480993755697341," "
0.748971792133894,2.76872513325428e-101,0.44223332377544,5.71446589001503e-30,0.748971792133894," "
0.882913908354408,6.68894058039161e-128,0.882913908354408,2.26325367720605e-16,0.395860417859021," "
0.737215149600322,0.583463227878948,0.143794615639161,2.93406083403265e-105,0.737215149600322," "
0.774989064199188,0.0848303384950891,0.774989064199188,7.53954219315446e-108,0.640900536819572," "
0.606177405629278,8.93795611160031e-07,0.606177405629278,8.1889289097103e-96,0.272030148550789," "
0.268582472565235,1.85721769219428e-10,0.268582472565235,5.75339672615939e-98,0.144711715946176," "
0.925718005675765,2.90139907523478e-10,0.224960520302002,1.3771415727859e-93,0.925718005675765," "
0.841102159826807,4.47160373285076e-14,0.366847090992112,1.59254498151459e-116,0.841102159826807," "
0.717635595513055,7.50928213080524e-43,0.531886083216715,1.18685421249947e-81,0.717635595513055," "
0.851101899569294,9.41470391490812e-74,0.268277731616869,2.13354257194415e-65,0.851101899569294," "
0.664224514378071,2.10111922921468e-107,0.664224514378071,2.27441870607309e-36,0.338505052970573," "
0.935193371279849,1.70712179512136e-129,0.935193371279849,4.14132234859374e-27,0.539343147491802," "
0.728317486347135,0.400417432052696,0.510817959738111,1.33916409960275e-127,0.728317486347135," "
0.259208244329806,0.0129462730954251,0.259208244329806,3.22162040778547e-120,0.0153232715038009," "
0.685655334551315,0.00471002636200954,0.685655334551315,1.30287883462807e-131,0.647820014997189," "
0.871350897044471,1.98640675447611e-05,0.871350897044471,5.46347115934906e-129,0.423968423906793," "
0.695246104505856,2.65848940503664e-13,0.695246104505856,1.1405506166907e-116,0.395119750663001," "
