"p_cit","p_TL","p_TG","p_GL","p_Lind","p_res"
-1,-1,-1,-1,-1,"268699426"
0.973298827752368,0.915591003813022,0.0386629285218207,1.26083230767262e-59,0.973298827752368," "
0.918085109302961,0.13100693139351,0.234056519421675,5.00980334953776e-61,0.918085109302961," "
0.683832240761146,0.683832240761146,0.638050026407588,6.37114176854148e-55,0.675931412912456," "
0.658251497692123,0.41450523963788,0.658251497692123,1.94113878386381e-53,0.466733658434249," "
0.41145931593914,0.311505846572885,0.41145931593914,2.65133950143153e-57,0.174925103918487," "
0.000816703209128968,0.000816703209128968,2.79425580426102e-06,4.00836680599096e-44,1.48414143816054e-08,"causal"
0.000132778751681387,3.63533480463507e-05,0.000132778751681387,5.35301875038476e-62,7.12281650452433e-06,"causal"
0.00055417646780536,0.00055417646780536,2.98407573381986e-05,7.78448057134825e-54,1.01444970826073e-05,"causal"
0.000967565800164365,0.000967565800164365,0.000194080971143151,4.43281663009272e-41,0.000339126342235332,"causal"
0.173653072863148,0.173653072863148,0.000512093081528426,2.20780152122283e-55,0.0397015703281334," "
4.29293445632269e-12,4.29293445632269e-12,3.24157595091491e-36,4.83923715827734e-38,1.11165412867705e-28,"causal"
6.65285736118856e-14,6.65285736118856e-14,2.88770140354139e-33,3.10187387543595e-43,3.01947493525254e-28,"causal"
1.31930372743304e-08,1.31930372743304e-08,1.29739803665457e-31,3.47024975151551e-36,5.81501972731821e-31,"causal"
2.60102129691294e-08,2.60102129691294e-08,1.22560557932872e-16,1.26292477519064e-41,4.1230763350567e-17,"causal"
6.45032783093371e-05,6.45032783093371e-05,1.31948521516673e-18,2.28464098333306e-46,5.65280793200136e-15,"causal"
3.97613858015201e-14,3.97613858015201e-14,4.60366154912679e-59,1.5135296171372e-34,2.2858401169334e-43,"causal"
6.91839571034233e-10,6.91839571034233e-10,3.01057272937118e-35,1.83580634458648e-40,2.04139877479057e-32,"causal"
9.7186262426588e-06,9.7186262426588e-06,3.52153465298714e-25,1.84490757028429e-44,1.05491994425369e-13,"causal"
0.00077841313194025,0.00077841313194025,8.39981161815205e-19,3.3516131380921e-45,2.64047032977404e-07,"causal"
0.01268702243353,0.01268702243353,1.13371326562185e-11,1.49574899808949e-40,5.09928168924208e-06,"causal"
1.16832099510999e-18,1.16832099510999e-18,2.59685153360363e-72,2.22863290149478e-36,5.15747750833851e-78,"causal"
4.96625773334735e-11,4.96625773334735e-11,9.6540654853039e-30,4.03753988825506e-43,1.00075256386681e-30,"causal"
6.82550032675747e-07,6.82550032675747e-07,8.42331359064616e-14,1.15316864992769e-57,1.48219357731684e-12,"causal"
0.000499836281990047,0.000499836281990047,2.46230725482496e-07,3.73926761363768e-50,8.33230430304096e-06,"causal"
6.36655290217367e-06,6.36655290217367e-06,1.69279775531891e-06,7.96232145568379e-48,3.91880944089936e-06,"causal"
0.962386393319596,0.646138659726446,0.962386393319596,1.58454094459836e-151,0.416799059455912," "
0.876421338454974,0.357560459821705,0.876421338454974,7.92909112811737e-150,0.47244522445157," "
0.921508697020107,0.921508697020107,0.803802567932422,2.14873797571187e-169,0.117919870557468," "
0.74014777579074,0.74014777579074,0.492487870052102,3.8584662215992e-150,0.280708296649007," "
0.825678407767143,0.0113537276106174,0.825678407767143,4.63000728615952e-155,0.495674404137424," "
0.999802694529796,1.98467368239507e-07,0.000213988200023227,2.05425937335464e-147,0.999802694529796," "
0.999923038119972,2.68192872099197e-07,1.76776386829735e-05,6.24732427080226e-155,0.999923038119972," "
0.99610385631409,6.22289024919964e-07,0.00463857065002783,3.70507390809483e-150,0.99610385631409," "
0.999440356446279,2.21172743144595e-05,0.00141882406213396,2.44578624023518e-159,0.999440356446279," "
0.999702606443344,0.011128183700031,0.000513034220648201,1.73774624561572e-161,0.999702606443344," "
2.31742667157739e-12,1.28664242579131e-72,1.27145519988555e-12,1.87716024986646e-95,2.31742667157739e-12,"causal"
6.00438791882654e-05,3.3208443790643e-60,2.63938600888627e-05,2.28812167780955e-120,6.00438791882654e-05,"causal"
1.53495393622942e-11,5.03160306617554e-39,1.53495393622942e-11,5.17820974513882e-119,1.82891649806926e-18,"causal"
7.3744469414516e-05,1.37066569397168e-32,3.29681649562707e-05,1.50665154117626e-132,7.3744469414516e-05,"causal"
0.000141482696332549,4.40782788943224e-20,7.06189905913014e-06,9.5773219246317e-136,0.000141482696332549,"causal"
2.36777956827721e-56,6.12685800306917e-108,3.48097865858767e-67,2.36777956827721e-56,1.95293511143593e-63,"causal"
5.91382463732923e-29,1.86296429633501e-90,1.04031809923058e-39,2.63992512781615e-80,5.91382463732923e-29,"causal"
1.97388988894426e-19,1.78350359357955e-53,1.97388988894426e-19,3.34324680902113e-120,6.47055333816015e-21,"causal"
1.62268794774425e-14,9.64760668736943e-52,1.62268794774425e-14,4.44728012213881e-119,1.29163122873229e-16,"causal"
8.65449246642156e-19,3.24185466227835e-30,1.33594522915734e-24,4.32980874698033e-117,8.65449246642156e-19,"causal"
7.97021640447699e-51,9.27823716162176e-97,8.68607684510572e-61,1.79939687131504e-76,7.97021640447699e-51,"causal"
2.93620327808917e-45,3.81134708797885e-70,7.5300751327546e-50,1.21632458001005e-81,2.93620327808917e-45,"causal"
1.06257543354003e-20,5.4406276882467e-52,5.38086954391077e-35,1.20515536036731e-109,1.06257543354003e-20,"causal"
