,loss_LA_pear,_step,dataset,loss_LA_p,loss_LA_nlcor,_runtime,loss_LB_p,loss_LA_spear,loss_LB_pear,loss_LB_nlcor,loss_LB_spear,loss_LA_mutual,loss_LB_mutual,_timestamp,true_LA,true_LB
0,0.21519320059439218,0,0,0.0,0.2151932005943922,402,0.19,0.2115241525188899,0.019919967474403034,0.05773748202136584,0.006742912624749157,0.021475324765411363,0.0,1646661454,0.11576278507709503,-0.3730539083480835
1,0.14389857708681253,1,1,0.0,0.14389857708681256,792,0.34,0.13511454856376637,-0.009160819645743435,0.037327817112572555,0.002286402774713387,0.01689018743369064,0.0,1646661844,0.6350403428077698,-0.2651863992214203
2,0.11920390620344519,2,2,0.69,0.11920390620344516,1181,0.0,0.1102750962736371,-0.07744784707627225,0.07744784707627227,-0.07070703062708147,0.0,0.01744913073269161,1646662233,-0.2780216336250305,1.285799503326416
3,-0.5205332568760532,3,3,0.0,0.5205332568760531,1570,0.5,-0.556489767165552,0.032296013475508846,0.032296013475508846,0.04637358351977071,0.17498928633431654,0.004601657608538368,1646662622,-0.06135370209813118,1.5815261602401733
4,-0.36239789967337255,4,4,0.0,0.36239789967337255,1957,0.74,-0.3764007311281815,0.008086784767336559,0.045135806306921385,0.015452935679858674,0.07874713653446386,0.0,1646663009,-0.06948777288198471,-0.13064804673194885
5,-0.36239789967337255,5,5,0.0,0.36239789967337255,2346,0.9,-0.3764007311281815,-0.01171091352074477,0.0646685437991663,-0.005984075684047836,0.07874713653446386,0.008103098735196212,1646663398,-0.0678192526102066,0.8951894640922546
6,-0.4632818620652848,6,6,0.0,0.4632818620652848,2734,0.65,-0.48699503148029477,0.10940195263977524,0.10940195263977523,0.11620569061646487,0.13808617031157278,0.009951640064801648,1646663786,0.20280534029006958,0.07214972376823425
7,0.08140488169654872,7,7,0.0,0.08640657609262815,3122,0.19,0.06304975501190657,-0.05406259066938533,0.05406259066938532,-0.042691700195850474,0.0,0.0,1646664174,0.5085141062736511,0.13082268834114075
8,-0.2175672926324061,8,8,0.0,0.21756729263240612,3512,0.08,-0.21970376810884976,0.06306749743579018,0.06306749743579021,0.06246413340559296,0.0,0.0,1646664564,0.1357397884130478,0.37142837047576904
9,-0.4637807547008367,9,9,0.0,0.4637807547008367,3900,0.24,-0.47695282248379345,-0.05275020458431867,0.1472820179463762,-0.0575237681652253,0.1314184729637884,0.006080454915886158,1646664952,0.3606935739517212,1.142589807510376
10,-0.15692971005877793,11,11,0.0,0.1569297100587779,4682,0.77,-0.15848098325034174,0.020588054940991887,0.05411821788088744,0.01459190232817548,0.02863985372660416,0.0,1646665734,-0.17302975058555603,-0.2609190046787262
11,-0.12024514195184033,12,12,0.04,0.12024514195184036,5074,0.29,-0.13661454564247483,0.050047342674427286,0.055915126843300404,0.0424200892283143,0.0013336671410000278,0.0,1646666126,-0.21579523384571075,0.9499577879905701
12,-0.8906065733818804,13,13,0.0,0.8906065733818804,5463,0.77,-0.8293296204155637,-0.007801563997937643,0.06312423437736321,-0.004357805428794482,0.5723740040109593,0.01766024375606401,1646666515,0.3427644670009613,0.15996640920639038
13,-0.8906065733818804,14,14,0.0,0.8906065733818804,5856,0.45,-0.8293296204155637,-0.020237987725717412,0.03765301319040734,-0.03195949540403159,0.5723740040109593,0.0,1646666908,0.34183022379875183,0.5709103345870972
14,-0.12180484773245463,17,17,0.0,0.12180484773245462,7023,0.25,-0.12945427716668484,0.07242219883781874,0.07242219883781874,0.07747054291965601,0.01669283263355692,0.0,1646668075,-0.18591418862342834,0.5121238231658936
15,-0.8906065733818804,19,19,0.0,0.8906065733818804,7804,0.43,-0.8293296204155637,0.017912237784510537,0.03596876531403837,0.028305434951315718,0.5723740040109593,0.00805580599756306,1646668856,0.3556516766548157,0.06120213121175766
16,-0.15494109542488818,20,20,0.0,0.15494109542488818,8197,0.25,-0.15522804484969493,-0.032826657991344266,0.0719315077519232,-0.0374303483026829,0.012903006308922382,0.032816590688772074,1646669249,1.0637043714523315,0.3784768879413605
17,0.11181692055712164,21,21,0.0,0.11181692055712164,8587,0.89,0.09893383225534894,0.043667749728803024,0.18353515446512814,0.046482325751793604,0.016521367522435382,0.023757021505671272,1646669639,0.718942403793335,0.2192963808774948
18,-0.36838727953248773,23,23,0.0,0.36838727953248773,9369,0.95,-0.3708464997276844,-0.047375525933136875,0.047375525933136875,-0.04751318491911856,0.08913466148563853,0.0,1646670421,-0.38676348328590393,-0.08096025139093399
19,-0.8342596425764723,24,24,0.0,0.8342596425764724,9760,0.06,-0.834094636090595,0.07824131439684576,0.07824131439684577,0.07831173604274169,0.5419801235543793,0.008816137709739325,1646670812,0.2673598825931549,0.04616919532418251
20,0.11181692055712164,25,25,0.01,0.11181692055712164,10151,0.47,0.09893383225534894,-0.025383904759862835,0.0879724830090376,-0.03459141940472936,0.016521367522435382,0.0,1646671203,0.719376266002655,-0.01937200501561165
21,-0.8906065733818804,26,26,0.0,0.8906065733818804,10543,0.08,-0.8293296204155637,-0.017953798837279284,0.09182191996552641,-0.014460605902692249,0.5723740040109593,0.0,1646671595,0.3546246588230133,0.17078134417533875
22,-0.12024514195184033,27,27,0.28,0.12024514195184036,10936,0.45,-0.13661454564247483,0.02886761350287488,0.028867613502874884,0.027024223910692785,0.0013336671410000278,0.0,1646671988,-0.21172857284545898,0.6999892592430115
23,0.4769392175621324,29,29,0.0,0.47693921756213237,11733,0.64,0.5165671366662347,-0.018796499687905376,0.04455154610265622,-0.006605821720948678,0.1459351238730473,0.0,1646672785,0.4350699484348297,0.5870580673217773
24,-0.2791729195042905,31,31,0.0,0.27917291950429046,12532,0.33,-0.2864821839585489,0.057391540535201804,0.05739154053520181,0.06990762147619056,0.03522052227534589,0.016669340266861177,1646673584,0.05358637124300003,-0.3067271113395691
25,-0.36239789967337255,33,33,0.0,0.36239789967337255,13331,0.91,-0.3764007311281815,0.03917028747916907,0.03917028747916906,0.04772698280434983,0.07874713653446386,0.0,1646674383,-0.06985214352607727,0.25947049260139465
26,0.23298972562166936,34,34,0.0,0.23298972562166934,13731,0.06,0.2609496947625652,0.03515436245563746,0.03515436245563745,0.04274181866875501,0.04769835502134101,0.0,1646674783,0.01513361744582653,-0.11672919243574142
27,0.32680016820453583,35,35,0.0,0.32680016820453583,14129,0.55,0.3318377527993157,0.0561217540746938,0.0561217540746938,0.04634843730196472,0.049052635357095475,0.0,1646675181,0.5148321390151978,-0.04777717962861061
28,-0.15692971005877793,36,36,0.01,0.1569297100587779,14531,0.62,-0.15848098325034174,0.013331583405076185,0.18672526489785246,-0.002053625020450386,0.02863985372660416,0.0008043596609734749,1646675583,-0.16638262569904327,-0.10569685697555542
29,0.21519320059439218,38,38,0.0,0.2151932005943922,15330,0.43,0.2115241525188899,-0.019926261537228526,0.030805014400180516,-0.0259619078044362,0.021475324765411363,0.0,1646676382,0.11977314949035645,0.07111787796020508
30,-0.0896485823211102,39,39,0.01,0.08964858232111021,15729,0.09,-0.08218212992623206,0.04550318068896847,0.04550318068896847,0.04699167623546235,0.024774574287578455,0.03785058923717832,1646676781,0.22383564710617065,0.7046930193901062
31,0.21519320059439218,42,42,0.0,0.2151932005943922,16925,0.21,0.2115241525188899,0.032550836930440606,0.1647548931796815,0.033565473598374446,0.021475324765411363,0.0,1646677977,0.11722229421138763,-0.03479231521487236
32,-0.4632818620652848,44,44,0.0,0.4632818620652848,17720,0.02,-0.48699503148029477,0.11598034122504719,0.11598034122504718,0.10909568154425385,0.13808617031157278,0.0,1646678772,0.20291130244731903,0.24527113139629364
33,-0.2175672926324061,45,45,0.0,0.21756729263240612,18117,0.9,-0.21970376810884976,-0.010415807664085671,0.12963678545700888,-0.010935114243683049,0.0,0.021803740573552055,1646679169,0.13386821746826172,0.17809076607227325
34,-0.3613502701226485,47,47,0.0,0.3613502701226485,18915,0.94,-0.3669562026728902,0.007587223917362817,0.03621982911543035,0.009106141970221113,0.06932077925225189,0.0,1646679967,0.25950556993484497,0.43213126063346863
35,-0.4632818620652848,48,48,0.0,0.4632818620652848,19314,0.0,-0.48699503148029477,0.1384121932534582,0.13841219325345816,0.13948403620873703,0.13808617031157278,0.00646020188938734,1646680366,0.2055082470178604,0.3388575315475464
36,-0.09850686531245922,49,49,0.0,0.09850686531245922,19715,0.93,-0.1086123276966613,0.033085362741361694,0.05470851926618515,0.035353256806914375,0.018834150491139567,0.0,1646680767,0.26554813981056213,0.2163892239332199
37,-0.15338432380270495,50,50,0.0,0.15338432380270495,20115,0.06,-0.1456342388946363,-0.06754094837934616,0.06754094837934616,-0.0773563508807212,0.00995087820753704,0.0,1646681167,0.13753093779087067,0.07586107403039932
38,-0.4632818620652848,55,55,0.0,0.4632818620652848,22112,0.03,-0.48699503148029477,0.04552825700753548,0.04552825700753548,0.03499869832072659,0.13808617031157278,0.0013491740624347326,1646683164,0.20360028743743896,0.9190598726272583
39,-0.36239789967337255,56,56,0.0,0.36239789967337255,22509,0.98,-0.3764007311281815,0.0054413256073145115,0.11961569364600035,0.012364380488092049,0.07874713653446386,0.025722989420217335,1646683561,-0.06969106197357178,0.5128974318504333
40,0.2599326402681229,58,58,0.0,0.25993264026812285,23307,0.63,0.26759669733827174,-0.08470916954552511,0.0847091695455251,-0.10090521162967898,0.03621776922606701,0.0,1646684359,0.17307019233703613,-0.2201688438653946
41,0.2599326402681229,59,59,0.0,0.25993264026812285,23706,0.5,0.26759669733827174,0.01963250814904637,0.06161320498896308,0.024510867028784914,0.03621776922606701,0.03160823111118427,1646684758,0.17807132005691528,-0.3883638083934784
42,0.3729076660386095,60,60,0.0,0.37290766603860953,24104,0.0,0.3933030943466769,-0.15257621237865102,0.15257621237865107,-0.15386709232899026,0.07788646449388636,0.0177889151636641,1646685156,0.8583229780197144,0.16915090382099152
43,0.11181692055712164,62,62,0.0,0.11181692055712164,24902,0.08,0.09893383225534894,0.06744299496983011,0.06744299496983011,0.07776883247454246,0.016521367522435382,0.0,1646685954,0.71860671043396,1.2559574842453003
44,0.11181692055712164,63,63,0.0,0.11181692055712164,25303,0.08,0.09893383225534894,0.06726142773695333,0.06726142773695333,0.06937604908932836,0.016521367522435382,0.007607144926075282,1646686355,0.7187158465385437,0.954227864742279
45,-0.3943814267178562,64,64,0.0,0.3943814267178562,25703,0.92,-0.41164431521794415,0.009559221788424593,0.12903198496931834,-0.006838912271206566,0.1052633254398172,0.0,1646686755,-0.020526396110653877,-0.2147967517375946
46,0.11181692055712164,65,65,0.01,0.11181692055712164,26104,0.15,0.09893383225534894,0.062875817749869,0.06287581774986899,0.06667788447921914,0.016521367522435382,0.0,1646687156,0.7189741730690002,-0.10721085965633392
47,-0.12180484773245463,66,66,0.0,0.12180484773245462,26503,0.0,-0.12945427716668484,0.15002401920825562,0.15002401920825564,0.1658252649386345,0.01680056388764961,0.021887091311351803,1646687555,-0.18684685230255127,-0.38200604915618896
48,-0.2175672926324061,67,67,0.0,0.21756729263240612,26901,0.27,-0.21970376810884976,-0.03847906974110843,0.055927806155171636,-0.04212319688547462,0.0,0.0,1646687953,0.135945662856102,-0.12617497146129608
49,-0.8906065733818804,68,68,0.0,0.8906065733818804,27299,0.29,-0.8293296204155637,0.04476663109915001,0.11927616682408171,0.041629222046496356,0.5723740040109593,0.014901508878345071,1646688351,0.3480410873889923,0.24818870425224304
50,0.12654940935621456,69,69,0.0,0.12654940935621456,27697,0.0,0.1290919942920028,-0.060400185570327114,0.06040018557032711,-0.03470928775183419,0.00020369180819090893,0.0032204361187768704,1646688749,-0.13222834467887878,0.061731986701488495
51,-0.8906065733818804,70,70,0.0,0.8906065733818804,28097,0.74,-0.8293296204155637,0.016700949908656462,0.11195711584083508,0.012085466608426933,0.5723740040109593,0.0,1646689149,0.34316176176071167,0.06083592027425766
52,-0.13071245238427673,71,71,0.0,0.13071245238427676,28496,0.13,-0.11614760836181715,0.02979120599737618,0.07964214484164496,0.039164677191179255,0.02044935823674665,0.017525384655054266,1646689548,0.1586988866329193,-0.04167773947119713
53,-0.36838727953248773,72,72,0.0,0.36838727953248773,28895,0.87,-0.3708464997276844,0.03088286729175172,0.03088286729175173,0.03349611854198258,0.0891279584038307,0.0,1646689947,-0.38697585463523865,0.5617452263832092
54,0.32680016820453583,73,73,0.0,0.32680016820453583,29294,0.54,0.3318377527993157,-0.005084241780495054,0.1356215299912086,0.00011507571697581427,0.049052635357095475,0.0,1646690346,0.5201469659805298,1.3842495679855347
55,-0.22867939906634668,74,74,0.0,0.22867939906634666,29693,0.12,-0.2203466486776936,0.07542102153190794,0.07542102153190795,0.08642605233028763,0.04127470273871037,0.010335107649887876,1646690745,0.8129463791847229,1.0483860969543457
56,0.32680016820453583,75,75,0.0,0.32680016820453583,30093,0.36,0.3318377527993157,0.04932257753793616,0.04932257753793616,0.053814820585748435,0.049052635357095475,0.011610324353326318,1646691145,0.5088569521903992,-0.1711098700761795
57,0.4769392175621324,76,76,0.0,0.47693921756213237,30491,0.34,0.5165671366662347,-0.012099849480276006,0.054983213075224004,-0.0043790641941124945,0.1459351238730473,0.0,1646691543,0.436231404542923,0.21796298027038574
58,0.5316287967421944,78,78,0.0,0.5316287967421943,31288,0.85,0.5331716568930185,0.016299322265110164,0.04559586277875135,0.018861406199312255,0.18717564801936448,0.0,1646692340,0.9296562671661377,-0.1854768991470337
59,-0.36239789967337255,79,79,0.0,0.36239789967337255,31687,0.03,-0.3764007311281815,-0.08404028781904703,0.08404028781904703,-0.08377367300299451,0.07874713653446386,0.0,1646692739,-0.05571247264742851,0.6847192645072937
60,-0.5030546953679751,81,81,0.0,0.5030546953679751,32485,0.02,-0.5195560011855662,-0.08309890815349315,0.08309890815349315,-0.08534131958381883,0.15121660508316936,0.017574845209979983,1646693537,-0.06510123610496521,-0.1835433542728424
61,0.23298972562166936,82,82,0.0,0.23298972562166934,32885,0.06,0.2609496947625652,-0.07256477668033715,0.07256477668033715,-0.07524129585848263,0.04769835502134101,0.0,1646693937,0.014805138111114502,1.0950307846069336
62,0.08577239609599108,83,83,0.0,0.08577239609599106,33287,0.5,0.07952470526302399,-0.02526623867534959,0.039977623845267034,-0.024171931381515813,0.0,0.01514709139513748,1646694339,0.4563959240913391,0.9055569171905518
