"p_cit","p_TL","p_TG","p_GL","p_Lind","childseed","Parentseed"
0.949841282261354,0.945471511371516,0.949841282261354,0.486479875413616,0.557566387362552,177279013,380151130
0.8226515280918,0.8226515280918,0.705672825017011,0.134379051192463,0.456519742890115,1465400126,380151130
0.843514776399642,0.318345782614788,0.217150378275462,0.210219935963772,0.843514776399642,1222961114,380151130
0.910422636129909,0.133301750185692,0.144326670125703,0.033779199623744,0.910422636129909,1954109088,380151130
0.829660363940677,0.0832602444080907,0.0164694575796703,0.829660363940677,0.635736430251424,2049819884,380151130
0.781854205718318,0.167642014568474,0.781854205718318,0.235800489858926,0.378482922951408,1123423607,380151130
0.902295524750067,0.902295524750067,0.000114379734335664,0.126078061482423,0.621480738768944,1877218306,380151130
0.863694523612646,0.122196316436662,0.863694523612646,0.56899829558125,0.485386524255225,1571190285,380151130
0.999174392614312,0.747684965243747,2.64776874715856e-06,0.0539633970965142,0.999174392614312,645888119,380151130
0.915168815735405,0.0556266948994778,0.915168815735405,0.00751823795637775,0.569177889353803,1050127297,380151130
0.46896620856668,0.46896620856668,0.108696738013147,2.97388565713999e-14,0.0176114972671113,199425295,380151130
0.91087782975192,0.582655364761555,0.112103896289674,5.88101072008702e-06,0.91087782975192,825382221,380151130
0.389087238959203,0.389087238959203,0.00270458057484787,5.05066927642522e-06,0.000224936609754969,580979673,380151130
0.448769170796392,0.448769170796392,9.31286985985539e-06,2.58055025748247e-08,0.0837837883537138,2038568765,380151130
0.462899962165637,0.462899962165637,5.85399132675319e-06,3.9924622628192e-08,0.0850858897205854,62166800,380151130
0.10992968741526,0.10992968741526,0.00065785807232144,5.31519240665395e-09,0.000450946842616069,1289613453,380151130
0.678902888383942,0.678902888383942,0.193996751734106,1.50212135701137e-09,0.0457466407397519,1608915352,380151130
0.415976978230578,0.415976978230578,0.000180047711636691,3.15481616975984e-06,3.23482519885019e-13,854604838,380151130
0.495236651296782,0.495236651296782,0.000249976966948718,6.20934550518534e-05,9.81767591831645e-13,484474360,380151130
0.192343398369974,0.192343398369974,0.00870024628991437,4.08016432490717e-05,0.00623781656036803,1861606397,380151130
0.901226331096673,0.901226331096673,0.761057040579209,7.21647737923071e-23,0.454304899099986,1918354931,380151130
0.510400505637223,0.510400505637223,0.27641075306281,8.79861082021119e-24,0.0495350344549228,419985794,380151130
0.0509332862523832,0.00309205412649645,0.0509332862523832,2.79813817791878e-20,0.0405171435283297,6615883,380151130
0.014545750320946,5.53696289588662e-06,0.014545750320946,5.54016873455964e-28,0.0061552403037053,746018610,380151130
1.96353963973117e-05,1.96353963973117e-05,5.0883397878809e-12,3.85777437427959e-17,2.84138048483403e-11,9227781,380151130
0.0178371687225075,0.0178371687225075,4.09671099364823e-08,3.4656792077619e-24,1.10639880390368e-06,1704150766,380151130
2.28788015077124e-08,6.33175267791369e-09,9.82387986331306e-09,4.91449902993623e-24,2.28788015077124e-08,1508422332,380151130
0.879677214209791,0.447280505343916,9.84530089150282e-07,9.92275540122182e-21,0.879677214209791,1952409962,380151130
4.01348727327197e-07,4.01348727327197e-07,1.70267474143712e-24,1.44107323032185e-30,2.42829992609967e-12,725335945,380151130
0.000707322893865404,0.000707322893865404,4.89138293883046e-05,2.97552983448418e-17,2.5823304834773e-05,529683686,380151130
0.836339035199385,0.836339035199385,0.550781813647857,5.79114809479343e-54,0.268734815246737,287323363,380151130
0.927151821494466,0.190278979189386,0.927151821494466,3.47698092423822e-44,0.496825425577522,767994572,380151130
0.463388955507291,0.000355328405412117,0.463388955507291,3.72572317632319e-45,0.263968937798319,356887793,380151130
0.0857392634142408,0.0334774276935757,0.0857392634142408,8.24638870423353e-45,0.0352232956194678,589552449,380151130
9.53330388005414e-15,9.53330388005414e-15,1.42890726874637e-17,1.94796828596517e-30,4.91293348068483e-16,782120662,380151130
1.57190884198035e-11,1.57190884198035e-11,2.87132206437775e-13,2.83873883759912e-39,2.59916828207918e-13,476843557,380151130
1.25976324106729e-17,4.10178744121163e-21,2.30202712801266e-21,1.70341958929086e-36,1.25976324106729e-17,1286895145,380151130
0.000606366187043863,2.34702963548854e-05,0.000606366187043863,1.94136480851247e-49,0.000243234125592237,1366144267,380151130
2.87295840506779e-11,2.87295840506779e-11,6.25801840248842e-21,9.24174882578693e-43,1.1660987533517e-17,1316507329,380151130
2.6410635341794e-06,2.6410635341794e-06,4.04308780850123e-08,2.43276544925227e-43,4.80877735856764e-09,164874105,380151130
0.841648400304333,0.503369107532091,0.361139675777848,2.7180893345961e-74,0.841648400304333,11340216,380151130
0.52712612089569,0.52712612089569,0.309428713136399,1.63441667923886e-78,0.264912563863862,766395591,380151130
0.998921067868399,0.0193706500651702,0.000509265043642862,7.32124588664759e-88,0.998921067868399,664850621,380151130
0.839138753501148,0.0112048127511302,0.27455817664756,2.65764599338821e-80,0.839138753501148,1499715628,380151130
3.41502006611471e-07,8.51371259391816e-24,2.31669749785196e-07,2.62885756783709e-49,3.41502006611471e-07,1127529240,380151130
0.00310843573114028,2.16390977302789e-13,0.00310843573114028,2.64980165392031e-68,0.000817304850112697,1117208863,380151130
3.31832021333747e-08,8.93122942271308e-29,2.3000408252838e-08,1.75688202623498e-58,3.31832021333747e-08,1361347916,380151130
0.000328889455717679,5.93016432141065e-17,0.000328889455717679,5.05502980982486e-63,0.000170765251413456,560434550,380151130
8.59957454444282e-15,2.69046215790461e-28,8.59957454444282e-15,8.3675252349578e-47,7.75693644803185e-15,524609986,380151130
0.00105986598696914,1.45233842205466e-10,0.00105986598696914,1.10895220385517e-73,0.000654703797322645,1254189868,380151130
0.90476736583173,0.567045102712161,0.188755593944658,5.99133186582506e-101,0.90476736583173,705362991,380151130
0.818635674510062,0.00713177510026424,0.818635674510062,9.93283034981192e-113,0.640517894948603,293710725,380151130
0.998732823226006,0.616543815283825,0.00241223184805606,4.79377740951725e-106,0.998732823226006,1436763687,380151130
0.999459816038132,0.93841895987356,0.000342525677830104,1.00813988386616e-108,0.999459816038132,1247489079,380151130
0.967760394057534,5.06749615890211e-43,0.0334104240713313,2.75055706101524e-92,0.967760394057534,508890123,380151130
0.880575391200247,5.81474932027708e-12,0.212232158527371,5.57453087373561e-93,0.880575391200247,439881103,380151130
7.46824325189764e-09,1.99359811861459e-53,2.38556144199678e-09,6.72671486214722e-63,7.46824325189764e-09,2028875642,380151130
2.24155793870798e-06,2.29685742688867e-31,2.24155793870798e-06,5.20311946321735e-84,1.16775270987599e-06,918612418,380151130
5.06200716523079e-19,1.22083784885895e-43,3.1648000361326e-23,1.60834689869868e-55,5.06200716523079e-19,249874130,380151130
3.93749915784982e-06,5.2529642367015e-24,3.93749915784982e-06,8.33123836355125e-84,1.23554932293434e-06,1340383055,380151130
0.950544545664106,0.195795383796877,0.950544545664106,1.06174575045173e-128,0.451927104548818,1941001778,380151130
0.717159379577241,0.433782530128012,0.0741306771291132,1.55590021756727e-126,0.717159379577241,1848191993,380151130
0.600871473217301,0.1750823689045,0.0342896791365449,1.02703909109183e-124,0.600871473217301,1082394740,380151130
0.818513566093661,0.215639742773215,0.818513566093661,2.53940337084886e-139,0.281913102364251,1259692145,380151130
0.999999890373102,4.1777278846769e-22,5.34447266825789e-08,5.40337719099095e-138,0.999999890373102,168077373,380151130
0.99999974610459,1.38151588876002e-12,1.26373099746102e-06,2.45780920653504e-124,0.99999974610459,1308256570,380151130
0.00248107860192363,5.06097853114864e-76,0.00176754457075026,1.48832446840414e-73,0.00248107860192363,198596773,380151130
0.91380002982368,1.3761228647553e-30,0.91380002982368,2.17410513750615e-112,0.44905243185751,891596958,380151130
4.08543290979331e-13,3.65128508614299e-81,4.08543290979331e-13,7.08626553922464e-71,1.66901626953973e-14,170287399,380151130
1.0722648669085e-05,1.25983801863353e-34,1.0722648669085e-05,7.07921255743916e-98,1.03648685209566e-05,1112052982,380151130
0.770004773672424,0.18632512962916,0.442066832803132,1.21810940380536e-175,0.770004773672424,1249375621,380151130
0.957556896976578,0.957556896976578,0.0587101012994837,3.61611510000912e-183,0.935942240593061,1211272882,380151130
0.998628033236511,0.0280290107274768,1.14361093366747e-07,4.80281059256104e-181,0.998628033236511,1743540125,380151130
0.967935217782027,0.343827081081526,0.00534226444156455,3.40187204670527e-178,0.967935217782027,518788979,380151130
