"p_cit","p_TL","p_TG","p_GL","p_Lind","childseed","Parentseed"
0.832111410413616,0.0314361859541966,0.832111410413616,0.618522953422041,0.573668362203082,149742059,121861329
0.409770598679795,3.20055466378414e-09,0.248668686840711,0.409770598679795,0.216200577069005,71239088,121861329
0.621783638505978,1.35803923806126e-25,0.618568832945948,0.536901356414134,0.621783638505978,662855833,121861329
0.853794793908398,1.07979565928937e-49,0.754674723868482,0.853794793908398,0.528467893990624,59729702,121861329
0.89298002942076,1.915866604604e-76,0.89298002942076,0.15350933542465,0.532593570487543,28766702,121861329
0.872010780554602,6.46819273686601e-117,0.134219819117112,0.00576015475671698,0.872010780554602,1537945462,121861329
0.694143721076472,7.85958345812455e-137,0.451875210330343,0.066537278295478,0.694143721076472,864929967,121861329
0.552398108328174,7.58031199701276e-170,0.0972363315137059,0.552398108328174,0.458139844538586,658203503,121861329
0.756382771695042,1.57025750900696e-227,0.0811023568554947,0.179234411332762,0.756382771695042,1622221587,121861329
0.927428647176062,2.91923919799338e-247,0.7336872040072,0.927428647176062,0.473051624111787,673848838,121861329
0.728421944188676,0.6009533342547,0.611819102176234,1.92115735184527e-08,0.728421944188676,551593257,121861329
0.87018023694845,3.14589565779194e-07,0.87018023694845,1.90607293768484e-06,0.4231826910846,786198675,121861329
0.967518364682878,3.57267599435719e-24,0.0627465578944068,1.00589374995053e-09,0.967518364682878,1887923902,121861329
0.542248379032371,4.44378818669003e-47,0.542248379032371,6.71569475613105e-07,0.307000018045894,1416615004,121861329
0.266533578987662,3.98822429985271e-79,0.266533578987662,0.0113628454374463,0.2170993269205,490012085,121861329
0.792491174477562,3.08321152637421e-111,0.792491174477562,0.000218054827499324,0.549452516439886,957329834,121861329
0.351316055106197,6.86990862607308e-128,0.351316055106197,0.0167739216885305,0.321639576808512,171834770,121861329
0.834530007548322,2.38809059478787e-186,0.834530007548322,0.0153789967272537,0.540674947539843,878302944,121861329
0.909275474776605,5.97468001928333e-217,0.909275474776605,0.0258582767682787,0.497013364647445,1977759748,121861329
0.840553393448814,1.43597219584125e-263,0.840553393448814,0.166969990404113,0.464689874962888,1952054201,121861329
0.154483757020514,0.154483757020514,0.145510672366357,2.34525603502036e-26,0.073169329156147,1258175409,121861329
0.234732643446134,4.64668358985085e-07,0.234732643446134,7.88282618575367e-25,0.130207936220646,1996015060,121861329
0.888113921261534,2.58868329481664e-21,0.888113921261534,9.75058293049692e-21,0.460576312597068,746402738,121861329
0.72503944907407,1.51232728003355e-53,0.471608350505635,1.1790839231881e-15,0.72503944907407,223011927,121861329
0.424186008032406,5.74262061286083e-83,0.424186008032406,5.97936796865744e-10,0.294017053828995,413424861,121861329
0.649930550078426,5.39813706616859e-90,0.606470383606121,2.23570688937048e-13,0.649930550078426,1435912370,121861329
0.641717070989867,2.01405762308818e-135,0.61395930847696,3.64379320224431e-10,0.641717070989867,1745438307,121861329
0.680601977048508,9.01717515197414e-191,0.680601977048508,5.63489853626241e-07,0.408114750723443,251814821,121861329
0.826962318291416,9.96370097598133e-222,0.826962318291416,5.68746104519272e-06,0.539219504601582,182968655,121861329
0.38082689882566,7.3591731102862e-255,0.378453329515386,0.00193633041005187,0.38082689882566,268584756,121861329
0.876781344473272,0.612326866586133,0.876781344473272,6.5778818222936e-54,0.504909968584829,733510295,121861329
0.876135920800635,7.6108281478355e-08,0.27222668581107,1.15690071344635e-47,0.876135920800635,280671473,121861329
0.49156853931066,5.64751045369883e-21,0.49156853931066,2.90430796412426e-37,0.236577389756973,1619287621,121861329
0.226840242050625,1.1951551244777e-50,0.226840242050625,1.49326307884957e-36,0.142635209050582,287613491,121861329
0.820703066711944,1.42478215740957e-75,0.292206143827047,2.6038480199395e-34,0.820703066711944,1380965323,121861329
0.876675464631498,1.25555925829157e-102,0.147626557871792,1.03115483631012e-25,0.876675464631498,1866277655,121861329
0.515310048720412,2.09025052882537e-125,0.515310048720412,8.41603141262985e-18,0.289559304508767,282798372,121861329
0.397443143602069,2.11855766249382e-169,0.397443143602069,9.34310801105267e-13,0.335555117386457,958075898,121861329
0.785084979660202,2.43679543555302e-230,0.785084979660202,6.05658887306138e-10,0.557286326985433,868179100,121861329
0.844048917552881,1.89448665524998e-250,0.0479773189312028,2.77157139973619e-12,0.844048917552881,1198637714,121861329
0.856495038930055,0.0329692305184672,0.28332611466772,1.25349670712556e-69,0.856495038930055,1485890278,121861329
0.870007914019555,0.000510944382358046,0.870007914019555,1.1847821508862e-74,0.572700855997868,1506651398,121861329
0.815163106847744,7.73987673484418e-22,0.815163106847744,2.41882705483896e-64,0.574757478646411,1634898656,121861329
0.924843120099904,6.75054974824621e-50,0.924843120099904,1.38323899757839e-56,0.444132429544885,1683055746,121861329
0.058382467123605,3.51405659333299e-78,0.058382467123605,4.6016438680711e-37,0.0420476115525435,1994924399,121861329
0.220877644684379,1.95929317792743e-111,0.220877644684379,3.8205643441693e-30,0.173890569780583,750444145,121861329
0.629134409572044,1.19151558958286e-135,0.629134409572044,5.33386577504888e-31,0.330731713571848,649576004,121861329
0.903018415193779,8.11152667823495e-176,0.0926144241496647,1.35123578077049e-28,0.903018415193779,241948973,121861329
0.653088478728487,6.97079511867676e-213,0.551208739009607,8.83167779162489e-18,0.653088478728487,85500729,121861329
0.215138836595004,1.73060278505662e-253,0.146512056553656,1.80174961900038e-08,0.215138836595004,781466950,121861329
0.198354704223463,0.0404639791325784,0.198354704223463,2.85591196294884e-98,0.0746637433961488,677622283,121861329
0.568022869085676,3.1575622962649e-09,0.568022869085676,1.20335403610175e-103,0.320474938262792,1449695846,121861329
0.869438600734108,4.98460769751968e-31,0.869438600734108,1.65875570752072e-79,0.577902615049467,2065974317,121861329
0.947930034797436,7.50742806541019e-43,0.0769577921836377,7.75076716136816e-76,0.947930034797436,2122313506,121861329
0.747860857158097,3.64327522104913e-83,0.747860857158097,9.9041817334976e-60,0.596041776567911,1383070455,121861329
0.829208786291816,2.0974645458219e-105,0.829208786291816,1.39159715712355e-53,0.594361609664565,1704693894,121861329
0.849198151191504,5.05669948112033e-139,0.210928539284771,3.13135903211119e-47,0.849198151191504,641278339,121861329
0.725500880992731,1.75217569312881e-178,0.725500880992731,3.53592693586351e-27,0.375885353472913,1857056507,121861329
0.690914349185798,1.54715734461075e-217,0.690914349185798,8.88393888507564e-21,0.398807020785619,952276194,121861329
0.865605601249317,1.50954319311383e-257,0.865605601249317,5.96934433615076e-16,0.466055521237582,305962465,121861329
0.776357671765299,0.052776461008283,0.776357671765299,1.60458769356193e-137,0.365276087620184,104929497,121861329
0.0299183014668971,3.80121066924634e-05,0.0299183014668971,4.77628198192458e-139,0.00936723792074888,1183186009,121861329
0.316038230486003,8.71967444628753e-27,0.316038230486003,1.81674748143522e-113,0.159943871132354,256842297,121861329
