parameters,p_cit,p_TassocL,p_TassocGgvnL,p_GassocLgvnT,p_LindTgvnG,CIT_final_call,,p_L->A,p_L->B,"diff(B|A,B|A,L)",final_call
0.4_0.2,7.322249577314269e-11,9.74925068674578e-31,7.322249577314269e-11,9.19420812487e-313,6.1442723052918994e-12,causal, ,0.0,0.0,0.47, 
0.4_0.3,1.1141662628035501e-15,1.2684431977948e-69,2.79130248604803e-18,2.83082254649366e-289,1.1141662628035501e-15,causal, ,0.0,0.0,0.03,causal
0.4_0.4,6.732919432057821e-23,3.16470782346031e-100,8.449415065513509e-33,9.31652753293544e-263,6.732919432057821e-23,causal, ,0.0,0.0,0.08, 
0.4_0.5,9.95787406685795e-53,7.18542638629118e-136,9.95787406685795e-53,8.51914055902875e-236,6.20952363982656e-89,causal, ,0.0,0.0,0.09, 
0.4_0.6,5.9180035109880806e-67,9.9512458339427e-156,5.9180035109880806e-67,2.01718636765585e-198,4.3176381180646994e-159,causal, ,0.0,0.0,0.0,causal
0.4_0.7,2.20439163719088e-86,2.3078306443540002e-171,2.20439163719088e-86,5.64694888032901e-190,5.36918083101226e-95,causal, ,0.0,0.0,0.33, 
0.4_0.8,4.37262810893385e-107,1.1853444077647701e-201,4.37262810893385e-107,6.787200413901021e-149,0.0,causal, ,0.0,0.0,0.02,causal
0.4_0.9,2.21775095164566e-137,3.01428909465167e-213,3.44945139046694e-141,2.21775095164566e-137,2.7409994244612e-169,causal, ,0.0,0.0,0.01,causal
0.4_1,1.36538606866926e-116,3.35374097124285e-228,2.5861931590528002e-145,1.36538606866926e-116,0.0,causal, ,0.0,0.0,0.01,causal
0.4_3,1.2021430330888398e-28,0.0,0.0,1.2021430330888398e-28,0.0,causal, ,0.0,0.0,1.0, 
0.5_0.1,0.0140418768293757,8.22024908817775e-13,0.0009271193119594,0.0,0.0140418768293757,causal, ,0.0,0.0,0.72, 
0.5_0.2,2.73364391418828e-07,1.09807383712257e-55,1.20771796215083e-07,0.0,2.73364391418828e-07,causal, ,0.0,0.0,0.29, 
0.5_0.3,1.02736248057819e-17,2.4911110572720302e-105,2.0336875216699702e-23,0.0,1.02736248057819e-17,causal, ,0.0,0.0,0.4, 
0.5_0.4,3.10853176036189e-38,4.13796662609795e-150,3.10853176036189e-38,1.19687215716247e-287,1.53785279918437e-72,causal, ,0.0,0.0,0.41, 
0.5_0.5,1.1925472760940801e-51,4.39790093386211e-184,1.1925472760940801e-51,5.7432111235920704e-260,2.41148676040153e-82,causal, ,0.0,0.0,0.04,causal
0.5_0.6,5.11934321772079e-50,7.274556642334151e-200,5.11934321772079e-50,2.8850626333064197e-242,1.60699532094275e-63,causal, ,0.0,0.0,0.08, 
0.5_0.7,3.08144109896124e-95,1.2728684776974198e-238,3.08144109896124e-95,2.9398878472951904e-188,2.35389480017483e-130,causal, ,0.0,0.0,0.52, 
0.5_0.8,3.7740206635842e-116,3.93287920197877e-282,3.7740206635842e-116,5.447961699304919e-168,1.15850733629504e-243,causal, ,0.0,0.0,0.72, 
0.5_0.9,1.2394464514662501e-121,1.0034751998933199e-295,1.2394464514662501e-121,7.693596803211261e-151,0.0,causal, ,0.0,0.0,0.16, 
0.5_1,7.101545587112849e-116,0.0,6.88210030581834e-140,7.101545587112849e-116,4.14787968584151e-256,causal, ,0.0,0.0,0.0,causal
0.5_3,6.80052371014822e-25,0.0,0.0,6.80052371014822e-25,0.0,causal, ,0.0,0.0,0.0,causal
0.6_0.1,0.0080280387324551,4.151531137509e-16,0.0080280387324551,0.0,0.0013216090393542,causal, ,0.0,0.0,0.73, 
0.6_0.2,7.0449561375522e-08,9.66490545159257e-68,7.0449561375522e-08,0.0,1.75126901981069e-09,causal, ,0.0,0.0,0.13, 
0.6_0.3,3.13005489860505e-19,5.187999636400359e-125,1.19898847056272e-22,0.0,3.13005489860505e-19,causal, ,0.0,0.0,0.2, 
0.6_0.4,9.63577728578616e-37,1.07081598463468e-187,9.63577728578616e-37,8.99480202723515e-301,1.0471502812706699e-42,causal, ,0.0,0.0,0.12, 
0.6_0.5,6.819517656744631e-44,7.54967965750649e-217,6.819517656744631e-44,1.86885531469497e-276,1.17573704591566e-76,causal, ,0.0,0.0,0.09, 
0.6_0.6,2.18152391920638e-66,1.29490966981831e-274,2.18152391920638e-66,1.3730121167186399e-238,8.37716811553151e-107,causal, ,0.0,0.0,0.93, 
0.6_0.7,1.7283832129960899e-81,8.78666718763723e-296,1.7283832129960899e-81,5.78608096849422e-206,1.65094760482615e-262,causal, ,0.0,0.0,0.21, 
0.6_0.8,4.87880786355425e-102,0.0,4.87880786355425e-102,3.85146885316012e-176,8.36721416349792e-268,causal, ,0.0,0.0,0.03,causal
0.6_0.9,8.18629306713794e-122,0.0,8.18629306713794e-122,4.11691795721773e-136,4.7344647682089196e-266,causal, ,0.0,0.0,0.07, 
0.6_1,6.37795928080234e-131,0.0,4.5515658782228e-168,6.37795928080234e-131,1.56043385689242e-299,causal, ,0.0,0.0,0.21, 
0.6_3,4.2767331208208304e-20,0.0,0.0,4.2767331208208304e-20,0.0,causal, ,0.0,0.0,0.0,causal
0.7_0.1,0.0162601717970753,3.37088219800637e-28,0.0162601717970753,0.0,0.0042929446701678,causal, ,0.0,0.0,0.05, 
0.7_0.2,3.12344872982599e-11,3.59946208822671e-86,3.12344872982599e-11,0.0,1.51543413738728e-11,causal, ,0.0,0.0,0.05, 
0.7_0.3,8.4476335044819e-18,6.9101534887188e-151,8.4476335044819e-18,0.0,9.664161584377851e-25,causal, ,0.0,0.0,0.7, 
0.7_0.4,2.6512401507145497e-29,2.43657340862841e-226,2.6512401507145497e-29,0.0,2.03614907062116e-30,causal, ,0.0,0.0,0.26, 
0.7_0.5,2.1080976664864901e-44,5.4667575945385e-274,2.1080976664864901e-44,3.3347675748222297e-280,1.28028454969443e-49,causal, ,0.0,0.0,0.26, 
0.7_0.6,1.1123093347587301e-60,1.4723862274900998e-287,2.1874694996435601e-85,1.08725784084295e-259,1.1123093347587301e-60,causal, ,0.0,0.0,0.29, 
0.7_0.7,9.74280162585619e-86,0.0,9.74280162585619e-86,3.31510639451842e-196,1.17161310807326e-129,causal, ,0.0,0.0,0.02,causal
0.7_0.8,1.81998633429807e-81,0.0,2.81885017011864e-137,3.24301731861258e-192,1.81998633429807e-81,causal, ,0.0,0.0,0.5, 
0.7_0.9,8.21474280318731e-136,0.0,8.21474280318731e-136,1.7142175361517102e-149,0.0,causal, ,0.0,0.0,0.88, 
0.7_1,6.06538805320154e-152,0.0,4.67646528327977e-152,6.06538805320154e-152,4.46241185823947e-299,causal, ,0.0,0.0,0.03,causal
0.7_3,1.58821922901329e-22,0.0,0.0,1.58821922901329e-22,0.0,causal, ,0.0,0.0,0.0,causal
0.8_0.1,0.167215817213352,2.7565086740970303e-31,0.167215817213352,0.0,0.0792760089617375, , ,0.0,0.0,0.49, 
0.8_0.2,5.07881454262511e-07,1.6775982965243398e-103,5.12710101641699e-14,0.0,5.07881454262511e-07,causal, ,0.0,0.0,0.15, 
0.8_0.3,6.1305671135802505e-25,1.99562092141593e-181,6.1305671135802505e-25,0.0,7.16655316052202e-26,causal, ,0.0,0.0,0.38, 
0.8_0.4,6.2842907686829e-26,9.378825269844959e-256,1.04646373151969e-29,0.0,6.2842907686829e-26,causal, ,0.0,0.0,0.56, 
0.8_0.5,5.14904503004457e-53,5.96807e-319,5.14904503004457e-53,1.1237153830824e-310,4.54773732655907e-79,causal, ,0.0,0.0,0.92, 
0.8_0.6,1.3838914757336698e-56,0.0,1.3838914757336698e-56,2.82771381655018e-261,5.530375785391541e-97,causal, ,0.0,0.0,0.65, 
0.8_0.7,7.41997158816222e-104,0.0,7.41997158816222e-104,1.7662417740461402e-197,3.73664045057986e-267,causal, ,0.0,0.0,0.66, 
0.8_0.8,6.27073611597018e-121,0.0,6.27073611597018e-121,1.75669152231419e-195,1.3652173165043801e-157,causal, ,0.0,0.0,0.31, 
0.8_0.9,1.9527357885611598e-124,0.0,1.9527357885611598e-124,3.18021101472169e-160,0.0,causal, ,0.0,0.0,0.07, 
0.8_1,5.7158434896334606e-145,0.0,5.7158434896334606e-145,1.1178624087159899e-158,1.75998507219023e-300,causal, ,0.0,0.0,0.89, 
0.8_3,6.70697569484799e-23,0.0,0.0,6.70697569484799e-23,0.0,causal, ,0.0,0.0,0.67, 
0.9_0.1,0.0027818836606954,1.78245850972923e-48,0.0003140230458606,0.0,0.0027818836606954,causal, ,0.0,0.0,0.8, 
0.9_0.2,8.53529835618249e-10,2.60787118294204e-134,2.12001375659545e-14,0.0,8.53529835618249e-10,causal, ,0.0,0.0,0.99, 
0.9_0.3,3.74372514634606e-15,2.84774180176396e-217,2.6971469128791e-20,0.0,3.74372514634606e-15,causal, ,0.0,0.0,0.22, 
0.9_0.4,5.24340773206896e-24,1.63709470363059e-272,2.56290396012713e-37,0.0,5.24340773206896e-24,causal, ,0.0,0.0,0.81, 
0.9_0.5,3.10714179430572e-43,0.0,3.10714179430572e-43,0.0,6.43853233698864e-57,causal, ,0.0,0.0,0.82, 
0.9_0.6,4.21624126763786e-58,0.0,4.21624126763786e-58,1.9615680841767698e-265,3.69613837861562e-89,causal, ,0.0,0.0,0.31, 
0.9_0.7,6.44512299489939e-87,0.0,6.44512299489939e-87,1.34623354738583e-218,5.304600193000109e-270,causal, ,0.0,0.0,0.9, 
0.9_0.8,4.48237856882421e-114,0.0,4.48237856882421e-114,5.63650983163771e-198,2.2735917557269498e-160,causal, ,0.0,0.0,0.22, 
0.9_0.9,1.09356183160086e-141,0.0,1.09356183160086e-141,4.86552676513038e-153,0.0,causal, ,0.0,0.0,0.2, 
0.9_1,1.10938369908968e-135,0.0,2.0941081565715202e-151,1.10938369908968e-135,0.0,causal, ,0.0,0.0,1.0, 
0.9_3,2.41174249848601e-25,0.0,0.0,2.41174249848601e-25,0.0,causal, ,0.0,0.0,0.82, 
1_0.1,0.0826953413211664,6.9395795793412e-52,0.0826953413211664,0.0,0.0154435749431812, , ,0.0,0.0,0.94, 
1_0.2,9.493562817121211e-09,1.07218839107944e-143,9.493562817121211e-09,0.0,4.35612146370382e-09,causal, ,0.0,0.0,0.18, 
1_0.3,3.6248336722627e-17,5.74241901673554e-244,3.6248336722627e-17,0.0,1.94155942387168e-20,causal, ,0.0,0.0,0.11, 
1_0.4,4.64005892819771e-17,0.0,2.06201128657877e-24,0.0,4.64005892819771e-17,causal, ,0.0,0.0,0.59, 
1_0.5,2.04395494747292e-54,0.0,2.04395494747292e-54,8.96823e-319,1.23584545466436e-70,causal, ,0.0,0.0,0.17, 
1_0.6,2.4447334030521798e-62,0.0,2.4447334030521798e-62,5.34406650617348e-264,3.71533289769986e-89,causal, ,0.0,0.0,0.95, 
1_0.7,6.64420805710186e-81,0.0,6.64420805710186e-81,8.17482838858239e-226,6.6718700518027e-184,causal, ,0.0,0.0,0.6, 
1_0.8,1.5780438371040298e-122,0.0,1.5780438371040298e-122,2.34711077618664e-176,0.0,causal, ,0.0,0.0,0.98, 
1_0.9,8.41739801900237e-121,0.0,8.41739801900237e-121,6.658620314706279e-164,2.15024321344654e-299,causal, ,0.0,0.0,0.41, 
1_1,4.09634139089093e-140,0.0,1.00130245433604e-144,4.09634139089093e-140,0.0,causal, ,0.0,0.0,0.98, 
1_3,8.20285511643367e-21,0.0,0.0,8.20285511643367e-21,0.0,causal, ,0.0,0.0,0.92, 
3_0.1,0.0041049659371001,1.3783116393455201e-247,0.0036026813428007,0.0,0.0041049659371001,causal, ,0.0,0.0,0.43, 
3_0.2,1.03132138443139e-06,0.0,3.4397023689652696e-12,0.0,1.03132138443139e-06,causal, ,0.0,0.0,0.83, 
3_0.3,4.7581725436412805e-20,0.0,4.7581725436412805e-20,0.0,3.28082967650574e-22,causal, ,0.0,0.0,0.29, 
3_0.4,6.07556693706678e-35,0.0,6.07556693706678e-35,0.0,8.93395189835046e-48,causal, ,0.0,0.0,0.05, 
3_0.5,1.06058291281613e-45,0.0,1.06058291281613e-45,0.0,1.61550486668666e-50,causal, ,0.0,0.0,0.19, 
3_0.6,1.22791135067561e-66,0.0,1.22791135067561e-66,1.08724545384684e-281,1.38351638562677e-169,causal, ,0.0,0.0,0.59, 
3_0.7,9.84176879793551e-100,0.0,9.84176879793551e-100,3.8718331567108097e-243,7.167410207093351e-199,causal, ,0.0,0.0,0.01,causal
3_0.8,1.92751597256243e-116,0.0,1.92751597256243e-116,1.29364877330115e-185,0.0,causal, ,0.0,0.0,0.19, 
3_0.9,4.85863547844989e-116,0.0,4.85863547844989e-116,4.58737323856046e-186,0.0,causal, ,0.0,0.0,0.73, 
3_1,1.1731526312262e-144,0.0,2.2550412562805297e-164,1.1731526312262e-144,0.0,causal, ,0.0,0.0,0.19, 
3_3,1.37616244093707e-29,0.0,0.0,1.37616244093707e-29,0.0,causal, ,0.0,0.0,0.3, 
