51284,0.0,0.1,0.4
34249,0.0,0.15,0.11
13206,0.0,0.02,0.03
58486,0.0,0.55,0.38
1225,0.0,0.05,0.69
26401,0.0,0.08,0.97
43507,0.0,0.77,0.41
49416,0.0,0.2,0.59
50651,0.0,0.92,0.69
57334,0.0,0.74,0.24
13630,0.0,0.36,0.66
22041,0.0,0.05,0.85
45342,0.0,0.21,0.64
33892,0.0,0.27,1.0
43127,0.0,0.06,0.81
8899,0.0,0.66,0.33
15006,0.0,0.68,0.69
44154,0.0,0.0,0.02
38972,0.0,0.0,0.27
42961,0.0,0.9,0.62
32655,0.0,0.72,0.11
14224,0.0,0.5,0.12
5743,0.0,0.05,0.49
27361,0.0,0.81,0.61
57691,0.0,0.17,0.68
15251,0.0,0.92,0.95
39639,0.06,0.75,0.49
2821,0.0,0.96,0.8
61884,0.0,0.01,0.7
43424,0.0,0.17,0.91
9298,0.0,0.05,0.8
48581,0.0,0.01,0.05
23481,0.0,0.67,0.52
6461,0.0,0.01,0.97
4770,0.03,0.83,0.05
1010,0.0,0.75,0.84
9847,0.0,0.97,1.0
43354,0.0,0.68,0.73
10584,0.0,0.0,0.99
27948,0.0,0.6,0.09
26580,0.0,0.55,0.39
3260,0.0,0.62,0.48
37513,0.0,0.08,0.55
31123,0.0,0.87,0.99
61930,0.0,0.02,0.77
16132,0.0,0.05,1.0
3938,0.0,0.86,1.0
26626,0.0,0.95,0.79
20524,0.0,0.15,0.25
1821,0.0,0.92,0.99
2114,0.0,0.6,0.64
12980,0.0,0.01,0.8
3209,0.0,0.0,0.38
9184,0.0,0.18,1.0
49187,0.0,0.76,0.8
16596,0.0,0.01,0.14
8052,0.0,1.0,0.85
38730,0.0,0.12,0.75
12424,0.02,0.37,0.85
23456,0.0,0.79,0.56
31471,0.0,0.15,0.79
35593,0.0,0.01,1.0
55903,0.0,0.0,0.91
34203,0.0,0.38,0.47
38653,0.0,0.68,0.54
20310,0.0,0.17,0.96
56306,0.0,0.07,0.93
59267,0.0,0.43,1.0
45162,0.0,0.31,0.82
33772,0.0,0.4,0.75
52922,0.0,0.41,0.79
7517,0.0,0.84,0.6
42507,0.0,0.31,0.66
47230,0.0,0.2,0.98
2851,0.0,0.08,0.01
4114,0.0,0.5,0.42
30856,0.0,1.0,0.78
18950,0.0,0.66,0.23
39636,0.0,0.9,0.73
29009,0.0,0.19,0.73
48872,0.0,0.02,1.0
27192,0.0,0.83,0.88
15985,0.0,0.04,0.98
41220,0.0,0.05,0.83
60058,0.0,0.81,0.55
20596,0.0,0.07,0.93
16834,0.0,0.44,0.92
22689,0.0,0.98,0.86
10131,0.0,0.3,0.73
15166,0.0,0.42,0.06
24600,0.0,0.29,0.7
44528,0.0,0.01,0.81
57966,0.0,0.2,0.59
12234,0.01,0.08,0.93
29069,0.0,0.19,0.4
20167,0.0,0.61,0.93
2916,0.0,0.74,0.31
34182,0.0,0.0,1.0
10691,0.0,0.02,0.31
31684,0.0,0.01,0.03
26753,0.0,0.0,0.02
37463,0.0,0.1,0.16
60048,0.0,0.39,0.74
53418,0.0,0.63,0.81
51675,0.0,0.57,0.12
28926,0.0,0.21,0.56
17410,0.0,0.06,0.13
24051,0.0,0.25,0.45
60187,0.0,0.51,0.55
40276,0.0,0.77,0.28
59520,0.0,0.01,0.14
17983,0.0,0.17,0.64
54162,0.0,0.04,0.68
15661,0.0,0.01,0.84
44703,0.0,0.02,0.3
58792,0.0,0.46,0.16
46140,0.0,0.12,0.87
43979,0.0,0.29,1.0
44485,0.0,0.53,0.81
51926,0.0,0.79,0.63
8326,0.0,0.44,0.99
5257,0.0,0.0,0.53
54057,0.0,0.15,0.71
