p_cit,p_TL,p_TG,p_GL,p_Lind,GroundTruth
0.99999671928139,0.526751540166998,1.4514166771364898e-42,3.0250598719072997e-13,0.99999671928139,1
0.770998199751332,0.770998199751332,3.15444855347678e-05,4.327070792865e-06,0.654043790391803,1
0.160258184185963,0.0137233579640908,0.147843942552166,0.0002326002766734,0.160258184185963,1
0.86429596970497,0.304704451117218,0.86429596970497,2.9398626352195098e-71,0.735531779116107,1
0.999991931251477,0.797223057126697,4.16582197952382e-12,2.05154715965615e-34,0.999991931251477,1
0.999999999923194,0.709818916440046,2.8936959305122197e-29,6.825035478234979e-36,0.999999999923194,1
0.999998372558293,0.0004894629109926,5.30511753015078e-06,3.29512951300869e-58,0.999998372558293,1
1.0,0.0856202004192682,5.14612378923209e-34,0.000542499286847,1.0,1
0.999989903964981,0.0448757345993804,0.0001486690026052,3.88422727653258e-13,0.999989903964981,1
0.999648892294472,0.0935071734166719,7.35230981635485e-23,1.48536035064939e-56,0.999648892294472,1
0.988891383185805,0.053665572941009,0.0246637313265521,2.05613186546932e-59,0.988891383185805,1
0.952527438701011,0.512979080304073,5.63453171802839e-23,4.31966018576295e-07,0.952527438701011,1
1.0,0.111579661061253,1.5994454774700201e-15,1.36574689594459e-05,1.0,1
0.99929287629657,0.804227261277838,0.0017659842434898,0.0,0.99929287629657,1
0.624565081452181,0.520172197223786,0.624565081452181,0.0,0.214231103063905,1
0.994499831453001,0.681128328235466,5.07790832571911e-07,2.73701940859611e-34,0.994499831453001,1
1.0,0.255622601864008,1.06527006587891e-68,0.0002305490882286,1.0,1
0.999908559734662,0.0212187183496968,0.0012779306609064,3.73325396439463e-05,0.999908559734662,1
0.880949933859223,0.272225126770223,0.880949933859223,0.0064857346337805,0.52398152129358,1
0.745722817341933,0.569244444847985,0.745722817341933,0.0,0.0200155062012718,1
0.296823039280661,0.296823039280661,3.36067971234635e-28,1.03589663698113e-06,0.0332326867586744,1
0.672229353990798,0.165106144600629,0.672229353990798,0.000398965422359,0.346801048560496,1
0.999992821311928,0.487011526279666,1.8590653446112e-06,2.06144662065239e-06,0.999992821311928,1
0.999999951816459,0.132043855092887,1.29818370830901e-07,7.78148321756204e-36,0.999999951816459,1
0.730242545597065,0.012783298507444,0.730242545597065,4.8465737114877595e-262,0.230045301385072,1
0.447238103060309,0.419871944427086,0.447238103060309,0.0003957650238656,0.215684529829899,1
0.873351774311806,0.568348509403081,0.163752748551496,0.0,0.873351774311806,1
0.999869791591186,0.358937662478747,3.87896005967873e-05,6.86503844872522e-05,0.999869791591186,1
0.691847308088999,0.691847308088999,0.472684647968483,3.27826594676664e-16,0.186687767328341,1
1.0,0.550329115673973,2.55973029892323e-113,1.8249113480170298e-92,1.0,1
0.999886000236604,0.733450814563591,3.09941355029402e-25,7.25850923847957e-13,0.999886000236604,1
0.867941481542106,0.0680033491045088,0.867941481542106,1.55390298654827e-19,0.617294127996126,1
0.999699674533846,0.878748761597311,1.8406226539473e-16,1.00825218590351e-06,0.999699674533846,1
1.0,0.213124055838933,4.92440974842512e-81,1.2791111012466899e-40,1.0,1
0.995547681040439,0.263869512568426,5.81070973890508e-37,1.8716143259194802e-14,0.995547681040439,1
0.0743355711595623,0.0743355711595623,0.0050463872429628,5.02691100064013e-26,0.0029813888521721,1
0.999999995397845,0.671858785551356,3.17493340004787e-34,1.71766532612129e-07,0.999999995397845,1
0.999999986304543,0.450217380683004,2.43862302407852e-37,3.4931561495636e-36,0.999999986304543,1
1.0,0.526620915506299,7.15562332827332e-39,8.12667900117622e-15,1.0,1
0.148035589258087,0.148035589258087,7.82446315193462e-05,0.0070936933824096,0.0017428204188605,1
0.682765715191097,0.682765715191097,1.61964656566933e-06,2.81479607165147e-06,0.335158141315791,1
0.999999984428637,0.688974987067536,3.0392223001088404e-19,3.43693023266622e-41,0.999999984428637,1
0.894821251672029,0.300902529174295,0.164474389155936,3.3639947602159197e-12,0.894821251672029,1
0.780378382612368,0.0254532326017031,0.780378382612368,1.46782323734294e-26,0.722587894569073,1
0.251082819137129,0.000217746119841,0.251082819137129,1.3332840029487e-53,0.136250327622489,1
0.985755537677784,0.740684823502064,0.0055360985415583,1.8305129240167897e-12,0.985755537677784,1
0.419535266775062,0.419535266775062,2.31515070348578e-13,5.92285098755228e-06,7.42156546177555e-08,1
0.999605884164326,0.809501219686421,1.91332359858157e-08,2.97064626207209e-33,0.999605884164326,1
0.787469058015832,9.91560601652376e-06,0.787469058015832,8.14747178837455e-54,0.416923181082004,1
0.999999929589936,0.293030426455379,1.6953273766940501e-10,0.0006504996954419,0.999999929589936,1
