p_cit,p_TL,p_TG,p_GL,p_Lind,GroundTruth
0.0260514058459486,0.0260514058459486,0.0005052870934733,3.29318953966475e-70,1.08530564330968e-06,1
0.87453358832455,0.17185544752768,0.29692371417822,3.79042734064704e-55,0.87453358832455,1
0.999997356644613,0.104702871365556,4.02294539716183e-20,5.42708662943967e-92,0.999997356644613,1
0.996807364763112,0.0730418756425364,0.0216175134222311,1.82805877491743e-12,0.996807364763112,1
0.868154168238467,0.574660070218728,0.154289549543862,0.0003305783532856,0.868154168238467,1
1.0,0.0678468381616012,1.63399547115596e-24,2.2190236706415702e-67,1.0,1
1.0,0.162354092810459,8.15299456658204e-41,2.58050395012039e-22,1.0,1
0.999998681550168,0.37330358203386,1.2251084941476499e-48,2.15675143181428e-13,0.999998681550168,1
1.0,0.113869748035179,6.952069431775909e-18,0.0018293351489456,1.0,1
0.0321919645144853,0.0321919645144853,4.63400751785925e-07,6.53629995483778e-07,8.22769538813571e-07,1
0.0484759876323621,0.0008213045785579,0.0273869044179815,2.5307427529917902e-53,0.0484759876323621,1
0.999999999986015,0.292998075427651,3.48410343705076e-36,2.22134287645864e-42,0.999999999986015,1
0.999999999999253,0.881385357078135,7.221749317038931e-25,5.47751156082452e-43,0.999999999999253,1
0.999968735598535,0.40320244966893,9.41090213387863e-07,5.194530376370371e-44,0.999968735598535,1
0.988961941967908,0.404497789522461,1.39501664203213e-22,1.5632659597484299e-12,0.988961941967908,1
0.735346419353871,0.162365575000818,0.452297411729941,0.0,0.735346419353871,1
0.999997158969212,0.462961220590103,1.35414138522357e-06,2.7725188752101e-05,0.999997158969212,1
0.323300571036085,0.323300571036085,0.139285490081306,1.00464510808712e-54,0.0779773104330331,1
0.702184093850965,0.0468061631395116,0.702184093850965,1.40051255761425e-19,0.647151571062737,1
0.0063939215601391,3.97776189543327e-05,3.24672871547573e-20,0.0063939215601391,1.14324384033376e-10,1
0.925918248312106,0.304074848555857,9.60721956629193e-07,2.93488217263688e-75,0.925918248312106,1
0.999992335212429,0.910473113659278,1.65765353115341e-08,9.20750704615201e-17,0.999992335212429,1
0.999974114786261,0.521292002694873,7.447095192475029e-11,3.7447620851435297e-13,0.999974114786261,1
0.466411379763143,5.38612186855816e-05,0.466411379763143,7.37995513455986e-32,0.160815240736319,1
0.882334940597692,0.0904745869091847,0.882334940597692,1.47454564914007e-26,0.546374342716686,1
0.691468924737751,0.691468924737751,0.308241784519784,6.73894991983839e-55,0.151034060187449,1
0.999313617371632,0.0020444973128262,0.0005691013150204,2.1626158504739497e-34,0.999313617371632,1
0.0076212416494317,0.0076212416494317,8.13832568299206e-07,2.05552363201966e-64,2.33985083854192e-05,1
0.0055053366907567,0.0055053366907567,3.7563492660872195e-43,0.0015436790903116,7.62065855513707e-51,1
0.999999999385371,0.0001562569183052,1.06122590858074e-08,1.66977412879226e-63,0.999999999385371,1
0.988548356566358,0.241210211083488,0.0150800521225711,7.46541770318296e-17,0.988548356566358,1
0.937013550580358,0.270475287577934,0.937013550580358,6.55263920552177e-39,0.682393867095596,1
0.239130256822083,0.239130256822083,0.0164486903432943,4.37282183894639e-08,0.0084448684391759,1
0.782678077196906,0.0483482799656954,0.008495928287054,0.0,0.782678077196906,1
0.104019439709916,0.104019439709916,0.0543962899572198,2.02673646000499e-54,0.0064200963855719,1
1.0,6.50048891388901e-16,2.25665135203706e-29,1.82650772000359e-79,1.0,1
0.186277036923517,0.1852581195863,0.186277036923517,3.5600988853826296e-42,0.0671686143184725,1
0.71062857638275,0.283540172944905,0.71062857638275,9.11801155259448e-33,0.626699965679113,1
0.99764075786017,0.811056181426143,0.0014635648871956,3.40559390935361e-59,0.99764075786017,1
0.0559333661826707,0.0559333661826707,2.63310661550267e-47,0.0003730757878283,4.81881556187273e-51,1
0.824937146381509,0.282255278749381,4.89669454835813e-07,3.1841542328339497e-55,0.824937146381509,1
0.987687160415561,0.190378901656752,0.0212302050166556,0.0002497031910148,0.987687160415561,1
0.921002753204468,0.538568572891026,2.72888839918166e-10,3.99067931564611e-20,0.921002753204468,1
0.99999999999995,0.111334965490479,6.949306325844521e-21,0.0,0.99999999999995,1
0.999990281176844,0.378111643160199,0.0001366918826219,0.0002229274540384,0.999990281176844,1
0.116355907054393,0.116355907054393,5.0897056316107604e-20,8.56049993214136e-12,5.67587558080054e-07,1
0.999999429263563,0.459054838120861,2.05937249224255e-07,9.45628174990072e-23,0.999999429263563,1
0.678147165641863,0.34340441240547,0.678147165641863,1.68964050382403e-42,0.651563230565499,1
1.0,2.15077689467115e-06,1.9803016581417098e-42,2.3071389975497298e-80,1.0,1
0.0314294495858266,0.0314294495858266,4.0228670063934e-08,1.84441696033559e-05,8.604977880569889e-11,1
1.0,0.0007542088026647,5.236131256178441e-31,1.27348258060912e-17,1.0,1
1.0,0.0386574881442285,5.4832495146950095e-11,2.91419964696738e-59,1.0,1
0.180775032807438,0.180775032807438,0.002409470642331,3.69903749781087e-32,8.57773225549675e-05,1
1.0,0.388164929325504,1.0012243422842899e-42,0.0001307519765341,1.0,1
0.394611499362041,0.394611499362041,0.0156820256028229,8.55848865565137e-05,0.000487867498494,1
0.999999832891931,0.192094071090047,8.95200923799211e-07,2.52941755354323e-89,0.999999832891931,1
0.999999276707024,0.376799978362168,4.98417976193763e-07,6.0441218361806795e-18,0.999999276707024,1
1.0,0.246889438888664,1.9581858630618e-146,3.93759843988792e-108,1.0,1
0.999615392660073,0.281072016311079,0.0119243299448313,4.42912689952014e-27,0.999615392660073,1
1.0,0.429927722223347,2.7573739411634498e-42,1.44942456255461e-70,1.0,1
0.744509719163419,0.101002526147563,0.744509719163419,7.4538936749069e-34,0.656208542662434,1
0.167638682500594,0.167638682500594,7.45729422086594e-08,2.0956870062621198e-34,0.092265766354481,1
0.158540378759825,0.158540378759825,7.15493762442948e-05,7.842779848906719e-11,2.74158733095934e-05,1
0.953724872834609,0.658406145823707,0.0963084698328411,3.61142317694001e-39,0.953724872834609,1
0.997643620985899,0.339526041593983,0.0001805030207329,0.0,0.997643620985899,1
1.0,0.082884995243342,3.1641135510802797e-18,1.81124366356594e-38,1.0,1
0.439876926037533,0.439876926037533,0.0005266326139851,1.7030253476779002e-26,0.246395728919699,1
0.460178239693627,0.460178239693627,0.072639440617172,6.34877375300656e-07,0.0161574254371443,1
0.024357378616507,0.024357378616507,3.0268447794614203e-61,0.0007668928582483,1.25076184618044e-53,1
0.999999911061669,2.80743036511244e-05,4.93947031556809e-07,3.81999698475337e-36,0.999999911061669,1
0.0977099440660047,0.0977099440660047,8.245706270129901e-107,0.0001285761990577,0.0004231568828612,1
0.0443716022189386,0.034269324859086,5.04710528706706e-07,5.0774939486582205e-74,0.0443716022189386,1
