p_cit,p_TL,p_TG,p_GL,p_Lind,GroundTruth
0.99999994929333,0.514554644554371,1.91068861592528e-12,7.20932818582006e-07,0.99999994929333,1
0.999999974749991,0.77280945036924,9.72493737340879e-24,1.93130739607673e-37,0.999999974749991,1
0.409540757051769,0.409540757051769,0.0277939152875378,0.0001260608755678,0.0132448655488629,1
0.0522931135977057,0.0522931135977057,3.2945689256777002e-46,3.30594402442271e-08,1.4856474655769397e-11,1
0.0466779994483747,0.0001840616892899,0.0466779994483747,0.0,0.0004547677976251,1
0.857951179870491,0.17813922869575,0.857951179870491,5.72111046161618e-05,0.446265544650556,1
0.999999999999931,0.364579628775682,1.64151644990029e-24,4.1062641791299e-14,0.999999999999931,1
0.775186838677641,0.606271006423879,0.775186838677641,1.44648247849903e-26,0.47818547927031,1
0.999871927727871,0.529388977622635,1.337095646545e-06,0.0028742445974163,0.999871927727871,1
0.261620239886135,0.261620239886135,8.72662402461922e-05,1.02341730363148e-08,1.18352240429047e-05,1
0.999998762781888,0.862740632146409,1.26619092246933e-12,2.11437680630421e-34,0.999998762781888,1
0.999999993606365,2.76796041759827e-08,1.30118216503876e-07,4.346560279069299e-37,0.999999993606365,1
0.260444478557103,0.260444478557103,0.0272531758041683,0.0001926942261687,0.0063064804824399,1
0.999999906637081,0.528523862115674,3.8943675337807604e-14,2.4842900176996003e-62,0.999999906637081,1
6.37348805528243e-12,6.37348805528243e-12,6.097486429217741e-61,1.88232105462205e-22,1.2588561668663901e-47,1
0.857329217480713,0.733833180214772,0.297652363069056,0.0003503902454441,0.857329217480713,1
0.160880416859877,0.101831254805353,0.160880416859877,0.0004841604957941,0.118225355310438,1
0.0872566784117509,0.0872566784117509,2.42582620850816e-29,6.42838027067376e-10,1.90626713468225e-09,1
1.0,0.123474907537653,2.97681967171597e-48,4.64154024646541e-07,1.0,1
0.93378408812982,0.93378408812982,0.370605646620265,1.67453977606034e-42,0.657162405946797,1
0.999999996815498,0.188252374421733,2.43340348972487e-10,3.0543182255534e-21,0.999999996815498,1
1.0,0.987407064271201,3.25130520085503e-119,2.2748189459323301e-91,1.0,1
0.527948650323546,0.223905405721627,0.527948650323546,1.8407357954335598e-26,0.226541740139588,1
1.0,0.591566430701995,3.74883271254639e-27,8.30374829586484e-06,1.0,1
0.976473649003374,0.336176529131546,0.0425319305406613,1.6267832684707998e-12,0.976473649003374,1
0.68580089666339,0.623012088376113,2.76291946785305e-05,4.18348011834464e-17,0.68580089666339,1
0.979488874536715,0.718602856571029,2.52238537023776e-10,1.66945105753075e-12,0.979488874536715,1
0.999704814650131,0.77588865677574,7.336804944932531e-10,3.00804370192313e-27,0.999704814650131,1
0.999598323405515,0.506980097231522,1.65125441267798e-10,1.12373385242435e-39,0.999598323405515,1
0.0164578373680553,0.0164578373680553,5.69538560669915e-10,1.04535655628811e-18,3.1437135192781903e-09,1
0.789250010083893,0.148262621925942,0.397073849763891,1.30526506131825e-42,0.789250010083893,1
0.999103911564144,0.0061816843545357,3.44163802129746e-61,5.1552976304201096e-36,0.999103911564144,1
0.999837870501029,0.0374175757670523,0.0019323488610358,5.72109194898331e-13,0.999837870501029,1
0.708178065833094,0.266033386716325,0.708178065833094,2.5211583871237e-12,0.679560046918379,1
0.97624249369168,0.195582557135808,0.97624249369168,4.82572276264276e-12,0.425550320858986,1
0.988712246200738,0.880828249971105,0.0143076948465482,5.79534304326832e-33,0.988712246200738,1
0.999954823282573,0.363239375859462,4.44213761984821e-18,2.8370031225245197e-40,0.999954823282573,1
0.999996215060148,0.0855617470719261,3.51316584873038e-08,4.400924706367e-07,0.999996215060148,1
0.999948355078166,0.0658818694418865,0.0001844817570201,1.95124546428109e-05,0.999948355078166,1
0.270962582234661,0.270962582234661,0.000386511133767,4.74887091277361e-12,1.0219984984195e-06,1
1.0,0.0991202669960247,2.12024604403069e-25,2.3905270110245703e-67,1.0,1
0.83050844488925,3.21712811930018e-05,0.354252049081882,4.61363608074311e-71,0.83050844488925,1
