,p_cit,p_TassocL,p_TassocGgvnL,p_GassocLgvnT,p_LindTgvnG,CIT_final_call,,p_L->A,p_L->B,"diff(B|A,B|A,L)",final_call
29758,0.959988870728539,0.736454190362121,8.42319559618076e-07,2.98071181366581e-17,0.959988870728539, , ,0.0,0.94,1.0, 
29765,0.461106471488671,0.461106471488671,9.13120274326006e-12,0.0127844631125921,1.1758091906786299e-12, , ,0.0,0.16,0.18, 
29781,0.999999999846451,0.419500576061662,3.3694311723231202e-15,5.76984089856286e-29,0.999999999846451, , ,0.0,0.64,0.94, 
29783,1.0,0.0447756798085032,1.1661625079088e-34,1.53935858212372e-89,1.0, , ,0.0,0.1,1.0, 
29792,0.994091589170417,0.345314533713982,1.8343137545953098e-26,2.7653652888154e-14,0.994091589170417, , ,0.0,0.45,0.25, 
29795,0.999554414588466,0.471313260900153,1.32714841987436e-06,2.61474259519835e-40,0.999554414588466, , ,0.0,0.44,0.34, 
29802,0.609305432240167,0.389428820514579,0.0303895463407066,4.3625670294647905e-133,0.609305432240167, , ,0.0,0.59,0.47, 
29803,0.770808644739624,0.749904769236261,0.770808644739624,9.900954307353359e-12,0.563279670266665, , ,0.0,0.59,0.62, 
29811,0.0012972175692231,1.75306547038845e-05,0.0004239022446275,5.69151289626905e-52,0.0012972175692231,causal, ,0.0,0.0,0.27, 
29824,0.003031186275133,0.0001742868920031,1.22774404471974e-07,0.003031186275133,4.31229598290158e-07,causal, ,0.0,0.01,0.46, 
29825,0.409723916529091,0.259750575997655,0.409723916529091,0.0001096901656223,0.161957664697157, , ,0.0,0.01,0.26, 
29827,0.19640695694234,0.19640695694234,1.96728880733024e-15,0.0008180787126993,9.24115831096984e-18, , ,0.0,0.47,0.01, 
29829,0.0248354988793696,0.0248354988793696,2.34860998914237e-05,0.000166946219541,8.94088095539231e-05,causal, ,0.0,0.06,0.82, 
29834,1.0,0.179646112303278,7.46990434388631e-159,3.78853554683105e-116,1.0, , ,0.0,0.37,1.0, 
29837,0.999995833005792,0.517868628005325,8.30393412401528e-08,4.5559728705139594e-11,0.999995833005792, , ,0.0,0.58,0.84, 
29840,0.999883712342806,0.736304085494875,4.1847684366962e-06,1.40325627298211e-33,0.999883712342806, , ,0.0,0.43,0.66, 
29848,0.999949524678958,0.941195930445415,1.3761997432430598e-12,2.52524576699219e-07,0.999949524678958, , ,0.0,0.97,0.91, 
29853,0.984027060589625,0.139345735716053,0.0036443019569888,5.369450542958259e-56,0.984027060589625, , ,0.0,0.29,0.99, 
29855,0.986687019114381,0.194775579748427,0.0588067939549083,1.8596737938493497e-55,0.986687019114381, , ,0.0,0.16,0.95, 
29856,0.022345322354477,9.5209605173319e-14,4.4745175146063204e-44,0.022345322354477,1.00019878958488e-21,causal, ,0.0,0.0,0.24, 
29863,0.99350580193302,0.913947974093671,0.0003664561741892,3.6818103977476e-33,0.99350580193302, , ,0.0,0.53,0.02, 
29868,0.237839760645864,0.002754214613401,2.1084226801396098e-49,3.45138981471726e-32,0.237839760645864, , ,0.0,0.03,0.5, 
29870,0.0002365160434239,0.0002365160434239,3.62842662082683e-28,4.27999826322477e-13,3.70966608453942e-21,causal, ,0.0,0.0,0.0,causal
29871,0.695359844240812,0.695359844240812,0.685753115534866,1.570800406238e-05,0.384788661182134, , ,0.03,0.08,0.95, 
29876,0.999999999794872,0.962099937779191,2.11762890303187e-16,2.18495163823735e-41,0.999999999794872, , ,0.0,0.75,1.0, 
29882,0.924705608518926,0.924705608518926,0.247545091353649,4.16877377623304e-17,0.907094654600783, , ,0.0,0.94,0.89, 
29887,0.999999999999733,0.70109423565387,1.38276701952062e-27,1.8338118350381902e-09,0.999999999999733, , ,0.0,0.49,0.72, 
29889,0.94955487351479,0.760365947660509,0.0345718226465202,3.27496180604956e-17,0.94955487351479, , ,0.0,0.86,0.77, 
29890,0.161473213932768,0.161473213932768,0.0983899192297917,0.0078726181412516,0.0471940452111939, , ,0.0,0.28,0.63, 
29899,0.995581469702974,0.70738769597592,0.0013767056614493,4.27635038730243e-10,0.995581469702974, , ,0.0,0.72,0.17, 
29902,0.983172447065244,0.391480322451478,0.007361717043383,2.69812438240678e-59,0.983172447065244, , ,0.0,0.43,0.49, 
29905,0.842741346981917,0.842741346981917,0.392934406511852,7.70219145277817e-75,0.330007932822019, , ,0.0,0.12,0.29, 
29913,0.1637268850992,0.1637268850992,1.40627635675314e-13,0.00013536672552,5.44569469842198e-13, , ,0.0,0.01,0.25, 
29922,0.0626504901913825,0.0626504901913825,0.0003667293855429,4.25293366450272e-74,0.039354561627219, , ,0.0,0.25,0.62, 
29937,0.999999999998245,0.106991648516803,7.33912736493201e-37,5.15110344550081e-59,0.999999999998245, , ,0.0,0.36,1.0, 
29940,0.937828469547077,0.765055744731593,0.057272525407655,1.47261830407395e-13,0.937828469547077, , ,0.0,0.77,0.47, 
29943,0.982359818631621,0.0443328018692383,0.0456121233557898,1.87653155061464e-34,0.982359818631621, , ,0.0,0.14,0.99, 
29944,0.0207139186942667,0.0069118496086058,0.0207139186942667,1.0689316463102e-11,0.0040617744531637,causal, ,0.0,0.05,0.75, 
29948,1.0,0.147325355386354,1.28398426744373e-72,2.9522887631333103e-32,1.0, , ,0.0,0.41,0.99, 
29950,0.710789835755493,0.0662516895495399,0.649047733295689,0.0,0.710789835755493, , ,0.0,0.16,0.97, 
29958,0.633519088464234,0.633519088464234,0.0230579624575037,7.36568484849029e-10,0.018228820066478, , ,0.0,0.82,0.06, 
29960,1.17004840237309e-05,1.17004840237309e-05,5.298144348357741e-09,4.44303405800056e-51,1.29628951052436e-09,causal, ,0.0,0.0,0.91, 
29965,0.999999950890544,0.177277523594939,6.83888604584857e-10,1.59738392093522e-05,0.999999950890544, , ,0.0,0.51,0.9, 
29970,0.0127510363220764,0.0127510363220764,1.19148490770984e-08,0.0002697672163921,2.13902603895028e-06,causal, ,0.01,0.03,0.72, 
29981,1.0,0.751104074750127,1.74980484053618e-19,2.9084734323610503e-63,1.0, , ,0.0,0.73,0.96, 
29988,0.999814317783604,0.016992837579337,0.0001535137655771,3.8746184572895905e-21,0.999814317783604, , ,0.0,0.01,0.0,causal
29991,1.0,0.183538162107256,3.12000795814362e-24,8.24417098401901e-06,1.0, , ,0.0,0.39,0.06, 
29994,1.0,0.0214959291355027,1.80532037354945e-21,7.460835674277999e-32,1.0, , ,0.0,0.09,1.0, 
30000,0.780911237532522,0.267597338094789,0.559645893681885,0.0,0.780911237532522, , ,0.0,0.3,0.29, 
30002,0.999999999897829,0.151190101341015,3.12987821848696e-11,1.99938265394465e-13,0.999999999897829, , ,0.0,0.22,0.84, 
30004,0.852826640674793,0.852826640674793,0.756249864454863,7.33412296805165e-34,0.58413320591415, , ,0.0,0.98,0.38, 
30007,0.999999999999978,0.258725046494823,4.22836349489081e-36,5.9317393794362e-104,0.999999999999978, , ,0.0,0.56,1.0, 
30012,0.935073797147672,0.0919465716396353,0.118636150100217,4.29809098329048e-35,0.935073797147672, , ,0.0,0.36,0.62, 
30013,0.996501082694061,0.200292046036746,0.0023068333195427,1.4061463628969e-05,0.996501082694061, , ,0.0,0.29,0.99, 
30015,0.0791187272599012,0.0791187272599012,2.2784403598276e-08,1.12910888765319e-11,3.03403577910125e-07, , ,0.0,0.22,0.45, 
30016,0.763716607629519,0.0008231514539494,0.429158342490084,6.575972363392309e-55,0.763716607629519, , ,0.0,0.0,0.07, 
30020,0.117328130082021,0.117328130082021,1.66533229674259e-10,0.0002704744446952,7.64675587617542e-14, , ,0.01,0.09,0.38, 
30022,0.999999999936135,0.0352233158207683,3.837891220399e-09,7.33908319180373e-06,0.999999999936135, , ,0.0,0.0,0.3, 
30023,0.921313884258948,0.83980764517033,2.64621971083364e-08,0.0008678930805628,0.921313884258948, , ,0.0,0.72,0.37, 
30026,0.999999963247214,0.885388039679731,1.06208442454491e-23,4.853107749455931e-15,0.999999963247214, , ,0.0,0.86,0.49, 
30027,0.999806507333612,0.521827388497935,3.11560347261994e-18,4.07984986485578e-34,0.999806507333612, , ,0.0,0.8,0.92, 
30028,0.999999937846693,0.0007969675456658,5.9461322568929e-08,7.69793743525142e-63,0.999999937846693, , ,0.0,0.01,0.66, 
30032,0.313189625464306,0.313189625464306,0.280665544390606,9.313395495320509e-138,0.0014672421814601, , ,0.0,0.27,0.85, 
30033,0.999999999089002,0.397817392853161,2.4808759771121103e-31,5.466417390129491e-46,0.999999999089002, , ,0.0,0.56,1.0, 
30047,0.895974724637639,0.180173552352953,2.99242132820264e-05,2.4484715534308e-138,0.895974724637639, , ,0.0,0.61,0.92, 
30056,0.0229748865584332,0.0229748865584332,1.81472938705441e-14,0.0003267831302822,1.70808935124693e-18,causal, ,0.0,0.12,0.82, 
30064,0.0575952997397262,0.0575952997397262,5.60237616534689e-53,0.000857104461904,1.39862799781581e-130, , ,0.0,0.17,0.74, 
30067,0.0123638605775913,0.0123638605775913,8.39828611616851e-07,1.51739173109303e-32,1.14659656716394e-05,causal, ,0.0,0.06,0.29, 
30073,0.0593327196075881,0.0593327196075881,0.0487024242665974,2.17225409454346e-38,0.0302041101006813, , ,0.0,0.18,0.27, 
30086,0.124750454486197,0.124750454486197,0.0383468238996141,1.96511767236831e-33,0.0350140855555575, , ,0.0,0.05,0.07, 
30087,0.983392075947915,0.117495088264997,0.0231193569181105,0.0,0.983392075947915, , ,0.0,0.18,0.67, 
30090,0.998990845758508,0.277821730034997,1.17763041013527e-22,6.3299557008007e-34,0.998990845758508, , ,0.0,0.4,0.94, 
30095,0.999999824892382,0.500162010122009,4.69489468931677e-17,4.18804903436864e-78,0.999999824892382, , ,0.0,0.83,0.99, 
30101,0.253770044173425,0.253770044173425,0.0193251121739194,3.0110698249989e-13,0.0008923715593008, , ,0.0,0.41,0.67, 
30109,0.740043559876881,0.740043559876881,0.415333036050355,0.0098312787805431,0.340389294760743, , ,0.0,0.51,0.82, 
30124,1.0,0.165339642346292,1.15254419895353e-20,4.3501368970476404e-37,1.0, , ,0.0,0.35,0.99, 
30131,0.230958404960724,0.230958404960724,9.413481806030261e-19,1.53750029036541e-06,4.9642805550403505e-23, , ,0.0,0.53,0.58, 
30141,0.977000964546047,0.977000964546047,0.819224064158759,1.47649522614386e-58,0.249753059698896, , ,0.0,0.91,0.92, 
30142,0.742884289650078,0.027216872247609,0.742884289650078,1.41118444229772e-26,0.602868328308294, , ,0.0,0.12,0.88, 
30147,0.999993615878295,0.251853070328499,7.10215208924687e-08,0.0,0.999993615878295, , ,0.0,0.62,0.02, 
30157,0.0097522554647829,0.0097522554647829,2.54389089843986e-17,3.6212740213572304e-31,2.31015354787749e-06,causal, ,0.0,0.03,0.05, 
30158,0.41193841284701,0.41193841284701,0.0936481451122745,9.31145445427416e-16,0.0181761202802771, , ,0.0,0.7,0.05, 
30160,0.999978527740409,0.61573639493892,8.48061491706746e-07,1.2116905893953499e-56,0.999978527740409, , ,0.0,0.17,0.99, 
30161,0.0017350523841812,1.61249640115978e-07,0.0008376869414176,8.36860541052846e-62,0.0017350523841812,causal, ,0.0,0.0,0.86, 
30165,0.890270942857766,0.576694268839558,0.890270942857766,5.41707025364915e-05,0.593613799199539, , ,0.0,0.26,0.84, 
30173,0.999999359348198,0.453669235482438,9.743631021746611e-17,3.33675236173022e-18,0.999999359348198, , ,0.0,0.01,0.14, 
30174,0.97396674314249,0.97396674314249,0.0035842591721416,0.0003514595809823,0.964509180417337, , ,0.01,0.34,0.47, 
30177,1.67894446927142e-07,1.67894446927142e-07,3.6681380782026304e-17,2.00934837864823e-27,1.87460472173748e-22,causal, ,0.0,0.0,0.58, 
30179,0.988015195807693,1.97922326383113e-93,0.0104319407478649,4.924746025111581e-19,0.988015195807693, , ,0.0,0.0,1.0, 
30182,0.999998991307263,0.164583533191458,4.71005150809148e-07,1.61963488619102e-89,0.999998991307263, , ,0.0,0.4,0.97, 
30187,0.873861021261292,0.604996656366405,0.31951170830829,4.84414337333706e-07,0.873861021261292, , ,0.0,0.01,0.1, 
30188,0.425196764400283,0.425196764400283,1.49819054531261e-20,3.30341942028601e-05,0.0006786230494979, , ,0.0,0.54,0.65, 
30189,1.0,0.104391779245869,2.6417954938554302e-110,2.76490900883902e-81,1.0, , ,0.0,0.34,1.0, 
30196,0.785572597484796,0.785572597484796,0.0671428540122523,6.78725165240584e-10,0.0940896659685624, , ,0.0,0.91,0.97, 
30198,0.119469560937686,0.119469560937686,3.83560377007426e-06,0.0003067762516422,5.96321801285274e-08, , ,0.0,0.41,0.48, 
30206,0.0748384003102412,0.0748384003102412,1.07782725752653e-22,0.0006262654834468,7.23459610315472e-26, , ,0.0,0.12,0.02, 
30210,0.278446784309473,0.002158257765763,0.278446784309473,1.44743040277867e-09,0.137070332676719, , ,0.0,0.02,0.28, 
30213,0.0009698413060583,0.0009698413060583,7.82285529259487e-10,1.66294716627818e-72,3.81658975196535e-05,causal, ,0.0,0.0,0.41, 
30216,0.995579041875268,0.0483325871275561,1.97905615502823e-05,0.0,0.995579041875268, , ,0.0,0.09,0.81, 
30219,0.91491487986912,0.754145001422899,0.91491487986912,5.4873598878574e-05,0.499788283834883, , ,0.0,0.01,0.07, 
30232,1.0,0.375101403910216,3.98566312900245e-56,0.0003848421459473,1.0, , ,0.0,0.58,0.88, 
30237,0.890718738123718,0.59847558146649,0.153100608624503,5.0116639116768104e-14,0.890718738123718, , ,0.0,0.41,0.93, 
30246,0.931265487489055,0.750382428351886,7.21142485506338e-12,0.0003481269729206,0.931265487489055, , ,0.0,0.84,0.65, 
30247,1.0,0.038980098116128,1.8986223699337497e-18,1.65525083497359e-23,1.0, , ,0.0,0.09,0.96, 
30249,0.999994010905018,0.993356594220868,2.32927222584356e-07,1.50836433512918e-83,0.999994010905018, , ,0.0,0.51,0.0, 
30253,0.999810445117607,0.867895105016018,0.0005463697896457,0.0,0.999810445117607, , ,0.0,0.03,0.35, 
30263,0.9048865143128,6.00750716338814e-07,0.190813154146307,1.99254765802212e-12,0.9048865143128, , ,0.0,0.0,0.68, 
30271,0.997501745999045,0.744211233492468,3.08857243938058e-05,1.2465091833568e-75,0.997501745999045, , ,0.0,0.87,0.42, 
30276,0.99999733712689,0.882617978384363,1.01232721930739e-07,1.12660060231815e-140,0.99999733712689, , ,0.0,0.23,0.76, 
30283,0.747419418421385,0.0917809684884647,0.747419418421385,6.734573038971369e-55,0.64421251055763, , ,0.0,0.17,0.37, 
30284,0.105946703855025,0.105946703855025,4.58569670588534e-72,0.0001816663837258,1.01729667033798e-16, , ,0.0,0.17,0.38, 
30290,1.0,2.83614795283773e-05,2.39107005541107e-24,2.75717604420827e-08,1.0, , ,0.0,0.01,0.55, 
30294,0.99919303026567,0.499473283873984,0.0006137912529074,0.0,0.99919303026567, , ,0.0,0.55,0.18, 
30310,0.999999895418443,6.19807440489613e-05,5.13432128837832e-07,9.13731104024266e-76,0.999999895418443, , ,0.0,0.0,0.69, 
30312,0.947011325401201,0.947011325401201,0.0238059453059754,4.09017141115737e-39,0.901354061015867, , ,0.0,0.99,0.75, 
30314,0.999999999945473,0.665393328678888,7.31117301374994e-11,0.0,0.999999999945473, , ,0.0,0.88,0.06, 
30322,0.997845824752051,0.0062982678888019,2.49471396293539e-38,3.2178733794244204e-61,0.997845824752051, , ,0.0,0.06,0.71, 
30344,0.696256869635134,0.638586032858979,0.0187082848112222,5.70271309064045e-39,0.696256869635134, , ,0.0,0.46,0.13, 
30364,0.988967516885051,0.742210710517142,0.988967516885051,5.96055015659727e-66,0.425835434629882, , ,0.0,0.84,0.57, 
30369,0.825560138152371,0.825560138152371,0.424876252135655,8.84549684169953e-33,0.69435330031969, , ,0.0,0.17,0.78, 
30374,0.0347382353392718,0.0347382353392718,1.5895684616334399e-27,0.0005087206141264,1.18590924723354e-21,causal, ,0.0,0.3,0.23, 
30378,1.0,0.0620362121660097,9.1048707980238e-20,5.4764087710050404e-39,1.0, , ,0.0,0.17,0.96, 
30386,0.209712643925873,0.102049036709901,0.209712643925873,2.74333452465476e-26,0.0962999896642366, , ,0.0,0.31,0.16, 
30394,0.999999999142663,0.0576625256355991,2.58494352001834e-15,0.0,0.999999999142663, , ,0.0,0.14,0.48, 
30396,0.0131383920852245,0.0012137863206825,0.0070637229082763,2.8825138663937102e-15,0.0131383920852245,causal, ,0.0,0.0,0.33, 
30401,0.999999466523234,0.112869090196609,2.04999084475645e-06,4.20624234514014e-28,0.999999466523234, , ,0.0,0.05,0.97, 
30402,1.0,0.0404464917592131,3.6236067632881795e-43,0.0001689993549147,1.0, , ,0.0,0.08,1.0, 
30404,0.999755930667597,0.696150136239203,0.0002230557916867,4.18952500032028e-27,0.999755930667597, , ,0.0,0.2,0.58, 
30406,0.999999999994386,0.724531839741723,5.82026223686742e-23,5.271250019317181e-15,0.999999999994386, , ,0.0,0.91,0.3, 
30409,0.997594003177623,0.025826828926253,0.0026806351821296,7.72984788053886e-140,0.997594003177623, , ,0.0,0.08,0.68, 
30426,0.991983692521817,0.645051182500297,9.28843941854459e-07,1.38602418963521e-09,0.991983692521817, , ,0.0,0.49,0.22, 
30428,0.411715453724874,0.0404664486773091,0.411715453724874,5.79615752762896e-06,0.169336826430132, , ,0.0,0.25,0.31, 
30429,0.763516390075001,0.0885524020809031,0.763516390075001,0.0003982433633583,0.326321522561409, , ,0.01,0.12,0.17, 
30434,0.963827325052851,0.280438342097032,0.0179490512261396,4.8389413052802e-27,0.963827325052851, , ,0.0,0.6,0.31, 
30438,0.999999997610586,0.959739935785231,4.2713177856067304e-23,6.26412214548665e-05,0.999999997610586, , ,0.02,0.17,0.27, 
30451,0.0030340487742067,0.0030340487742067,7.15628096180601e-06,1.63228373062233e-05,4.5229123527485e-06,causal, ,0.0,0.0,0.47, 
30455,0.888010583834851,0.201241561426857,0.888010583834851,0.0,0.441091964537517, , ,0.0,0.45,0.04, 
30462,0.999998156718826,0.784452830762773,1.17330752914011e-16,2.90413636301965e-13,0.999998156718826, , ,0.0,0.91,0.87, 
30464,1.0,0.929307841134872,7.78233643686656e-29,1.4190368500673099e-43,1.0, , ,0.0,0.97,1.0, 
30485,1.0,0.221080996806459,1.9928614426669203e-74,5.37699048884358e-09,1.0, , ,0.02,0.6,0.42, 
30494,0.026484963027833,0.026484963027833,3.16086744783034e-06,1.01241108167914e-05,2.35497077518031e-07,causal, ,0.0,0.09,0.44, 
30507,0.999913400973006,0.0517727575600384,0.0008754751839966,2.36214359491428e-07,0.999913400973006, , ,0.0,0.16,0.91, 
30519,1.0,0.168146593252191,3.5545047897885003e-47,3.16543424401563e-07,1.0, , ,0.0,0.37,1.0, 
30525,0.998481945309962,0.417136498860638,0.0012555977901986,5.995288609829951e-76,0.998481945309962, , ,0.0,0.48,0.16, 
30529,1.0,0.733480436775341,2.3801145399619897e-130,1.55575924038374e-14,1.0, , ,0.0,0.11,0.0, 
30536,0.999817942136113,0.0458783950513683,1.40886080320002e-09,0.0,0.999817942136113, , ,0.0,0.17,0.8, 
30537,0.999999999992589,0.0021416477011627,2.49469314136088e-12,4.1249203499721093e-11,0.999999999992589, , ,0.0,0.01,0.04,causal
30539,0.999403778557529,0.104369788586257,2.9792326890391804e-15,1.51424683310104e-89,0.999403778557529, , ,0.0,0.13,0.05, 
30552,1.0,0.575485726541208,6.5756098820829e-126,6.39146740218294e-51,1.0, , ,0.0,0.45,1.0, 
30569,1.0,2.25525930308456e-06,8.046547844981699e-19,1.1546075291360701e-132,1.0, , ,0.0,0.0,1.0, 
30570,0.834510903105812,0.634558036153471,0.516118571352488,2.5750895841549e-06,0.834510903105812, , ,0.0,0.83,0.54, 
30572,0.999960744966922,0.316616380827618,1.67391552711575e-05,1.5537689645749499e-56,0.999960744966922, , ,0.0,0.61,0.82, 
30580,1.0,0.0314533466683686,1.05918793710767e-88,2.11182064174293e-38,1.0, , ,0.0,0.0,1.0, 
30587,0.999989683653085,0.419434185966874,2.05200431806466e-15,1.3847717948817001e-61,0.999989683653085, , ,0.0,0.25,1.0, 
30607,0.9376136058937,0.659225784494375,2.78031788987841e-06,8.02993438244866e-27,0.9376136058937, , ,0.0,0.71,0.45, 
30617,0.892261049486826,0.892261049486826,0.682369060229727,1.4304181710432801e-58,0.396144905367453, , ,0.0,0.56,0.93, 
30619,0.999999990990126,0.0575348975831025,3.24510819653638e-10,3.7711194458587396e-42,0.999999990990126, , ,0.0,0.18,0.98, 
30627,0.999999999999566,0.791249859509036,2.237540001859e-21,1.17730102513429e-63,0.999999999999566, , ,0.0,0.47,0.86, 
30641,1.0,0.79823620181018,5.7897257265488695e-43,5.37418773881807e-88,1.0, , ,0.0,0.95,1.0, 
30643,0.98039877075292,0.22792788913735,4.82055757998387e-29,1.9486715414043202e-17,0.98039877075292, , ,0.0,0.64,0.55, 
30650,0.910508664160059,0.910508664160059,0.303313496754045,0.0009002581705169,0.835933868522053, , ,0.0,0.69,0.74, 
30665,0.0008784048036075,8.647225423249611e-19,5.84876484048493e-49,0.0008784048036075,9.17691798468788e-25,causal, ,0.0,0.0,0.0,causal
30677,0.0143153250385148,0.0143153250385148,1.22518889009931e-32,9.946412718907849e-11,3.06760272956543e-36,causal, ,0.0,0.05,0.02, 
30681,0.988954610594932,0.865831918146921,0.0010770843546453,4.56477485837078e-87,0.988954610594932, , ,0.0,0.91,0.98, 
30683,0.898882022218053,0.289942970050953,0.898882022218053,4.94092496752388e-12,0.41990030696747, , ,0.0,0.02,0.77, 
30687,0.979777772678341,0.979777772678341,0.596257197549489,1.34198250762584e-26,0.478531369846285, , ,0.0,0.98,0.11, 
30692,0.875229337075438,0.0017919915368387,0.186558260936237,2.32757715204018e-12,0.875229337075438, , ,0.0,0.0,0.6, 
30695,1.0,0.236964706896091,9.5679061539408e-41,8.24009141632776e-05,1.0, , ,0.0,0.53,0.62, 
30713,1.0,0.188146887396084,5.90699019048228e-57,6.988620739641751e-20,1.0, , ,0.0,0.47,1.0, 
30717,0.99999975028899,0.872704613088685,5.870392258055501e-10,2.42513192405559e-89,0.99999975028899, , ,0.0,0.63,0.77, 
30721,0.997550096897393,0.312796078106774,0.0007528151940423,1.13253735077921e-34,0.997550096897393, , ,0.0,0.17,0.74, 
30722,0.898240844529976,0.0001622972398894,0.226012445624708,2.96888517626168e-39,0.898240844529976, , ,0.0,0.0,0.81, 
30729,0.975148272360239,0.174896551734538,0.975148272360239,3.61788303527833e-71,0.475146487833498, , ,0.0,0.4,0.16, 
30730,0.999876369134634,0.02649221515166,0.0003298858642207,2.702865953598e-35,0.999876369134634, , ,0.0,0.13,0.66, 
30731,1.0,0.0640258678244434,9.64960771595955e-50,1.14346248089606e-45,1.0, , ,0.0,0.08,1.0, 
30733,0.997383859239884,0.223987101956468,0.0032710355773801,6.56525368962085e-56,0.997383859239884, , ,0.0,0.02,0.82, 
30736,1.0,0.0006047342033255,3.34161236977232e-76,3.46872740338738e-79,1.0, , ,0.0,0.0,0.99, 
30739,0.637275430226692,0.637275430226692,0.126028155855144,8.07064365858331e-75,0.461886902139305, , ,0.0,0.79,0.95, 
30740,0.588587594413893,0.588587594413893,0.140962231687227,0.0046486250354162,0.057833554548373, , ,0.01,0.81,0.95, 
30745,0.999997999639123,0.235289089303181,1.41481940192314e-06,0.0001568267126038,0.999997999639123, , ,0.0,0.4,0.91, 
30747,0.910089839362763,0.0724008494954257,0.169790119672696,6.81196124302924e-27,0.910089839362763, , ,0.0,0.32,0.68, 
30754,0.0001138492449812,0.0001138492449812,3.8097455489019e-15,1.24190725518228e-29,8.34196873895584e-12,causal, ,0.0,0.01,0.01,causal
30756,0.790656514799191,0.0774463536817869,0.790656514799191,0.0001575699938497,0.394997120400521, , ,0.01,0.11,0.69, 
30758,0.905531565550894,0.0917844079703278,0.151806751111479,1.03919312284323e-10,0.905531565550894, , ,0.0,0.03,0.45, 
30769,0.0522931135977057,0.0522931135977057,3.2945689256777002e-46,3.30594402442271e-08,1.4856474655769397e-11, , ,0.0,0.16,0.98, 
30772,0.999999995792888,0.0286821534605646,4.3959973749008203e-10,0.0,0.999999995792888, , ,0.0,0.09,0.98, 
30779,0.0632838798893986,0.0632838798893986,5.0207822010496e-20,1.36979302224331e-05,2.43126234622311e-22, , ,0.0,0.13,0.65, 
30781,0.876764234200882,0.247253271741796,0.876764234200882,1.00189167368435e-32,0.612316279852002, , ,0.0,0.3,0.07, 
30786,0.904186654251351,0.0463570140397026,0.203334068269859,3.67915194278613e-34,0.904186654251351, , ,0.0,0.25,0.7, 
30791,0.860440388614418,0.59427052514416,0.171541872501031,3.84024251135097e-06,0.860440388614418, , ,0.0,0.81,1.0, 
30795,0.999999998153692,0.308510427370022,2.4956969520578798e-12,8.529224105823649e-42,0.999999998153692, , ,0.0,0.21,0.9, 
30811,0.999999984835132,0.982082349545871,3.52512336339727e-13,5.79436738431798e-69,0.999999984835132, , ,0.0,0.65,0.99, 
30816,0.939755888561668,0.623982496029782,6.40893557513739e-05,3.43536806743823e-39,0.939755888561668, , ,0.0,0.73,0.92, 
30822,0.900372946131877,0.495456977416998,0.15738683318269,3.60360151250704e-39,0.900372946131877, , ,0.0,0.6,0.5, 
30825,0.997693750213018,0.775974658780528,1.47474509458648e-07,2.5239815286459803e-35,0.997693750213018, , ,0.0,0.75,0.82, 
30830,0.990309409352938,0.686387551180197,2.98451499285146e-16,1.92339405064654e-12,0.990309409352938, , ,0.0,0.76,0.43, 
30840,1.0,0.148032777226186,1.0205187540187001e-45,1.00436876219893e-08,1.0, , ,0.0,0.36,0.88, 
30842,0.242567887938539,0.242567887938539,9.04442989610446e-60,0.0002214668912852,0.0002329722673327, , ,0.02,0.19,0.0, 
30850,0.915834774290645,0.773926745147967,0.915834774290645,0.0003693572528111,0.389634643925022, , ,0.03,0.93,0.35, 
30856,0.998399152554725,0.967498981038459,1.9257353037313e-06,2.02850599819047e-06,0.998399152554725, , ,0.0,1.0,0.78, 
30862,1.0,0.0033236140293895,2.29240996454948e-45,3.1448800793780496e-77,1.0, , ,0.0,0.01,1.0, 
30863,0.999996379575268,0.599786824486956,4.1573306639154e-10,1.2864535167078099e-92,0.999996379575268, , ,0.0,0.79,0.91, 
30868,0.999999999999992,0.643418945309068,9.64460456819285e-24,2.97465133093651e-05,0.999999999999992, , ,0.0,0.93,0.0, 
30877,0.999999994929993,0.91990292737658,3.5862874674897703e-25,8.38513572735148e-36,0.999999994929993, , ,0.0,0.37,1.0, 
30882,0.105360613379328,0.105360613379328,5.93319671186521e-13,8.72790701604051e-06,2.8530218802182e-16, , ,0.0,0.12,0.05, 
30896,0.999999999805603,0.0222464280062893,4.15726285511923e-24,0.0,0.999999999805603, , ,0.0,0.12,1.0, 
30897,0.6302754237948,0.541784029522913,1.29411352703877e-06,3.0414187383390897e-16,0.6302754237948, , ,0.0,0.0,0.9, 
30907,0.11134322228533,0.11134322228533,1.7455326836879999e-13,8.58399942739729e-06,2.30800043477158e-12, , ,0.0,0.09,0.83, 
30908,0.914036025657309,0.382294304294151,0.914036025657309,1.38332526701303e-26,0.583304099526772, , ,0.0,0.72,0.1, 
30910,0.471583244323662,0.471583244323662,6.21949180806537e-08,5.69473482934557e-06,4.4049638477402395e-12, , ,0.0,0.23,0.38, 
30927,0.999964959493915,0.729821940862236,8.51785446338843e-07,8.16816816504708e-05,0.999964959493915, , ,0.02,0.32,0.85, 
30928,0.999580368336871,0.312167792425928,0.0002727001948797,1.49459182391008e-20,0.999580368336871, , ,0.0,0.37,0.71, 
30930,0.99057270963154,0.091648004112651,8.38445126020474e-15,8.19807316821342e-76,0.99057270963154, , ,0.0,0.52,0.81, 
30936,0.99999998653637,0.153457795373732,3.21033254085217e-12,3.32061455738495e-42,0.99999998653637, , ,0.0,0.17,0.93, 
