120,0.0,0.0,0.16
100,0.0,0.46,0.38
101,0.0,0.0,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,0.0,0.0,0.0
110,0.0,0.0,0.0
111,0.0,0.0,0.0
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,0.0,0.0,0.0
95,0.0,0.0,0.0
96,0.0,0.04,0.1
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.57
75,0.0,0.0,0.04
76,0.0,0.0,0.0
77,0.0,0.0,0.51
78,0.0,0.0,0.12
79,0.0,0.03,0.62
35,0.0,0.71,0.25
36,0.0,1.0,0.26
37,0.0,0.36,0.33
38,0.0,0.59,0.99
39,0.0,0.41,0.06
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.0,0.0,1.0
15,0.0,0.88,0.66
16,0.0,0.24,0.17
17,0.03,0.43,0.49
18,0.0,0.15,0.11
19,0.0,0.27,0.34
45,0.0,0.07,0.07
46,0.0,0.48,0.02
47,0.0,0.29,0.49
48,0.0,0.69,0.7
49,0.0,0.32,0.09
50,0.0,0.08,0.04
51,0.0,0.95,0.1
52,0.0,0.06,0.92
53,0.0,0.02,0.0
54,0.0,0.02,0.0
25,0.0,0.55,0.74
26,0.0,0.9,0.04
27,0.0,0.4,0.81
28,0.0,0.39,0.36
29,0.0,0.71,0.0
40,0.0,0.44,0.03
41,0.0,0.08,0.02
42,0.0,0.06,0.01
43,0.0,0.08,0.09
44,0.0,0.47,0.19
30,0.0,0.32,0.18
31,0.0,0.2,0.0
32,0.0,0.54,0.02
33,0.0,0.3,0.01
34,0.0,0.9,0.39
90,0.0,0.02,0.74
91,0.0,0.01,0.0
92,0.0,0.0,0.01
93,0.0,0.0,0.0
94,0.0,0.0,0.0
10,0.02,0.04,0.26
11,0.0,0.6,0.5
12,0.01,0.56,0.09
13,0.0,0.81,0.76
14,0.0,0.52,0.19
70,0.0,0.18,0.23
71,0.0,0.0,0.01
72,0.0,0.01,0.0
73,0.0,0.16,0.04
74,0.0,0.01,0.62
20,0.0,0.11,0.72
21,0.0,0.99,0.87
22,0.0,0.38,0.97
23,0.0,0.87,0.16
24,0.0,0.91,0.09
65,0.0,0.16,0.0
66,0.0,0.05,1.0
67,0.0,0.81,0.45
68,0.0,0.0,0.44
