p_cit,p_TL,p_TG,p_GL,p_Lind,GroundTruth,GroundTruth,p_L->A,p_L->B,"diff(B|A,B|A,L)",pour
0.001682566986647,1.84606799020777E-05,6.20524976099111E-153,0.001682566986647,1.7326255960254E-110,1,1,0,0,0.15,0.15
0.209902956027902,3.47386751334706E-09,0,0.209902956027902,1.33482388812974E-188,1,1,0,0,0.29,0.29
0.082193953912718,0.082193953912718,9.43325987456346E-05,1.04936365266271E-18,3.29209135863314E-05,1,1,0,0.25,0.63,0.63
0.003136451526008,0.003136451526008,2.11429695235928E-06,3.3975433513676E-16,7.07216210968524E-06,1,1,0,0.09,0.87,0.87
0.143356325912439,0.143356325912439,1.35634957750809E-17,2.80821906852771E-13,7.19628556407926E-06,1,1,0,0,0.03,0.03
0.000269932685118,0.000269932685118,5.02368038145621E-47,5.82066806768111E-08,6.39484258874379E-40,1,1,0,0,0.01,0.01
0.000120629988664,0.000120629988664,7.21289256484257E-35,6.32921740062561E-13,1.4661008141169E-34,1,1,0,0,0,0
8.70294028871649E-05,8.70294028871649E-05,8.19071365838236E-72,9.36788672859859E-09,1.12095899805224E-54,1,1,0,0,0.02,0.02
0.000484568557241,0.000484568557241,1.34932563534944E-84,1.38624080827508E-14,2.9746082915749E-12,1,1,0,0.13,0.98,0.98
9.4545133943501E-06,9.4545133943501E-06,3.65688939225996E-118,3.90661592926351E-10,1.07808435597833E-64,1,1,0,0,0,0
3.93496412794925E-09,1.72973960880077E-11,2.60631036301677E-135,3.93496412794925E-09,4.93101101666194E-101,1,1,0,0.71,0.75,0.75
3.82490312876705E-06,3.82490312876705E-06,1.15770506175117E-137,3.41572792366737E-08,9.15914924649224E-74,1,1,0,0.03,0.72,0.72
0.111626698475919,3.51880666441546E-13,0,0.111626698475919,4.68479614388396E-208,1,1,0,0.11,0.88,0.88
0.791930857743673,0.759262006905752,0.005633718292108,4.00190294775831E-24,0.791930857743673,1,1,0,0,0.17,0.17
0.007930028643869,0.007930028643869,9.06694264474552E-14,1.95553017513798E-21,1.87455207854324E-17,1,1,0.66,0.83,1,1
0.025268688192487,0.025268688192487,1.68552485025055E-20,1.00628040152409E-19,2.81608945738197E-08,1,1,0,0.1,0.12,0.12
3.14013612977968E-06,3.14013612977968E-06,2.91237271022557E-33,9.39431288911252E-21,2.31888283592547E-34,1,1,0,0.82,0.53,0.82
2.50614305802045E-06,2.50614305802045E-06,1.15397273203109E-52,2.62968724707419E-17,5.84119277345717E-49,1,1,0.04,0.41,0.16,0.41
1.46404807854892E-08,1.46404807854892E-08,4.78087614652327E-59,1.85816651933685E-13,9.90780813177509E-51,1,1,0,0.3,0.13,0.3
1.17429643070344E-07,1.17429643070344E-07,3.93905880590651E-97,1.05816068278645E-14,1.49646244845839E-57,1,1,0,0,0.35,0.35
1.20477568745073E-05,1.20477568745073E-05,1.42943029012113E-104,9.10181640895616E-11,4.02284977639213E-67,1,1,0,0,0.03,0.03
2.11616446588896E-06,2.11616446588896E-06,8.47461630992416E-120,2.77503950238641E-20,5.02919396228498E-12,1,1,0,0,0.03,0.03
7.29746988981337E-09,7.29746988981337E-09,1.01171496294059E-160,3.96664064840382E-14,1.27228004880689E-49,1,1,0,0,0,0
0.000253702331396,1.47697868836965E-16,0,0.000253702331396,9.77309493132916E-150,1,1,0,0,0,0
0.996540255429492,0.968911357815849,0.00065376894158,1.74321685631905E-29,0.996540255429492,1,1,0,0.15,0.1,0.15
0.010712759296337,0.010712759296337,3.00153846932454E-10,1.75814723705556E-20,5.18148087932436E-12,1,1,0,0,0.84,0.84
0.03237359443109,0.03237359443109,9.59035180136346E-22,5.79692461332276E-28,0.016369606633071,1,1,0.01,0,0.07,0.07
4.96784702718728E-06,4.96784702718728E-06,1.97142423348598E-35,1.62676088119622E-20,2.29008181300683E-27,1,1,0,0.41,0.55,0.55
1.86213262592339E-06,1.86213262592339E-06,1.08234964087043E-54,1.68974480377267E-21,8.57107693945E-29,1,1,0,0.26,0.07,0.26
3.0943166150185E-15,3.0943166150185E-15,1.93606189021642E-71,1.62257723203916E-26,1.46918045391269E-80,1,1,0,0,0,0
6.59016989006843E-10,6.59016989006843E-10,7.82950856386781E-102,4.55176873941325E-20,9.71770716408783E-59,1,1,0,0,0,0
4.23785285387968E-09,4.23785285387968E-09,2.02928724729145E-110,8.48113868856339E-10,1.54616785784165E-86,1,1,0,0,0,0
1.30119668871783E-13,1.30119668871783E-13,4.61365271813856E-134,3.90652197913905E-15,5.26287617435704E-108,1,1,0,0,0,0
2.27150285882791E-15,1.0753864729944E-16,1.35583326963277E-139,2.27150285882791E-15,3.5355613430121E-108,1,1,0,0,0,0
0.002644299958724,4.43915261612519E-25,0,0.002644299958724,1.67490077738191E-163,1,1,0,0.54,0.98,0.98
0.92715756082803,0.6894998129483,0.006206849449015,3.14320437130081E-47,0.92715756082803,1,1,0,0.02,0.48,0.48
0.028561080655338,0.028561080655338,6.94416766828215E-09,2.7777403528008E-38,2.73621577060972E-07,1,1,0,0.04,0.59,0.59
0.003891915412437,0.003891915412437,3.00056109991025E-19,2.34767114020572E-25,7.56783201718961E-13,1,1,0,0,0.04,0.04
2.67609588168181E-06,2.67609588168181E-06,7.95244905481489E-37,1.74199663154996E-24,4.03139617582324E-43,1,1,0,0,0,0
1.29683440179005E-05,1.29683440179005E-05,3.16695562926936E-48,1.11563256931807E-25,1.52273732696701E-18,1,1,0,0.07,0.1,0.1
2.55271213891951E-11,2.55271213891951E-11,5.51624646330714E-53,2.10391316222098E-27,2.48213188946771E-36,1,1,0,0.05,0.16,0.16
1.97219697473715E-13,1.97219697473715E-13,1.07302312994602E-80,3.22731777267956E-17,3.78311112540291E-60,1,1,0,0.05,0.18,0.18
2.69380038557251E-10,2.69380038557251E-10,1.18860092830693E-126,1.84429649265809E-22,1.16004593305178E-37,1,1,0,0.02,0.79,0.79
3.19894853900724E-18,3.19894853900724E-18,5.54594305700271E-132,2.71530625054428E-24,3.9241154492891E-64,1,1,0,0,0.07,0.07
3.95423925793516E-14,1.47959169488027E-23,3.62875124728893E-136,3.95423925793516E-14,1.79982439834832E-75,1,1,0,0,0,0
0.00133070692214,1.86041667350074E-27,0,0.00133070692214,1.27639595946824E-191,1,1,0,0,0,0
0.005219873086721,0.005219873086721,0.000876437941166,1.74213667947747E-44,0.001052390238196,1,1,0,0,0,0
0.006516077495845,0.006516077495845,5.38101943622043E-12,1.50114530699299E-37,6.19970852576601E-10,1,1,0,0.03,0.42,0.42
5.94147199328487E-05,5.94147199328487E-05,1.49492172935165E-22,7.05578740539798E-40,1.70444090382715E-16,1,1,0,0.05,0.04,0.05
1.86836245824242E-05,1.86836245824242E-05,6.6658514726377E-31,3.07884693875468E-34,1.72617147562671E-19,1,1,0,0,0,0
8.09323702404051E-12,8.09323702404051E-12,1.83416595793109E-42,2.81117615900394E-45,2.70157384386649E-28,1,1,0,0,0,0
3.13265446309791E-06,3.13265446309791E-06,7.96123754518495E-60,4.48864586321308E-27,2.26187283457522E-18,1,1,0,0,0,0
2.92299118315608E-11,2.92299118315608E-11,2.26829933295014E-100,9.72835521219175E-35,1.94344725782163E-19,1,1,0,0,0,0
2.11354570017044E-18,2.11354570017044E-18,1.69727246411237E-100,6.06388796402287E-22,3.98901006848148E-87,1,1,0,0,0,0
8.13253947649953E-20,4.45960603861815E-32,4.02459207605865E-116,8.13253947649953E-20,4.34763889607928E-65,1,1,0,0,0,0
2.19499388290881E-22,2.19499388290881E-22,2.16445273441219E-151,8.34835495331352E-30,2.53936538713963E-57,1,1,0,0,0,0
1.31981798567517E-07,1.8647399588288E-38,0,1.31981798567517E-07,1.45911117337628E-170,1,1,0,0,0,0
0.33714319279882,0.33714319279882,0.006228474846582,9.65547220719051E-61,0.318962784647428,1,1,0,0,0,0
0.001325469712799,0.001325469712799,1.25925217295607E-13,1.04208380564174E-42,1.7966471794765E-13,1,1,0,0,0.03,0.03
3.3557117392741E-06,3.3557117392741E-06,2.37865113342315E-24,3.34637548961851E-50,6.19106065174058E-18,1,1,0.67,0.44,0.14,0.67
1.59098370958936E-06,1.59098370958936E-06,4.05620794742351E-36,2.41399068706747E-42,1.7197860303662E-17,1,1,0.62,0.14,0.6,0.62
4.07782016846657E-10,4.07782016846657E-10,2.80838367932432E-50,1.63828482031641E-47,3.4309239924095E-18,1,1,0.04,0.53,0.98,0.98
2.96042857214236E-19,2.96042857214236E-19,3.33764493299222E-64,3.7214392485478E-36,4.03315443985958E-55,1,1,0.07,0.19,0.36,0.36
5.23115900622016E-18,5.23115900622016E-18,1.76213586527894E-94,5.04905354518006E-31,4.76371842272505E-61,1,1,0.19,0.99,0.77,0.99
7.65133043395028E-22,7.65133043395028E-22,1.29583173875946E-109,7.64967108596928E-24,4.32892471844569E-68,1,1,0,0,0.33,0.33
4.44708896782914E-21,4.44708896782914E-21,8.15541223620719E-140,1.58945713498177E-24,1.4303888350347E-77,1,1,0,0.32,0.54,0.54
3.12299844133286E-23,1.62899866489854E-31,4.48689981056702E-147,3.12299844133286E-23,9.75088991387397E-76,1,1,0,0,0.03,0.03
0.000166999837391,2.66390020511036E-38,0,0.000166999837391,1.62106426366719E-240,1,1,0,0,0.59,0.59
0.206475724148744,0.000792786500751,0.000225194018011,1.77367910372991E-250,0.206475724148744,1,1,0,0.01,0.07,0.07
3.32214492056297E-10,1.38699547310116E-20,1.13283426947311E-10,3.23700828675681E-235,3.32214492056297E-10,1,1,0.14,0.03,0.84,0.84
2.64760366728706E-09,2.25299459487407E-27,1.91953172616407E-20,1.00062528155154E-215,2.64760366728706E-09,1,1,0,0,0,0
2.54971932222728E-31,1.22049918142194E-65,2.54971932222728E-31,3.32390636503658E-209,1.94320845385995E-37,1,1,0,0.36,0.22,0.36
1.14170938631409E-45,3.03178365064345E-82,2.30252153433691E-48,8.22526312647419E-179,1.14170938631409E-45,1,1,0,0.1,0.09,0.1
1.13105411318268E-67,4.69923331247433E-99,1.13105411318268E-67,2.22814083462231E-157,3.66721411520445E-125,1,1,0,0.02,0.52,0.52
8.81813271389915E-100,9.92102126236482E-135,8.81813271389915E-100,5.36845566371433E-131,0,1,1,0,0,0.14,0.14
2.01196888793078E-112,3.52792261257118E-142,2.01196888793078E-112,3.8557458476703E-135,1.7179722050597E-119,1,1,0,0,0,0
7.527876616987E-91,6.40935416201935E-146,1.18156633422237E-160,9.05008915020104E-107,7.527876616987E-91,1,1,0,0,0,0
1.09931345801562E-89,1.75603267559865E-170,2.96132745743325E-151,1.09931345801562E-89,4.57628147565098E-261,1,1,0,0,0,0
7.90758667482084E-12,1.32372484611556E-241,0,7.90758667482084E-12,0,1,1,0,0,0.28,0.28
0.888601696052625,0.237620509533918,0.123425455905943,0.157869408208367,0.888601696052625,0,0,0,0,0.87,0.87
0.975657752313028,0.167553505214937,0.975657752313028,0.352527299213052,0.554671440369215,0,0,0,0,0.64,0.64
0.757468977932326,0.002987483639973,0.536713522337111,0.061817442171317,0.757468977932326,0,0,0,0,0.99,0.99
0.545883240596811,2.80268558861618E-06,0.016400035618172,0.545883240596811,0.12150565686322,0,0,0,0,0.18,0.18
0.565338089237251,8.98618762444973E-10,0.263186244701165,0.565338089237251,0.232280206152269,0,0,0,0,0.6,0.6
0.80786882795019,8.23481709806528E-11,0.385104631844036,0.80786882795019,0.424858905321009,0,0,0,0,0.85,0.85
0.920392028946839,5.31969478460695E-18,0.920392028946839,0.561178376563073,0.48854500008377,0,0,0,0,0.33,0.33
0.876538805431493,2.55930582303051E-23,0.379058529019328,0.262091881198784,0.876538805431493,0,0,0,0,0.88,0.88
0.730999444893527,4.16783772205706E-35,0.730999444893527,0.486169485828798,0.524542971659006,0,0,0,0.55,0.2,0.55
0.776259604962762,2.06858767708867E-41,0.365644679771152,0.776259604962762,0.490088652186324,0,0,0.25,0,0.63,0.63
0.769622009212647,1.02923714475688E-50,0.197107587389288,0.769622009212647,0.603475368320937,0,0,0.25,0,0.32,0.32
0.670291330623347,5.73841075045468E-253,0.236852940069718,0.269548640604371,0.670291330623347,0,0,0.33,0,0.8,0.8
0.913155830901583,0.078370935108646,0.806993985681682,0.913155830901583,0.510907662783408,0,0,0.07,0,0.13,0.13
0.804722528376902,0.370761841455525,0.804722528376902,0.025002490489775,0.342160810950245,0,0,0,0.12,0.82,0.82
0.35722394883795,0.01404997207024,0.001784158276257,0.35722394883795,0.016435074573105,0,0,0,0,0.99,0.99
0.802697163327805,1.20654844675702E-09,0.802697163327805,0.218609093574014,0.610532144260626,0,0,0,0,0.12,0.12
0.205131702308455,7.92854498554783E-09,0.205131702308455,0.051005230806517,0.10613643354952,0,0,0,0,0.77,0.77
0.820589975108741,1.23238187685187E-18,0.820589975108741,0.05635971941355,0.519099669233412,0,0,0,0,0.12,0.12
0.692761872786603,8.01764731466479E-26,0.692761872786603,0.16486430329597,0.389144669855359,0,0,0,0,0.92,0.92
0.710345825254634,1.66233276230569E-30,0.597816526934168,0.15949100475074,0.710345825254634,0,0,0,0,0,0
0.688958847305849,9.17772120807322E-35,0.390285392026466,0.043217298872291,0.688958847305849,0,0,0,0,0.79,0.79
0.896217908509982,9.05843007165793E-45,0.896217908509982,0.155171038285053,0.566939669314679,0,0,0,0,0.58,0.58
0.623196636501274,3.47272060288073E-54,0.623196636501274,0.11238819783153,0.535873472360199,0,0,0,0,0.1,0.1
0.80850587919581,1.5471614332976E-259,0.80850587919581,0.345297678885536,0.42504334764288,0,0,0,0,0.2,0.2
0.647026086006815,0.067567520078819,0.647026086006815,7.66838493358895E-05,0.24608857241602,0,0,0.31,0.29,0.41,0.41
0.892029137945635,0.3909544043172,0.892029137945635,0.087450138286759,0.502705814910422,0,0,0.37,0.21,0.23,0.37
0.703761481069328,0.015754763184176,0.490178751267441,0.00738484400747,0.703761481069328,0,0,0.22,0,0.01,0.22
0.512890020722915,0.000621384448954,0.512890020722915,0.054142669768238,0.285924435558708,0,0,0.13,0,0.02,0.13
0.869987195761832,9.17565378918156E-11,0.869987195761832,0.000847730636469,0.417066914952103,0,0,0.71,0,0.52,0.71
0.745689156970673,1.7773347926257E-13,0.745689156970673,0.010308000861635,0.500078226761423,0,0,0,0,0.34,0.34
0.970908000594968,1.69939590020142E-32,0.970908000594968,0.003064431152153,0.432180750268199,0,0,0,0,1,1
0.343492271076857,7.39580809142222E-27,0.343492271076857,0.034166121735604,0.178068884229923,0,0,0,0.71,0.85,0.85
0.893054229890431,4.05531026551416E-33,0.893054229890431,0.000116802793058,0.539172942287143,0,0,0,0,0.29,0.29
0.566965413124874,1.99010460664575E-44,0.566965413124874,0.000144944928142,0.28729480941854,0,0,0,0,0.96,0.96
0.805521109255515,6.80890406600736E-59,0.205874778771767,0.000492776848512,0.805521109255515,0,0,0,0,0.87,0.87
0.641996369521347,3.73706124546849E-251,0.641996369521347,0.04779413167903,0.618638925302012,0,0,0,0.17,0.61,0.61
0.353982510399867,0.073552526537051,0.353982510399867,1.68013082996227E-08,0.195525861287922,0,0,0,0.04,0.01,0.04
0.469755590028666,0.259007631684792,0.469755590028666,4.97434628443438E-07,0.311285840699521,0,0,0,0,0.64,0.64
0.557279547993589,0.014520074596306,0.557279547993589,0.001167436911913,0.291601571877003,0,0,0,0.01,0.1,0.1
0.851082067974797,2.96130289315603E-07,0.442636163700454,2.87796379626946E-07,0.851082067974797,0,0,0,0,0.02,0.02
0.099545038919288,4.34030835883513E-15,0.087595071312984,0.000426954943367,0.099545038919288,0,0,0,0,0.88,0.88
0.162543038676319,8.20652663830324E-20,0.162543038676319,0.000500404100555,0.131160750848619,0,0,0,0,0.46,0.46
0.885277766937954,2.21493604083167E-24,0.885277766937954,1.13127958003476E-06,0.390884328280995,0,0,0,0,0.17,0.17
0.460301821168683,1.2952667216419E-27,0.460301821168683,2.85495056246812E-05,0.245209874841151,0,0,0,0,0.5,0.5
0.927385475399537,1.06115057519767E-35,0.152827012514277,4.20341348047177E-06,0.927385475399537,0,0,0,0,0.51,0.51
0.997765337404834,2.25177154680494E-46,0.002532132338223,7.03403010036448E-10,0.997765337404834,0,0,0,0,0.97,0.97
0.996904500328045,5.79880943103848E-50,0.013685444658556,1.58510270697368E-07,0.996904500328045,0,0,0,0,0.78,0.78
0.951488340364987,2.41196668884597E-273,0.951488340364987,0.004323931237001,0.43421028880143,0,0,0,0,0.22,0.22
0.960807996242165,0.177430231030147,0.960807996242165,8.9208217681651E-08,0.353045885732601,0,0,0,0,0.72,0.72
0.950943431756795,0.871550122342248,0.950943431756795,3.77532080952629E-12,0.415996285844831,0,0,0,0.23,0.84,0.84
0.999916609361379,4.77459577260075E-06,0.999916609361379,1.18498293136168E-13,0.47779624608644,0,0,0,0.34,0.34,0.34
0.134805759819075,1.02186064013834E-10,0.134805759819075,1.22357075580841E-07,0.083110768602891,0,0,0,0,0.05,0.05
0.982023232519642,5.51633306703834E-11,0.101986540044045,1.66012884130638E-10,0.982023232519642,0,0,0,0,0.25,0.25
0.849459157254585,1.14136922529992E-16,0.849459157254585,7.0429539810571E-10,0.473246582604235,0,0,0,0,0.73,0.73
0.948221852221649,1.39197056356362E-17,0.103463291020335,3.01410788856704E-10,0.948221852221649,0,0,0,0,0.91,0.91
0.046346709135584,1.18641233128452E-23,0.015513249593544,6.44280206799817E-05,0.046346709135584,0,0,0,0,0.6,0.6
0.798376003955842,4.19757189961037E-28,0.507013479201334,2.91945594529714E-14,0.798376003955842,0,0,0,0,0,0
0.560585504597011,5.4676422457205E-43,0.560585504597011,4.87767889415481E-08,0.280939262566477,0,0,0,0,0.19,0.19
0.821883116188773,1.28557676779536E-52,0.821883116188773,4.31166253394543E-08,0.39077628454296,0,0,0,0,0.13,0.13
0.386399925345123,1.54741534040144E-263,0.386399925345123,0.002439424655941,0.259122650541842,0,0,0.37,0,0.42,0.42
0.730474160777685,0.123964230707352,0.495566272995126,1.32201917876963E-13,0.730474160777685,0,0,0.77,0,0.48,0.77
0.479692714630991,0.126919804087125,0.479692714630991,1.89547065842791E-18,0.360156633553309,0,0,0.16,0,0.48,0.48
0.586910388576339,0.004158361668081,0.546980440701271,5.80650310658874E-18,0.586910388576339,0,0,0.55,0,0.55,0.55
0.705872105796931,1.30410713890232E-05,0.705872105796931,3.05735281045391E-15,0.266734567606937,0,0,0.94,0,0.13,0.94
0.988330003265134,6.67798125519118E-11,0.988330003265134,1.0404211154032E-12,0.473502352350774,0,0,0,0,0.13,0.13
0.924970725281958,2.38398734185508E-19,0.151500545084782,1.94690352825134E-19,0.924970725281958,0,0,0,0,0.99,0.99
0.371180386662987,5.80320768655902E-28,0.371180386662987,1.28351730857056E-13,0.210466157805214,0,0,0,0,0.42,0.42
0.736975343245178,5.61539317888766E-32,0.736975343245178,4.92027402155184E-16,0.356472075828927,0,0,0,0,0.72,0.72
0.889515177277744,1.11688718382217E-32,0.889515177277744,2.5458987351075E-13,0.500948400269922,0,0,0,0,0.44,0.44
0.711887396646026,4.54068107198875E-39,0.515550647583167,4.40391719509471E-15,0.711887396646026,0,0,0,0,0.06,0.06
0.804922919669904,1.95407104522653E-51,0.804922919669904,2.20454185657864E-13,0.510249876387104,0,0,0,0,0.44,0.44
0.745145831300451,1.36829841574663E-267,0.30334334010022,3.4265220946932E-06,0.745145831300451,0,0,0,0,0.2,0.2
0.679883859394551,0.679883859394551,0.330956475343745,3.81730542658653E-20,0.112712963823007,0,0,0,0,0.54,0.54
0.967307933873414,0.000284113716972,0.967307933873414,1.01826408082666E-17,0.497781396861486,0,0,0,0,0.12,0.12
0.51729709565337,1.24037661631077E-05,0.51729709565337,3.79821277068057E-13,0.362950836747638,0,0,0.03,0,0.43,0.43
0.676407707783303,1.48648535202188E-09,0.512632627863715,1.21555192879567E-21,0.676407707783303,0,0,0,0.23,0.68,0.68
0.780980011285779,4.61108461750385E-09,0.780980011285779,1.45432181236319E-17,0.554356057272479,0,0,0,0.21,0.53,0.53
0.753916143282215,6.11499659343402E-23,0.753916143282215,1.03888617826751E-24,0.628511503802147,0,0,0,0.03,0.22,0.22
0.543973098074535,1.9353838378063E-19,0.543973098074535,2.51054862430737E-21,0.262797907025431,0,0,0,0,0.26,0.26
0.091802423467985,2.94287101968949E-30,0.091802423467985,3.84142762194631E-10,0.078268891413305,0,0,0,0,0.61,0.61
0.626376843816051,8.86501229610756E-42,0.590370619427844,9.87361094317534E-22,0.626376843816051,0,0,0,0,0.42,0.42
0.881511571875267,2.15663138123457E-35,0.101220768650333,1.14647168610382E-14,0.881511571875267,0,0,0,0,0.41,0.41
0.79774811780451,3.80581777523801E-49,0.79774811780451,3.06702254518215E-22,0.343222235262524,0,0,0,0,0.61,0.61
0.685312156546601,5.22019735673175E-260,0.685312156546601,5.07693508275334E-10,0.611593117533288,0,0,0,0,0.26,0.26
0.779970842972898,0.294511856403914,0.779970842972898,6.24323815579058E-31,0.685276717338299,0,0,0,0,0.78,0.78
0.649891545336628,0.00026294874114,0.649891545336628,4.95266567456196E-27,0.409055098069479,0,0,0.02,0,0.96,0.96
0.744734922804953,0.000174312008475,0.744734922804953,7.50391888400583E-29,0.325374721275211,0,0,0,0,0.18,0.18
0.698479596583362,8.9948927429162E-11,0.698479596583362,1.04404928058059E-30,0.665170299584728,0,0,0,0,0.07,0.07
0.978150324975211,8.01110368359891E-11,0.064517694358582,2.06460095390102E-23,0.978150324975211,0,0,0.01,0,0.13,0.13
0.816589724101858,2.23234214995483E-15,0.816589724101858,2.75002086002737E-35,0.584258432297579,0,0,0,0,1,1
0.588291442873291,5.11715248574073E-22,0.588291442873291,4.58402244707897E-25,0.349431298792236,0,0,0,0,0.08,0.08
0.303666888369841,1.29286352591749E-27,0.303666888369841,3.98905281932399E-24,0.171640974586954,0,0,0,0,0.74,0.74
0.816509478260485,2.49039941748048E-30,0.816509478260485,1.75936993229202E-23,0.604429195188248,0,0,0,0,0.57,0.57
0.891307804032521,1.22018270200465E-44,0.891307804032521,1.36987107120978E-19,0.537862008867496,0,0,0,0,0.18,0.18
0.815198343760248,6.89958047800084E-43,0.815198343760248,5.79437779188358E-24,0.626866351728506,0,0,0.7,0,0.11,0.7
0.729307295635557,7.21919949750107E-264,0.729307295635557,4.72918404209997E-09,0.416538474353704,0,0,0.94,0,0.39,0.94
0.978221350609702,0.146855440047806,0.056884344302868,1.7217821373143E-32,0.978221350609702,0,0,0.84,0.28,0.95,0.95
0.287495558413641,0.010321202226428,0.287495558413641,1.25999687348678E-33,0.158973719498967,0,0,0.01,0.53,0.81,0.81
0.703801638669712,0.000943093073723,0.703801638669712,7.68144598822471E-34,0.565881857584467,0,0,0.42,0.02,0.4,0.42
0.772399109826788,0.004626000696545,0.772399109826788,2.1459903512345E-29,0.434598593646391,0,0,0,0,0.44,0.44
