"B0","B1"
3.26861844921841,1.15790613036107
3.56354427753001,1.45283195867266
3.51190475351827,1.40119243466092
3.66433798842913,1.55362566957179
3.45523402823018,1.34452170937284
3.57110249565137,1.46039017679403
3.75740520794945,1.64669288909211
3.65515724477305,1.5444449259157
2.93578611715822,0.82507379830088
3.8173098318432,1.70659751298585
3.86788681138792,1.75717449253058
3.6967938466838,1.58608152782645
4.158538132755,2.04782581389766
3.34812435141774,1.2374120325604
3.89133343175682,1.78062111289947
3.80607809015213,1.69536577129479
3.50422635404756,1.39351403519022
3.41196855841507,1.30125623955773
3.09205179354871,0.981339474691362
3.49462795409574,1.38391563523839
3.1428853274046,1.03217300854725
3.66908671470757,1.55837439585023
2.76669322923758,0.655980910380233
3.77001974469863,1.65930742584129
3.35212848060972,1.24141616175237
3.45286412918178,1.34215181032444
3.90177621017387,1.79106389131652
3.88514458907528,1.77443227021794
3.73308800176243,1.62237568290509
3.40179749809248,1.29108517923514
3.46297383903466,1.35226152017731
3.94118081097125,1.83046849211391
3.09398723392546,0.983274915068113
3.61523912524204,1.5045268063847
3.66042802786023,1.54971570900289
4.45596438871357,2.34525206985623
3.63829587977671,1.52758356091937
2.33649069998752,0.225778381130175
3.67102517034943,1.56031285149209
3.5517356359839,1.44102331712656
3.1862029917872,1.07549067292986
3.52991924306341,1.41920692420607
3.49064876197015,1.37993644311281
3.54528470388137,1.43457238502403
3.68745853575553,1.57674621689818
4.27677701732262,2.16606469846528
3.9151654603127,1.80445314145536
3.70978844696891,1.59907612811157
4.20982406563682,2.09911174677947
3.99527198900984,1.8845596701525
3.70299654924083,1.59228423038349
3.46903927251675,1.35832695365941
3.9076952482961,1.79698292943876
3.49517864992539,1.38446633106804
3.70240207009612,1.59168975123877
3.12686323091106,1.01615091205372
3.55439705536206,1.44368473650472
3.86278401670806,1.75207169785071
3.41352053680333,1.30280821794599
3.53149045256427,1.42077813370692
3.58909042931533,1.47837811045799
3.75667016059443,1.64595784173709
3.93357518597441,1.82286286711706
3.7806184355905,1.66990611673316
3.09685323219944,0.986140913342092
3.94987946185205,1.83916714299471
3.7972076669172,1.68649534805985
4.07857509280019,1.96786277394284
3.43833702146672,1.32762470260938
3.05559900118307,0.944886682325722
4.2668010120293,2.15608869317195
3.35003183808631,1.23931951922896
3.04504476101822,0.934332442160874
4.09919295763052,1.98848063877318
2.96530835686821,0.854596038010869
3.83736743487971,1.72665511602237
3.84983655982293,1.73912424096559
3.69603278229786,1.58532046344052
3.7313327853764,1.62062046651905
4.14523525723283,2.03452293837549
3.03406343192513,0.923351113067781
3.39058881494547,1.27987649608813
3.81989911599399,1.70918679713664
4.01340191263458,1.90268959377723
3.34214526264438,1.23143294378703
3.47135071085351,1.36063839199617
3.30339505876986,1.19268273991252
3.51274673962482,1.40203442076747
3.84279364867622,1.73208132981887
3.46088619880339,1.35017387994604
3.68890825249566,1.57819593363832
3.90517834379085,1.7944660249335
3.40391270666316,1.29320038780581
3.55714565043746,1.44643333158012
3.5083642103481,1.39765189149076
3.58146880503396,1.47075648617662
3.82922804913118,1.71851573027383
3.73727143479418,1.62655911593684
3.52065069247983,1.40993837362249
3.64697960570199,1.53626728684464
2.94310792705128,0.832395608193934
3.68900265290191,1.57829033404456
3.6636542193203,1.55294190046295
3.29585176938026,1.18513945052292
3.74520097031805,1.63448865146071
3.72266696864019,1.61195464978284
3.82394378497735,1.71323146612001
3.3967789780992,1.28606665924186
3.86286481075689,1.75215249189954
3.79453938078992,1.68382706193258
3.61455211001341,1.50383979115607
3.70179148234228,1.59107916348494
3.77547058947142,1.66475827061408
3.674695699386,1.56398338052865
3.30397380761071,1.19326148875337
3.43010899098899,1.31939667213165
3.56541471145929,1.45470239260194
3.24690711490096,1.13619479604362
3.36468613089376,1.25397381203641
2.9964035736795,0.885691254822154
3.36699289164659,1.25628057278924
3.95331179040412,1.84259947154678
2.94789876782622,0.83718644896888
3.24293843528861,1.13222611643126
3.23179902456873,1.12108670571139
2.92547125084975,0.814758931992404
3.87609032928314,1.7653780104258
3.67442561416639,1.56371329530905
3.75965883035551,1.64894651149817
3.98437091291841,1.87365859406106
3.42901475282622,1.31830243396887
3.6340648216037,1.52335250274635
3.430582377059,1.31987005820165
3.55953788133133,1.44882556247399
3.50281786431531,1.39210554545796
3.52230088821421,1.41158856935686
3.32902709006085,1.2183147712035
3.64863061815272,1.53791829929538
3.40218767694517,1.29147535808782
3.35636365232898,1.24565133347164
2.94396031079926,0.833247991941914
3.58426827469391,1.47355595583657
3.68414256783816,1.57343024898081
4.02026452891642,1.90955221005908
3.49077965083147,1.38006733197413
3.18399573593049,1.07328341707315
3.58842889053285,1.47771657167551
2.97925257015244,0.868540251295097
3.1822736597505,1.07156134089316
3.7272351422693,1.61652282341195
2.74292224524104,0.6322099263837
3.02259567243303,0.911883353575687
3.70058716007556,1.58987484121822
3.30597898308123,1.19526666422389
3.40775192159385,1.2970396027365
3.44978846910914,1.33907615025179
3.96594128557991,1.85522896672257
3.88663026648223,1.77591794762488
4.39573655754244,2.2850242386851
3.62935927877043,1.51864695991309
3.74852844462814,1.6378161257708
3.66299518419527,1.55228286533793
3.71638008749165,1.6056677686343
3.68743990148643,1.57672758262909
3.66930086922737,1.55858855037002
3.82671512389967,1.71600280504233
4.15888060588714,2.0481682870298
2.81656213442087,0.705849815563524
3.76703499394981,1.65632267509246
3.25055696212848,1.13984464327113
4.01740827008373,1.90669595122638
3.97954100455204,1.86882868569469
4.0496501863463,1.93893786748896
3.77597240241855,1.66526008356121
3.89835268464278,1.78764036578544
3.3791286034215,1.26841628456416
3.08548723898685,0.974774920129508
3.23579373714666,1.12508141828932
3.48164488910529,1.37093257024795
3.36100796326733,1.25029564440998
3.90006792437871,1.78935560552137
3.97735794536243,1.86664562650508
3.59522328376414,1.48451096490679
3.75098406896613,1.64027175010878
3.4758248480778,1.36511252922046
4.16651230905774,2.05579999020039
3.59205234040392,1.48134002154658
3.37980614071253,1.26909382185519
3.69371670009494,1.58300438123759
3.6026499769289,1.49193765807156
3.37489880526212,1.26418648640478
2.97145497167305,0.860742652815711
4.25520869606475,2.14449637720741
2.7048227073519,0.59411038849456
3.47019120493961,1.35947888608227
3.12758698750074,1.01687466864339
2.62672670592219,0.516014387064848
3.71537609322528,1.60466377436794
3.23356992766701,1.12285760880967
2.60151430819991,0.490801989342563
3.8292809515316,1.71856863267426
3.70937512476546,1.59866280590812
3.93748049087939,1.82676817202204
3.96135085460778,1.85063853575043
3.20279046818395,1.0920781493266
3.99205062458874,1.8813383057314
3.75229080298162,1.64157848412428
3.76801820960412,1.65730589074678
3.88640308695757,1.77569076810022
3.92821221423422,1.81749989537687
3.67126893835819,1.56055661950085
3.42334609386479,1.31263377500745
3.70082589781655,1.5901135789592
4.10137844660873,1.99066612775138
3.56098956641767,1.45027724756032
3.98740181598094,1.8766894971236
3.38890408522956,1.27819176637221
3.71658894623936,1.60587662738202
3.12744548913416,1.01673317027682
3.2389889133474,1.12827659449005
3.40984778973601,1.29913547087867
3.63842023290357,1.52770791404623
3.60279034707233,1.49207802821499
3.44866005052789,1.33794773167055
3.44110324022937,1.33039092137202
2.79865510541745,0.687942786560102
4.46543465506823,2.35472233621089
3.20138276461499,1.09067044575764
3.51610440704826,1.40539208819092
3.32006169904053,1.20934938018319
3.92097676192613,1.81026444306879
3.53355538034266,1.42284306148531
3.64025223948855,1.52953992063121
3.97590261670018,1.86519029784284
3.74436597678985,1.63365365793251
3.88156331851909,1.77085099966175
3.52232891353736,1.41161659468001
3.85408390800439,1.74337158914704
3.77224236957182,1.66153005071448
3.53810694110102,1.42739462224368
3.51714772572764,1.4064354068703
3.52681344309586,1.41610112423851
3.46517033818086,1.35445801932352
3.54172985977392,1.43101754091658
4.16856562730571,2.05785330844836
3.45882494208121,1.34811262322386
3.57436889066244,1.46365657180509
3.67874232090555,1.5680300020482
3.52171704587845,1.41100472702111
3.63168658472408,1.52097426586673
4.13049456648579,2.01978224762845
3.01838890400549,0.907676585148144
3.45345851892808,1.34274620007074
3.98556098988088,1.87484867102354
3.56447111604023,1.45375879718289
3.61657587632237,1.50586355746503
3.81365969234003,1.70294737348269
3.82840626252458,1.71769394366724
3.65343370364652,1.54272138478917
3.79645483035931,1.68574251150196
3.49494929543794,1.38423697658059
3.91825147300202,1.80753915414468
3.11753350200524,1.0068211831479
3.44847093116992,1.33775861231258
3.21541120127012,1.10469888241277
3.1153571703789,1.00464485152156
3.16875853371694,1.0580462148596
3.32631893298604,1.2156066141287
3.76538779222565,1.65467547336831
3.29248733383474,1.1817750149774
3.32257321647395,1.21186089761661
3.8585615321412,1.74784921328386
3.47967712136668,1.36896480250934
3.52349579535124,1.4127834764939
3.64819503016499,1.53748271130764
3.57302855860327,1.46231623974592
3.18606699044396,1.07535467158661
3.3779599661683,1.26724764731096
3.80739692476866,1.69668460591132
3.65069879023363,1.53998647137629
2.97007913190535,0.859366813048009
4.09176676535528,1.98105444649793
3.64627133644709,1.53555901758975
2.87693640426219,0.766224085404845
3.53037780744567,1.41966548858832
2.7461113703168,0.635399051459455
2.91359936805453,0.802887049197187
3.53421952216987,1.42350720331253
2.9512445968697,0.840532278012354
3.25079286587319,1.14008054701584
3.47532590769366,1.36461358883632
3.40870892022571,1.29799660136837
3.14647850360459,1.03576618474725
