120,0.0,0.0,0.0
8,0.87,0.34,0.1
9,0.02,0.0,0.13
10,0.74,0.82,0.0
11,0.0,0.08,0.06
24,0.0,0.02,0.0
25,0.0,0.01,0.0
26,0.0,0.01,0.0
27,0.0,0.0,0.0
12,0.0,0.74,0.64
13,0.05,0.37,0.66
14,0.0,0.24,0.25
15,0.04,0.68,0.07
36,0.0,0.04,0.12
37,0.0,0.06,0.04
38,0.0,0.0,0.1
39,0.0,0.0,0.0
56,0.0,0.03,0.15
57,0.0,0.08,0.02
58,0.0,0.0,0.0
59,0.0,0.0,0.0
0,0.74,0.43,0.11
1,0.65,0.14,0.42
2,0.04,0.5,0.69
3,0.04,0.29,0.03
32,0.0,0.0,0.0
33,0.0,0.38,0.12
34,0.0,0.25,0.06
35,0.0,0.01,0.0
44,0.0,0.13,0.94
45,0.0,0.0,0.09
46,0.0,0.3,0.03
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
40,0.0,0.01,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
20,0.15,0.02,0.0
21,0.0,0.0,0.0
22,0.0,0.39,0.99
23,0.0,0.11,0.34
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.63,0.47
16,0.0,0.22,1.0
17,0.05,0.35,0.13
18,0.0,0.05,0.0
19,0.01,0.31,0.42
28,0.0,0.34,0.5
29,0.0,0.1,0.0
30,0.0,0.1,0.06
31,0.0,0.0,0.0
4,0.13,0.99,0.86
5,0.0,0.76,0.04
6,0.02,0.04,0.05
7,0.07,0.35,0.27
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,0.0,0.0,0.0
115,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
80,0.0,0.0,0.0
81,0.0,0.0,0.0
82,0.0,0.0,0.0
83,0.0,0.0,0.0
88,0.0,0.02,0.16
89,0.0,0.0,0.43
90,0.0,0.0,0.0
91,0.0,0.0,0.0
116,0.0,0.0,0.0
117,0.0,0.0,0.0
118,0.0,0.0,0.0
119,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,0.27
111,0.0,0.0,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.0,0.0,0.0
84,0.0,0.0,0.0
85,0.0,0.0,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.59,0.83
76,0.0,0.0,0.0
77,0.0,0.51,0.79
78,0.0,0.05,0.1
79,0.0,0.0,0.05
104,0.0,0.0,0.0
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
68,0.0,0.08,0.56
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
100,0.0,0.0,0.08
101,0.0,0.0,0.26
102,0.0,0.0,0.0
103,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.75,0.44
67,0.0,0.0,0.11
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,0.0,0.0
120,0.0,0.0,0.0
36,0.0,0.04,0.08
37,0.0,0.1,0.07
38,0.0,0.0,0.1
39,0.0,0.0,0.0
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,0.0,0.0,0.0
115,0.0,0.0,0.0
56,0.0,0.03,0.08
57,0.0,0.02,0.03
58,0.0,0.0,0.0
59,0.0,0.0,0.0
88,0.0,0.03,0.14
89,0.0,0.01,0.44
90,0.0,0.0,0.0
91,0.0,0.0,0.0
44,0.0,0.14,0.91
45,0.0,0.01,0.09
46,0.0,0.36,0.06
47,0.0,0.0,0.0
116,0.0,0.0,0.0
117,0.0,0.0,0.0
118,0.0,0.0,0.0
119,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
16,0.0,0.28,0.98
17,0.09,0.34,0.15
18,0.0,0.01,0.01
19,0.0,0.3,0.35
76,0.0,0.0,0.0
77,0.0,0.54,0.86
78,0.0,0.03,0.04
79,0.0,0.0,0.05
12,0.0,0.74,0.52
13,0.03,0.32,0.65
14,0.0,0.29,0.14
15,0.05,0.6,0.06
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.53,0.46
24,0.0,0.02,0.0
25,0.0,0.0,0.0
26,0.0,0.05,0.0
27,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
84,0.0,0.0,0.0
85,0.0,0.0,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
104,0.0,0.0,0.0
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
8,0.91,0.31,0.06
9,0.01,0.01,0.13
10,0.71,0.81,0.0
11,0.0,0.1,0.13
0,0.69,0.42,0.11
1,0.69,0.23,0.33
2,0.05,0.56,0.75
3,0.06,0.24,0.03
80,0.0,0.0,0.0
81,0.0,0.0,0.0
82,0.0,0.0,0.0
83,0.0,0.0,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.0,0.0,0.0
32,0.01,0.0,0.0
33,0.0,0.43,0.11
34,0.0,0.22,0.06
35,0.0,0.04,0.02
100,0.0,0.02,0.11
101,0.0,0.0,0.2
102,0.0,0.0,0.0
103,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.66,0.57
67,0.0,0.03,0.13
28,0.0,0.28,0.64
29,0.0,0.08,0.02
30,0.0,0.1,0.08
31,0.0,0.0,0.0
4,0.16,0.99,0.8
5,0.02,0.78,0.01
6,0.07,0.03,0.06
7,0.16,0.36,0.23
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.61,0.74
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,0.27
111,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,0.0,0.0
20,0.1,0.03,0.01
21,0.0,0.0,0.0
22,0.0,0.41,1.0
23,0.0,0.06,0.35
68,0.0,0.06,0.54
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
120,0.0,0.0,0.0
56,0.0,0.01,0.09
57,0.0,0.06,0.04
58,0.0,0.0,0.0
59,0.0,0.0,0.0
68,0.0,0.09,0.53
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
24,0.0,0.03,0.0
25,0.0,0.0,0.0
26,0.0,0.02,0.0
27,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,0.33
111,0.0,0.0,0.0
88,0.0,0.02,0.22
89,0.0,0.03,0.48
90,0.0,0.0,0.0
91,0.0,0.0,0.0
32,0.01,0.0,0.0
33,0.0,0.46,0.16
34,0.0,0.25,0.09
35,0.0,0.05,0.0
0,0.69,0.44,0.11
1,0.74,0.15,0.43
2,0.03,0.59,0.67
3,0.09,0.3,0.03
100,0.0,0.02,0.12
101,0.0,0.0,0.23
102,0.0,0.0,0.0
103,0.0,0.0,0.0
