p_final,p_LassocB,p_LassocA|B,p_AassocB|L,p_LindB|A,OS Test 4,child_seed,parent_seed
0.7529880478087649,0.2868525896414343,0.10557768924302789,0.2749003984063745,0.7529880478087649,0.46825383779602575,2866522424449904465,215857459575109691210732681358825536068
0.4960159362549801,0.00199203187250996,0.450199203187251,0.4960159362549801,0.1454183266932271,0.48394372765624877,1080810211357157993,same
0.6733067729083665,0.00199203187250996,0.4860557768924303,0.6733067729083665,0.5577689243027888,0.4684461979668798,1432630676506546012,same
0.8386454183266933,0.00199203187250996,0.8386454183266933,0.549800796812749,0.22709163346613545,0.48552941172770764,3449737611631744914,same
0.6274900398406374,0.00199203187250996,0.5776892430278885,0.49203187250996017,0.6274900398406374,0.45446795103000537,3358473464076451481,same
0.8326693227091634,0.00199203187250996,0.1593625498007968,0.6573705179282868,0.8326693227091634,0.46941970593633586,91429010793504696,same
0.8207171314741036,0.00199203187250996,0.4342629482071713,0.8207171314741036,0.2350597609561753,0.4795714623977501,4790299343586622776,same
0.9302788844621513,0.00199203187250996,0.9302788844621513,0.350597609561753,0.14940239043824702,0.4492262297294131,2564101754429816887,same
0.6593625498007968,0.00199203187250996,0.6593625498007968,0.2151394422310757,0.0697211155378486,0.4629649407273225,5296547449666039442,same
0.6254980079681275,0.00199203187250996,0.5079681274900398,0.6254980079681275,0.4362549800796813,0.43619780444539996,9175239066275924926,same
0.9760956175298805,0.053784860557768925,0.00199203187250996,0.20717131474103587,0.9760956175298805,0.38166947853388716,5244784549751488999,same
0.8466135458167331,0.00199203187250996,0.00199203187250996,0.4581673306772908,0.8466135458167331,0.4118907782934561,7306516703678372525,same
0.47808764940239046,0.00199203187250996,0.00199203187250996,0.47808764940239046,0.12151394422310757,0.39903674235689296,1846354993237036180,same
0.7270916334661355,0.00199203187250996,0.01195219123505976,0.7270916334661355,0.6055776892430279,0.4242458490463116,1577179465110701573,same
0.5258964143426295,0.00199203187250996,0.013944223107569721,0.3884462151394422,0.5258964143426295,0.38807996475416057,4148290530576819489,same
0.4800796812749004,0.00199203187250996,0.14143426294820718,0.4800796812749004,0.33067729083665337,0.3897333724782358,269092140249574399,same
0.5936254980079682,0.00199203187250996,0.12350597609561753,0.3904382470119522,0.5936254980079682,0.40914040739982327,8214656084030399253,same
0.7868525896414342,0.00199203187250996,0.7868525896414342,0.5219123505976095,0.4262948207171315,0.38726613972074203,3608372362052771139,same
0.9701195219123506,0.00199203187250996,0.6533864541832669,0.1254980079681275,0.9701195219123506,0.40634534592902355,5420000857859160598,same
0.5039840637450199,0.00199203187250996,0.17131474103585656,0.5039840637450199,0.3565737051792829,0.4103530713433399,1049986752595345985,same
0.6673306772908366,0.6673306772908366,0.00199203187250996,0.3545816733067729,0.5039840637450199,0.30380235694415786,77307984792185738,same
0.9800796812749004,0.00199203187250996,0.00199203187250996,0.11952191235059761,0.9800796812749004,0.34040504540585614,281566106326253865,same
0.4103585657370518,0.00199203187250996,0.00199203187250996,0.4103585657370518,0.1892430278884462,0.2944474481890729,4048517806173659184,same
0.9043824701195219,0.00199203187250996,0.00199203187250996,0.5756972111553785,0.9043824701195219,0.2966806918600098,1622877846236602815,same
0.6334661354581673,0.00199203187250996,0.00199203187250996,0.36852589641434264,0.6334661354581673,0.301345841571421,3039448337311967632,same
0.6055776892430279,0.00199203187250996,0.00398406374501992,0.6055776892430279,0.599601593625498,0.3071999846332983,6592736118080238735,same
