"p_cit","p_TL","p_TG","p_GL","p_Lind","p_res"
-1,-1,-1,-1,-1,"364475544"
0.85165338365685,0.421369680791464,0.85165338365685,1.46284362646452e-29,0.45601722620949," "
0.564635243499612,0.564635243499612,0.332640241981808,4.07395987490346e-26,0.0551263788674173," "
0.95690411376051,0.672870340188114,0.95690411376051,1.72294655157318e-25,0.439572913055675," "
0.999101501618882,0.185683799421506,0.999101501618882,9.28474697413662e-25,0.523126889461736," "
0.777963255171259,0.304490403555528,0.424378443651941,1.46972303777408e-30,0.777963255171259," "
0.0191284350676924,0.00127349447351687,0.00386371796362678,2.38032739358396e-24,0.0191284350676924,"causal"
0.00072302515137902,0.000370324426103702,0.00072302515137902,6.44321409870052e-29,0.00058402740474346,"causal"
0.0246152671834003,0.0246152671834003,1.36439056184012e-05,1.74035795524075e-21,3.88660489316838e-06,"causal"
0.0075960707284761,0.0075960707284761,0.000320515450412319,3.39682194658939e-28,0.000249907830655904,"causal"
0.540910412828623,0.0275048152276712,0.540910412828623,7.63065303951471e-21,0.210003606483697," "
6.16079573294007e-08,6.16079573294007e-08,2.2201552703149e-19,1.17199413100239e-25,4.23366362902186e-19,"causal"
2.9092540904018e-05,2.9092540904018e-05,2.01712124061654e-16,1.47786888591254e-20,2.12518290035932e-18,"causal"
0.0033505082652181,0.0033505082652181,2.94551002330763e-06,2.75171073531256e-24,9.19188185322893e-06,"causal"
2.15449663173927e-05,2.15449663173927e-05,8.50442096451423e-07,1.55943232885201e-24,1.17635894132837e-10,"causal"
0.12478667286336,0.12478667286336,0.000637014262946408,1.9496922861094e-29,0.0127866421544587," "
1.18450818106961e-06,1.18450818106961e-06,8.93077245924223e-17,4.13689428510492e-27,4.31932347838975e-18,"causal"
1.26604863314494e-08,1.26604863314494e-08,1.3061779497859e-19,7.77802802814511e-14,2.449763496065e-16,"causal"
1.57317135229207e-08,5.55212342903681e-09,9.37824119084814e-09,4.48655030873557e-17,1.57317135229207e-08,"causal"
