"p_cit","p_TL","p_TG","p_GL","p_Lind","childseed","Parentseed"
0.949841282261354,0.945471511371516,0.949841282261354,0.486479875413616,0.50181014795703,340797986,2109097670
0.8226515280918,0.8226515280918,0.705672825017011,0.134379051192463,0.441234864800572,826241397,2109097670
0.812084839547711,0.318345782614788,0.217150378275462,0.210219935963772,0.812084839547711,1828343945,2109097670
0.901174971901783,0.133301750185692,0.144326670125703,0.033779199623744,0.901174971901783,1149276382,2109097670
0.829660363940677,0.0832602444080907,0.0164694575796703,0.829660363940677,0.623336883802431,990109024,2109097670
0.781854205718318,0.167642014568474,0.781854205718318,0.235800489858926,0.408555549668038,1125471070,2109097670
0.902295524750067,0.902295524750067,0.000114379734335664,0.126078061482423,0.603144480223587,1535284975,2109097670
0.863694523612646,0.122196316436662,0.863694523612646,0.56899829558125,0.474524548439998,646587098,2109097670
0.999649495581002,0.747684965243747,2.64776874715856e-06,0.0539633970965142,0.999649495581002,1279230582,2109097670
0.915168815735405,0.0556266948994778,0.915168815735405,0.00751823795637775,0.509087441694268,755301485,2109097670
0.46896620856668,0.46896620856668,0.108696738013147,2.97388565713999e-14,0.0397549013291282,1154253886,2109097670
0.901610917450084,0.582655364761555,0.112103896289674,5.88101072008702e-06,0.901610917450084,1114686109,2109097670
0.389087238959203,0.389087238959203,0.00270458057484787,5.05066927642522e-06,0.00012232676636373,2001163222,2109097670
0.448769170796392,0.448769170796392,9.31286985985539e-06,2.58055025748247e-08,0.051649699585509,733726553,2109097670
0.462899962165637,0.462899962165637,5.85399132675319e-06,3.9924622628192e-08,0.115513737624039,2110133023,2109097670
0.10992968741526,0.10992968741526,0.00065785807232144,5.31519240665395e-09,0.000445591139611969,1110647235,2109097670
0.678902888383942,0.678902888383942,0.193996751734106,1.50212135701137e-09,0.0403011121731678,1860605028,2109097670
0.415976978230578,0.415976978230578,0.000180047711636691,3.15481616975984e-06,2.68837899662754e-13,1998734585,2109097670
0.495236651296782,0.495236651296782,0.000249976966948718,6.20934550518534e-05,1.12680454824286e-14,465792770,2109097670
0.192343398369974,0.192343398369974,0.00870024628991437,4.08016432490717e-05,0.00355194473150509,885966456,2109097670
0.901226331096673,0.901226331096673,0.761057040579209,7.21647737923071e-23,0.441081968133459,1514148086,2109097670
0.510400505637223,0.510400505637223,0.27641075306281,8.79861082021119e-24,0.0680626775194195,1198253459,2109097670
0.0509332862523832,0.00309205412649645,0.0509332862523832,2.79813817791878e-20,0.0188369353708501,1095514956,2109097670
0.014545750320946,5.53696289588662e-06,0.014545750320946,5.54016873455964e-28,0.0102239090268829,641098881,2109097670
1.96353963973117e-05,1.96353963973117e-05,5.0883397878809e-12,3.85777437427959e-17,3.31352635073287e-11,707183415,2109097670
0.0178371687225075,0.0178371687225075,4.09671099364823e-08,3.4656792077619e-24,7.68105623665288e-07,1392458716,2109097670
3.17662261167448e-08,6.33175267791369e-09,9.82387986331306e-09,4.91449902993623e-24,3.17662261167448e-08,610961607,2109097670
0.900755685968301,0.447280505343916,9.84530089150282e-07,9.92275540122182e-21,0.900755685968301,1634164885,2109097670
4.01348727327197e-07,4.01348727327197e-07,1.70267474143712e-24,1.44107323032185e-30,2.20510565813103e-12,1462113446,2109097670
0.000707322893865404,0.000707322893865404,4.89138293883046e-05,2.97552983448418e-17,4.00275892261893e-05,851161096,2109097670
0.836339035199385,0.836339035199385,0.550781813647857,5.79114809479343e-54,0.250526674627461,587723694,2109097670
0.927151821494466,0.190278979189386,0.927151821494466,3.47698092423822e-44,0.477346819752287,650126003,2109097670
0.463388955507291,0.000355328405412117,0.463388955507291,3.72572317632319e-45,0.244703137764068,976032585,2109097670
0.0857392634142408,0.0334774276935757,0.0857392634142408,8.24638870423353e-45,0.0486128441928132,140235223,2109097670
1.65254556644119e-14,9.53330388005414e-15,1.42890726874637e-17,1.94796828596517e-30,1.65254556644119e-14,1328512666,2109097670
1.57190884198035e-11,1.57190884198035e-11,2.87132206437775e-13,2.83873883759912e-39,1.33463287979413e-12,2078190496,2109097670
2.64140772034758e-17,4.10178744121163e-21,2.30202712801266e-21,1.70341958929086e-36,2.64140772034758e-17,979094841,2109097670
0.000783313403095433,2.34702963548854e-05,0.000606366187043863,1.94136480851247e-49,0.000783313403095433,1972505401,2109097670
2.87295840506779e-11,2.87295840506779e-11,6.25801840248842e-21,9.24174882578693e-43,5.11055775781553e-17,1060513819,2109097670
2.6410635341794e-06,2.6410635341794e-06,4.04308780850123e-08,2.43276544925227e-43,2.65558548728726e-08,1367196503,2109097670
0.811924553267791,0.503369107532091,0.361139675777848,2.7180893345961e-74,0.811924553267791,1110124780,2109097670
0.52712612089569,0.52712612089569,0.309428713136399,1.63441667923886e-78,0.267668213730191,639018660,2109097670
0.999798821796308,0.0193706500651702,0.000509265043642862,7.32124588664759e-88,0.999798821796308,395302645,2109097670
0.837974419528368,0.0112048127511302,0.27455817664756,2.65764599338821e-80,0.837974419528368,626922931,2109097670
1.39879993775416e-06,8.51371259391816e-24,2.31669749785196e-07,2.62885756783709e-49,1.39879993775416e-06,200038291,2109097670
0.00310843573114028,2.16390977302789e-13,0.00310843573114028,2.64980165392031e-68,0.000828699616272143,2115060290,2109097670
7.68613288596567e-08,8.93122942271308e-29,2.3000408252838e-08,1.75688202623498e-58,7.68613288596567e-08,1151175346,2109097670
0.000350320228522575,5.93016432141065e-17,0.000328889455717679,5.05502980982486e-63,0.000350320228522575,414633776,2109097670
1.81167598419695e-12,2.69046215790461e-28,8.59957454444282e-15,8.3675252349578e-47,1.81167598419695e-12,1658463149,2109097670
0.00105986598696914,1.45233842205466e-10,0.00105986598696914,1.10895220385517e-73,0.000594296166391449,1543128932,2109097670
0.883065154385706,0.567045102712161,0.188755593944658,5.99133186582506e-101,0.883065154385706,466287683,2109097670
0.818635674510062,0.00713177510026424,0.818635674510062,9.93283034981192e-113,0.606695750227749,324624141,2109097670
0.997883781454929,0.616543815283825,0.00241223184805606,4.79377740951725e-106,0.997883781454929,469469095,2109097670
0.9993164207722,0.93841895987356,0.000342525677830104,1.00813988386616e-108,0.9993164207722,1263897422,2109097670
0.980740549412136,5.06749615890211e-43,0.0334104240713313,2.75055706101524e-92,0.980740549412136,1878277114,2109097670
0.909327346042003,5.81474932027708e-12,0.212232158527371,5.57453087373561e-93,0.909327346042003,1649745339,2109097670
