p_final,p_LassocB,p_LassocA|B,p_AassocB|L,p_LindB|A,OS Test 4,child_seed,parent_seed
0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.3342700153700845,8799442469232675988,162392375463189049223015271952299038710
0.9705882352941176,0.16666666666666666,0.00980392156862745,0.00980392156862745,0.9705882352941176,0.25750279078761706,5648910587468186490,same
0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.25750279078761706,1792697086825279972,same
0.11764705882352941,0.00980392156862745,0.00980392156862745,0.0196078431372549,0.11764705882352941,0.25750279078761706,3580682337101093383,same
0.0392156862745098,0.0196078431372549,0.00980392156862745,0.0392156862745098,0.00980392156862745,0.25750279078761706,5921580701212410432,same
0.9901960784313726,0.00980392156862745,0.00980392156862745,0.058823529411764705,0.9901960784313726,0.25750279078761706,1109426223046573410,same
0.6666666666666666,0.00980392156862745,0.00980392156862745,0.16666666666666666,0.6666666666666666,0.25750279078761706,2803145478179745385,same
0.3333333333333333,0.18627450980392157,0.00980392156862745,0.3333333333333333,0.08823529411764706,0.25750279078761706,853307513729086972,same
0.9215686274509803,0.0196078431372549,0.00980392156862745,0.0392156862745098,0.9215686274509803,0.25750279078761706,3907006222750013352,same
0.9901960784313726,0.029411764705882353,0.00980392156862745,0.00980392156862745,0.9901960784313726,0.25750279078761706,5447425917091938375,same
0.9901960784313726,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.9901960784313726,0.25750279078761706,8758915696266667554,same
0.9901960784313726,0.0196078431372549,0.00980392156862745,0.00980392156862745,0.9901960784313726,0.25750279078761706,7390014588547796027,same
0.8431372549019608,0.00980392156862745,0.00980392156862745,0.8137254901960784,0.8431372549019608,0.25750279078761706,1977144654933389431,same
0.14705882352941177,0.14705882352941177,0.00980392156862745,0.029411764705882353,0.00980392156862745,0.25750279078761706,5739963316974702202,same
0.23529411764705882,0.09803921568627451,0.00980392156862745,0.00980392156862745,0.23529411764705882,0.25750279078761706,5212685746901428885,same
0.058823529411764705,0.058823529411764705,0.00980392156862745,0.00980392156862745,0.0196078431372549,0.25750279078761706,1522628473402305215,same
0.06862745098039216,0.029411764705882353,0.00980392156862745,0.00980392156862745,0.06862745098039216,0.25750279078761706,1753862089923689020,same
0.9901960784313726,0.029411764705882353,0.00980392156862745,0.00980392156862745,0.9901960784313726,0.25750279078761706,9166083699347626292,same
0.8431372549019608,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.8431372549019608,0.25750279078761706,1413661775631204169,same
0.7352941176470589,0.11764705882352941,0.00980392156862745,0.4117647058823529,0.7352941176470589,0.25750279078761706,731054119014725392,same
0.9901960784313726,0.12745098039215685,0.00980392156862745,0.0784313725490196,0.9901960784313726,0.25750279078761706,7334022167735184927,same
0.9901960784313726,0.08823529411764706,0.00980392156862745,0.00980392156862745,0.9901960784313726,0.25750279078761706,5810973261064945763,same
0.5294117647058824,0.13725490196078433,0.00980392156862745,0.5294117647058824,0.28431372549019607,0.25750279078761706,281993374731596643,same
0.5882352941176471,0.029411764705882353,0.00980392156862745,0.058823529411764705,0.5882352941176471,0.25750279078761706,595624658626133044,same
0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.25750279078761706,3062753508842850784,same
0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.25750279078761706,6160035701708269366,same
0.5,0.5,0.00980392156862745,0.14705882352941177,0.09803921568627451,0.25750279078761706,3951859318369767785,same
0.6568627450980392,0.00980392156862745,0.00980392156862745,0.6568627450980392,0.4019607843137255,0.25750279078761706,898904585880858030,same
0.46078431372549017,0.06862745098039216,0.00980392156862745,0.46078431372549017,0.08823529411764706,0.25750279078761706,521955659071917172,same
0.6372549019607843,0.10784313725490197,0.00980392156862745,0.22549019607843138,0.6372549019607843,0.25750279078761706,1763834439212527002,same
0.5294117647058824,0.0196078431372549,0.00980392156862745,0.08823529411764706,0.5294117647058824,0.25750279078761706,7247099731978261023,same
0.43137254901960786,0.0196078431372549,0.00980392156862745,0.43137254901960786,0.2647058823529412,0.25750279078761706,7223614064989159995,same
0.4019607843137255,0.0196078431372549,0.00980392156862745,0.4019607843137255,0.37254901960784315,0.25750279078761706,3037116904673436900,same
0.9901960784313726,0.0196078431372549,0.00980392156862745,0.00980392156862745,0.9901960784313726,0.25750279078761706,6301059048188819131,same
0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.25750279078761706,8953570808842295688,same
0.6176470588235294,0.16666666666666666,0.00980392156862745,0.00980392156862745,0.6176470588235294,0.25750279078761706,7049037246429647151,same
0.21568627450980393,0.11764705882352941,0.00980392156862745,0.21568627450980393,0.21568627450980393,0.25750279078761706,878606233453664296,same
0.0392156862745098,0.0392156862745098,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.25750279078761706,5693934438815625079,same
0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.25750279078761706,2969449080378449478,same
0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.25750279078761706,1540583627131581686,same
0.43137254901960786,0.17647058823529413,0.00980392156862745,0.00980392156862745,0.43137254901960786,0.25750279078761706,1130550530819931765,same
0.29411764705882354,0.08823529411764706,0.00980392156862745,0.29411764705882354,0.00980392156862745,0.25750279078761706,7490482303369796081,same
0.5294117647058824,0.0196078431372549,0.00980392156862745,0.5294117647058824,0.00980392156862745,0.25750279078761706,3540943621010751315,same
0.9901960784313726,0.0196078431372549,0.00980392156862745,0.0196078431372549,0.9901960784313726,0.25750279078761706,4258736069553189427,same
0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.25750279078761706,7317837337856726162,same
0.0196078431372549,0.00980392156862745,0.00980392156862745,0.0196078431372549,0.00980392156862745,0.25750279078761706,8356025581037983523,same
0.23529411764705882,0.06862745098039216,0.00980392156862745,0.00980392156862745,0.23529411764705882,0.25750279078761706,2772347512024843246,same
0.029411764705882353,0.029411764705882353,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.25750279078761706,8054719427482564325,same
0.11764705882352941,0.00980392156862745,0.00980392156862745,0.08823529411764706,0.11764705882352941,0.25750279078761706,8148454678639563611,same
0.17647058823529413,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.17647058823529413,0.25750279078761706,8316204005243807812,same
0.18627450980392157,0.14705882352941177,0.00980392156862745,0.18627450980392157,0.0392156862745098,0.25750279078761706,9030940213181918210,same
0.7941176470588235,0.00980392156862745,0.00980392156862745,0.7450980392156863,0.7941176470588235,0.25750279078761706,8568604573615781245,same
0.6862745098039216,0.0784313725490196,0.00980392156862745,0.6862745098039216,0.30392156862745096,0.25750279078761706,2099809041594179032,same
0.8529411764705882,0.058823529411764705,0.00980392156862745,0.6764705882352942,0.8529411764705882,0.25750279078761706,4946039872853428216,same
0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.25750279078761706,3319742086292343511,same
0.9215686274509803,0.00980392156862745,0.00980392156862745,0.08823529411764706,0.9215686274509803,0.25750279078761706,8858018736488034843,same
0.13725490196078433,0.13725490196078433,0.00980392156862745,0.00980392156862745,0.0784313725490196,0.25750279078761706,8133962878444961376,same
0.6372549019607843,0.00980392156862745,0.00980392156862745,0.6372549019607843,0.20588235294117646,0.25750279078761706,5431178361756942903,same
0.4019607843137255,0.00980392156862745,0.00980392156862745,0.4019607843137255,0.27450980392156865,0.25750279078761706,959195241650082032,same
0.029411764705882353,0.029411764705882353,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.25750279078761706,625516898086536896,same
0.9803921568627451,0.11764705882352941,0.00980392156862745,0.06862745098039216,0.9803921568627451,0.25750279078761706,5313285934523416508,same
0.9901960784313726,0.06862745098039216,0.00980392156862745,0.00980392156862745,0.9901960784313726,0.25750279078761706,3094519008443179021,same
0.3431372549019608,0.06862745098039216,0.00980392156862745,0.18627450980392157,0.3431372549019608,0.25750279078761706,1769937761461123138,same
0.09803921568627451,0.09803921568627451,0.00980392156862745,0.06862745098039216,0.00980392156862745,0.25750279078761706,51972894575302187,same
0.9901960784313726,0.029411764705882353,0.00980392156862745,0.08823529411764706,0.9901960784313726,0.25750279078761706,7763071434101432373,same
0.37254901960784315,0.0392156862745098,0.00980392156862745,0.00980392156862745,0.37254901960784315,0.25750279078761706,8964122235641522105,same
0.9901960784313726,0.08823529411764706,0.00980392156862745,0.00980392156862745,0.9901960784313726,0.25750279078761706,4299938870294135957,same
0.0196078431372549,0.00980392156862745,0.00980392156862745,0.0196078431372549,0.00980392156862745,0.25750279078761706,7740353053360253415,same
0.9901960784313726,0.4803921568627451,0.00980392156862745,0.00980392156862745,0.9901960784313726,0.25750279078761706,461968877802031017,same
0.9803921568627451,0.0392156862745098,0.00980392156862745,0.00980392156862745,0.9803921568627451,0.25750279078761706,1928226168596062289,same
0.2549019607843137,0.12745098039215685,0.00980392156862745,0.0196078431372549,0.2549019607843137,0.25750279078761706,9095773116087117358,same
0.39215686274509803,0.00980392156862745,0.00980392156862745,0.39215686274509803,0.029411764705882353,0.25750279078761706,8055323900410450667,same
0.058823529411764705,0.058823529411764705,0.00980392156862745,0.029411764705882353,0.049019607843137254,0.25750279078761706,6892122440587771148,same
0.5392156862745098,0.058823529411764705,0.00980392156862745,0.5392156862745098,0.5294117647058824,0.25750279078761706,4045959231562092434,same
0.28431372549019607,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.28431372549019607,0.25750279078761706,6034499717203764105,same
0.9705882352941176,0.0196078431372549,0.00980392156862745,0.09803921568627451,0.9705882352941176,0.25750279078761706,132786711088739230,same
0.9901960784313726,0.06862745098039216,0.00980392156862745,0.00980392156862745,0.9901960784313726,0.25750279078761706,1510773320257710012,same
0.5294117647058824,0.0392156862745098,0.00980392156862745,0.16666666666666666,0.5294117647058824,0.25750279078761706,3852063375003779959,same
0.9901960784313726,0.00980392156862745,0.00980392156862745,0.29411764705882354,0.9901960784313726,0.25750279078761706,4674418968166778049,same
0.3235294117647059,0.00980392156862745,0.00980392156862745,0.28431372549019607,0.3235294117647059,0.25750279078761706,5900696897373628492,same
0.28431372549019607,0.0196078431372549,0.00980392156862745,0.09803921568627451,0.28431372549019607,0.25750279078761706,7078272908403813460,same
0.12745098039215685,0.00980392156862745,0.00980392156862745,0.12745098039215685,0.029411764705882353,0.25750279078761706,4719841265545513538,same
